10,1.13637,3.11845,0.0736991,1,0.623333,1,0.8
时间163,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间164,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间165,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间166,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间167,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间168,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间169,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间170,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间171,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间172,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间173,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间174,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间175,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间176,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间177,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间178,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间179,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间180,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间181,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间182,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间183,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间184,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间185,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间186,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间187,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间188,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间189,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间190,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间191,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间192,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间193,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间194,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间195,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间196,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间197,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间198,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间199,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间200,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间201,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间202,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间203,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间204,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间205,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间206,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间207,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间208,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间209,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间210,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间211,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间212,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间213,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间214,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间215,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间216,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间217,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间218,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间219,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间220,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间221,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间222,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间223,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间224,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间225,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间226,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间227,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间228,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间229,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间230,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间231,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间232,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间233,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间234,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间235,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间236,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间237,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间238,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间239,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间240,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
End
