source,competition,year,topic,kind,status,target,sha256,size
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model2/c3_1_model2_fj2.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model2/c3_1_model2_fj2.m,671e8169f4b39cbf19a9c77a334e80e7055bf92bff4d65c08da86e4fc33eb120,2735
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model2/result1.txt,研究生数学建模,2012,C题,配套附件,内容去重,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model1/method1/result1.txt,610e0c9939e138104455a7688744ed5c69c4c50f633579219c694bd2ebee7443,3172
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model2/result2.txt,研究生数学建模,2012,C题,配套附件,内容去重,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model1/method1/result2.txt,e8807086443f1570907033c80e0410dfb9246f9860a2336322793865f0becf48,3155
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_2/c3_2_fj1.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_2/c3_2_fj1.m,700e57e8eb99c27a4cd3fe5de7aeaa2a670fe4f233a6335c908b1d7251d2dc6d,7531
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_2/c3_2_fj2.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_2/c3_2_fj2.m,22a57add7dd0dd622c228d469bd6e87d26bd4a10e56a0d291d2fb7f76df4d84a,7529
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_2/result1.txt,研究生数学建模,2012,C题,配套附件,内容去重,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model1/method1/result1.txt,610e0c9939e138104455a7688744ed5c69c4c50f633579219c694bd2ebee7443,3172
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/3_2/result2.txt,研究生数学建模,2012,C题,配套附件,内容去重,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/3/3_1/model1/method1/result2.txt,e8807086443f1570907033c80e0410dfb9246f9860a2336322793865f0becf48,3155
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/3/说明.doc,研究生数学建模,2012,C题,Word原稿,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/Word原稿/说明-2a4d22c7.doc,2a4d22c72c55011d0f2f55f600065b2a6c0a1f4020b3685e1f026e654202f899,25088
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/4/Code41.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/4/Code41.m,cf29c428826b5ed3cddee4da6c94172278e570a99248cf631ec3cc305eeec388,3040
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/4/Code42.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/4/Code42.m,bddc3cf5fbd82195754e5d7ff413d15d24c0ba8a04e71cda1ff8f5038cbcc1b6,8390
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/4/test1.txt,研究生数学建模,2012,C题,配套附件,内容去重,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/2/test1.txt,fbd7b9e9df60ea339a11759b821d626b9289254309700c525b35fcfe609b6da4,1973
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/4/test2.txt,研究生数学建模,2012,C题,配套附件,内容去重,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10287008杨王朱/C10287008杨王朱fj/2/test2.txt,21f5aa2e5f26feb474cbcc6e68e8fda7927fb1c6ff26741f92d139472af656fb,1677
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10287008杨王朱.zip!/C10287008杨王朱/C10287008杨王朱fj/4/说明.doc,研究生数学建模,2012,C题,Word原稿,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/Word原稿/说明-74c35b5a.doc,74c35b5a17d40478e613c43f0d74c5e1b8a0aaf3d5c0865ecc192c680710cb27,24064
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008.xls,ea9c33e9e179a978ac33142b40b3a7ad1c4bd5dae797f2e2df1baed2b75cce7e,22016
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁.pdf,研究生数学建模,2012,C题,PDF,复用仓库现有文件,2-0研赛题目+论文/优秀论文按年份/2012年优秀论文/C/C10425008.pdf,c2039ce95455a7a67bcbe005c00c60fc63ffc4de033b0d3ae8134effb5f05727,1513879
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/DINPUT.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/DINPUT.xls,543659cde75fde63051db48109bcd0f19b89ca81e412940e5c66028595ca3526,18432
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/DINPUT2.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/DINPUT2.xls,4663e5b5128b500c227824615f8dd22a78420e72b5308ff6d321deda919e0abb,18432
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/Gibbsjs1.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/Gibbsjs1.m,dff5043029d31104da806134c7baf21b3453fefaa8f8832976c967d2b65f54db,2620
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/Gibbsjs2.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/Gibbsjs2.m,4fea33802528e02b35dde0c02aae5ae32a3f10f12e4b6c7395459814b504c0d5,3165
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/TINPUT.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/TINPUT.xls,302040e7f1a2159caf69d0687f6636fce6c3e56485a97727ef3c514015ec6b42,18432
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/TINPUT2.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/TINPUT2.xls,fec6708c1643904e8419ff6c9ca545837f6f332a6c1848a49fdf66ae8ffae027,18432
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/UINPUT.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/UINPUT.xls,e551900c076ef799abaadb23914bddcec382b213159a4fe380ec7d497ffb3796,18432
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/UINPUT2.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/UINPUT2.xls,f7dcc1256f8269075b118379133932b047768a181f7dcfd0733a39e9c46cc2e0,17920
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425008王姚鲁.rar!/C10425008王姚鲁fj/附件说明.txt,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425008王姚鲁/C10425008王姚鲁fj/附件说明.txt,801ecbd0063b375bad283e03717efe10cf3c16c594728da4c7d5ac9a68612965,528
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj1.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj1.m,4bd3d144004f36401d0d1a7cfb4fc5ea028e4952b74e962dc8f034a4bd66e9ee,1828
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj21.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj21.m,2ae0511591a387b83cb94b47714873f592294e4edf053d467cc83d593a275e47,5438
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/C10425015fj22.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/C10425015fj22.m,032ba1baeb66854ef40771fb0aa37130c369c1663e00c405646dd58a6f0b32a1,6745
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(一级杆).frm,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(一级杆).frm,7233e1d44f8e49c868b69c7fb08f73bca6a8e65ea6f3283b44ee875e49246969,7106
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(一级杆).frx,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(一级杆).frx,18b35f6d517b941e09adbc7c758bb5a76a7cf23f001a7e7180c7936a133ca4c2,21628
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(一级杆).vbp,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(一级杆).vbp,2ea3451c01a1657e77e6f846cfad87786495c570bc3c2c051e922a11f30bb989,653
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(一级杆).vbw,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(一级杆).vbw,822816f75e811caee59a0012c375b18669f03f4bf52afb049c957e37b674ca46,44
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(多级杆).frm,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(多级杆).frm,2222ac0b9384ea949c17720e9598bf54247500e13e8a4206270d51ba7fc7dd4c,7124
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(多级杆).frx,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(多级杆).frx,c7e6bd5c69420f969a3a763aae8584ab59a394bb4430da6d365b9bb50f1e1b64,29233
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(多级杆).vbp,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(多级杆).vbp,6755fd671d98a6333b1678bb39d5d11971f9b1cf29f1820427f603273433a387,653
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj3.2(多级杆).vbw,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj3.2(多级杆).vbw,a5f927a63389b69c9725f7e6d6e14f0c5551d445858ce44885b7b351c44364f1,49
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj31gaijinyeliang1.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj31gaijinyeliang1.m,4dad6227a968400f5c850a35f626998988a768af01e6915504ea4e69e51dbb83,1568
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj31gaijinyeliang2.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj31gaijinyeliang2.m,0e269a1e63cd6dfe02e1b82f749f863131bddb0a2cdf05b35d83d43e47da5b37,1600
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj31youxiaochongcheng1.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj31youxiaochongcheng1.m,f06a85a839031ab81c9528310d6616439874ea1f0d21e663c1ec23e0361bdbcf,9579
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj31youxiaochongcheng2.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj31youxiaochongcheng2.m,c384d74d0a63882ba37e541dcfc60e28d189ada325551b807d407ae7eccf9e03,9523
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj411.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj411.m,dcf9b873b63e042ab18061c0a04b45fbef3b5c6f5813a56022cb27b9401b0515,4193
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj412.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj412.m,afa608b068a223f7bf3a0e76547dddaa7844ffb3f5dbda73bbb22bf0b1159cd4,3855
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj420.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj420.m,107f71dea1fca0797b2181232ecb417da6fca98f1f97fa4028294f9c0b27c85e,307
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj421.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj421.m,36dcbc45d2307ea751bdb61f396f5b148033494b9caa64510c3876c72a293c72,5158
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj422.m,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj422.m,d41981d9a1f1f78007cf032484e89ee2868782bc16f55efa396f2bd8692288d6,6708
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj一级杆泵功图.ico,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj一级杆泵功图.ico,d1f954a651729c50b8a7b0124d2c0b9074667fde99de43e6504ffc49f63249cf,21616
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj多级杆泵功图.ico,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj多级杆泵功图.ico,62a0419976b8f0537b707f647006fe2a96821c94ff3b8b26376c2a320375d785,29221
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015 fj刘陆范.rar!/C10425015 fj/c10425015fj理想有气体泵功图.ico,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015 fj刘陆范/C10425015 fj/c10425015fj理想有气体泵功图.ico,3c083f4eecf4553ac06282fef9275e50b704ef6917c9ca34f59dca31d6c955a2,11948
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10425015/C10425015.xls,eef9d2c9ee245f83f661d6f12d90c10c6322e3854642abda38b0e27e398fb418,22016
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10425015.zip!/C10425015刘陆范.pdf,研究生数学建模,2012,C题,PDF,复用仓库现有文件,2-0研赛题目+论文/优秀论文按年份/2012年优秀论文/C/C10425015.pdf,7fd9a1c796a6cea4a574ed9e19b743f842738ebddecba3a2185853c642bf7b2f,2968053
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10446019.zip!/C10446019刘史孙.pdf,研究生数学建模,2012,C题,PDF,复用仓库现有文件,2-0研赛题目+论文/优秀论文按年份/2012年优秀论文/C/C10446019.pdf,fe1e5c33f5f095fa7f5f035a15b0ec4f46f669953ea36861da73fceca94c93c4,700052
04-25年优秀论文/2012年研究生数学建模竞赛优秀论文选/2012年全国研究生数学建模竞赛优秀论文选/2012C.rar!/2012C/2012C/C10446019.zip!/C10446019刘史孙.xls,研究生数学建模,2012,C题,配套附件,新增文件,6-1优秀论文库/研究生数学建模/2012/C题/配套附件/2012年全国研究生数学建模竞赛优秀论文选/2012C/C10446019/C10446019刘史孙.xls,8a9bbd205da0bd173d85b7feb3ad176fdbbe61e96f2669e0aedcffc7140f26a8,23040
