FORWARD_TEXT_FORMAT_1.0
STDEP =    22.5000
ENDEP =  1035.5000
RLEV  =     0.1250
CURVENAME =  GR, AC, rmn%, rml%, CAL, R4.0, SP1, RILD, RILM, RLL8, SP, DEVi, AZIm, DEN, CNL, cal%, rmn, rml, R4.0%, cnl%, GR%, AC%, DEN%, SP%, RILD%, RILM%, RLL8%, SP1%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH            GR         AC       rmn%       rml%        CAL       R4.0        SP1       RILD       RILM       RLL8         SP       DEVi       AZIm        DEN        CNL       cal%        rmn        rml      R4.0%       cnl%        GR%        AC%       DEN%        SP%      RILD%      RILM%      RLL8%       SP1%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 302.3750     119.534    285.287     10.000      9.850     23.433     44.150     95.647     28.118     24.693     27.539    139.583      0.921     92.072      2.511     28.456     23.531      5.609      5.338     56.252     28.162     85.258    244.530      2.546     83.635     28.023     24.633     27.633     95.695      0.100      1.124      0.000      0.100      0.010     99.900     98.776     99.900      0.100    -10.417     28.118      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.565     40.497     36.312      0.000  -9999.000  -9999.000      0.000
 302.5000     119.209    288.570      8.500      7.381     23.341     41.434     95.484     28.622     25.118     27.329    139.477      0.920     91.906      2.513     29.823     23.487      4.806      4.810     52.268     28.456     91.149    245.850      2.543     83.375     28.390     24.865     27.270     95.509      0.100      1.971      0.000      0.100      0.010     99.900     97.929     99.900      0.100    -10.523     28.622      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.939     39.812     36.591      0.000  -9999.000  -9999.000      0.000
 302.6250     118.130    288.943      8.440      7.437     23.276     39.920     95.379     29.542     26.187     27.800    139.301      0.919     91.813      2.520     30.881     23.433      4.268      4.273     49.265     29.823     96.713    245.600      2.531     83.302     29.286     25.844     27.499     95.415      0.100      4.747      0.000      0.100      0.010     99.900     95.153     99.900      0.100    -10.699     29.542      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.850     38.187     35.971      0.000  -9999.000  -9999.000      0.000
 302.7500     115.715    284.008      8.481      7.131     23.207     39.170     95.250     30.881     27.984     29.844    139.069      0.918     91.703      2.529     30.957     23.341      5.207      4.585     48.591     30.881     99.331    243.600      2.525     83.310     30.276     27.170     28.663     95.278      0.100     10.748      0.000      0.100      0.010     99.900     89.152     99.900      0.100    -10.931     30.881      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.383     35.734     33.507      0.000  -9999.000  -9999.000      0.000
 302.8750     110.058    270.467      7.727      6.657     23.152     38.742     95.135     33.069     30.892     34.312    138.896      0.917     91.620      2.542     29.385     23.276      8.463      6.903     50.065     30.957    101.589    239.300      2.515     83.356     32.613     30.317     33.227     95.171      0.100     23.730      0.000      0.100      0.010     99.900     76.170     99.900      0.100    -11.104     33.069      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.240     32.371     29.144      0.000  -9999.000  -9999.000      0.000
 303.0000     105.447    259.916      6.662      6.008     23.074     38.737     95.022     35.092     33.361     39.243    138.723      0.916     91.483      2.555     27.038     23.207     12.557     14.712     52.123     29.386    104.077    238.100      2.510     83.588     34.375     32.537     37.417     95.032      0.100     33.287      0.000      0.100      0.010     99.900     66.613     99.900      0.100    -11.277     35.092      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.497     29.975     25.482      0.000  -9999.000  -9999.000      0.000
 303.1250     100.646    247.466      5.609      5.338     23.034     39.224     94.994     37.837     36.436     46.006    138.479      0.915     91.407      2.569     24.561     23.152     12.505     15.678     55.454     27.038    109.640    240.100      2.511     83.835     37.141     35.717     44.467     94.992      0.100     42.351      0.000      0.100      0.010     99.900     57.549     99.900      0.100    -11.521     37.837      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.429     27.445     21.736      0.000  -9999.000  -9999.000      0.000
 303.2500      97.049    240.327      4.806      4.810     23.012     40.057     95.009     41.166     39.831     52.406    138.091      0.914     91.315      2.576     21.452     23.074     13.046     13.679     58.223     24.561    114.091    244.700      2.514     84.320     39.826     38.491     50.405     95.000      0.100     48.600      0.000      0.100      0.010     99.900     51.300     99.900      0.100    -11.909     41.166      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.292     25.106     19.082      0.000      5.879     10.806      0.000
 303.3750      94.249    234.738      4.268      4.273     23.003     42.009     95.050     45.755     44.473     58.708    137.774      0.913     91.242      2.572     21.892     23.034     11.313     11.265     62.615     21.452    118.739    255.470      2.520     84.767     44.996     43.661     58.123     95.037     12.161     62.598      1.000     12.161      1.382     76.458     25.240     76.458     12.161    -12.226     45.755      1.000      0.000      0.000      0.000      0.000      0.724      0.000      0.000      0.000      0.000      0.000     21.856     22.486     17.033      0.000      5.879     10.806      0.000
 303.5000      92.070    234.392      5.207      4.585     23.004     43.736     95.103     48.712     47.824     60.714    137.408      0.912     91.111      2.562     21.991     23.012     12.628     11.131     64.750     21.892    121.095    262.350      2.529     85.410     47.921     46.791     60.380     95.088     12.074     64.286      1.000     12.074      1.407     74.584     23.640     75.471     12.074    -12.592     48.712      1.000      0.000      0.000      0.000      0.000      0.692      0.000      0.000      0.000      0.000      0.000     20.529     20.910     16.471      0.000      6.346     11.852      0.000
 303.6250      87.695    235.406      8.463      6.903     23.007     45.743     95.171     51.428     51.523     62.177    137.122      0.911     91.037      2.540     22.529     23.003     16.243     14.244     66.919     21.991    120.441    270.350      2.544     85.698     50.969     50.771     61.666     95.144     12.330     66.932      1.000     12.330      1.693     71.227     20.738     73.177     12.330    -12.878     51.428      1.000      0.000      0.000      0.000      0.000      0.628      0.000      0.000      0.000      0.000      0.000     19.445     19.409     16.083      0.000      7.296     14.173      0.000
 303.7500      83.595    235.943     12.557     14.713     23.010     47.489     95.263     53.199     54.648     65.169    136.859      0.910     90.945      2.515     20.890     23.004     19.257     17.510     68.393     22.530    119.786    276.150      2.556     85.981     52.734     53.665     63.635     95.246     12.466     69.358      1.000     12.466      1.874     69.344     18.176     70.775     12.466    -13.141     53.199      1.000      0.000      0.000      0.000      0.000      0.588      0.000      0.000      0.000      0.000      0.000     18.797     18.299     15.345      0.000      8.403     14.069      0.000
 303.8750      78.106    235.415     12.505     15.678     23.014     49.794     95.336     54.628     57.809     70.477    136.842      0.909     90.872      2.478     19.038     23.007     22.027     21.559     71.005     20.890    119.557    284.980      2.570     86.108     54.525     57.449     69.541     95.309     12.333     72.734      1.000     12.333      1.800     69.098     14.933     69.098     12.333    -13.158     54.628      1.000      0.000      0.000      0.000      0.000      0.582      0.000      0.000      0.000      0.000      0.000     18.306     17.298     14.189      0.000     10.339     14.087      0.000
 304.0000      77.142    235.160     13.046     13.679     23.012     51.220     95.423     54.990     59.057     73.520    136.963      0.907     90.750      2.464     17.526     23.010     27.130     30.294     72.706     19.038    119.295    288.500      2.577     86.180     54.923     58.836     73.141     95.415     12.268     73.347      1.000     12.268      1.754     69.196     14.385     69.196     12.268    -13.037     54.990      1.000      0.000      0.000      0.000      0.000      0.584      0.000      0.000      0.000      0.000      0.000     18.185     16.933     13.602      0.000     11.102     12.883      0.000
 304.1250      79.991    236.511     11.313     11.264     23.007     52.224     95.456     55.294     59.739     74.060    137.192      0.906     90.681      2.467     16.306     23.014     23.263     34.826     75.322     17.526    118.313    289.300      2.572     86.106     55.182     59.685     74.598     95.446     12.610     71.317      1.000     12.610      2.091     67.319     16.074     67.319     12.610    -12.808     55.294      1.000      0.000      0.000      0.000      0.000      0.540      0.000      0.000      0.000      0.000      0.000     18.085     16.739     13.503      0.000     10.959     10.736      0.000
 304.2500      85.262    239.221     12.628     11.131     22.998     52.785     95.493     56.010     60.066     70.948    137.618      0.905     90.597      2.470     17.389     23.012     13.723     17.066     77.735     16.306    116.219    285.220      2.561     85.888     55.614     59.893     72.530     95.485     13.294     67.249      1.000     13.294      2.940     63.775     19.456     64.003     13.294    -12.382     56.010      1.000      0.000      0.000      0.000      0.000      0.440      0.000      0.000      0.000      0.000      0.000     17.854     16.648     14.095      0.000     10.730      9.958      0.000
 304.3750      90.649    244.909     16.243     14.244     22.986     53.251     95.530     57.444     60.819     65.579    137.989      0.904     90.532      2.488     19.597     23.007     11.089     11.516     81.852     17.389    110.459    271.370      2.538     85.794     57.135     60.556     66.452     95.517     14.732     61.757      1.000     14.732      5.701     57.408     23.511     60.687     14.732    -12.011     57.444      1.000      0.000      0.000      0.000      0.000      0.171      0.000      0.000      0.000      0.000      2.303     17.408     16.442     15.249      0.000      9.751     10.053      0.000
 304.5000      93.146    248.041     19.257     17.510     22.966     53.540     95.577     58.738     62.177     62.716    138.360      0.901     90.417      2.500     21.438     22.998     10.452     10.167     83.830     19.597    105.877    261.050      2.513     85.670     58.321     61.567     63.100     95.568     15.524     58.894      1.000     15.524      8.065     54.157     25.582     59.196     15.524    -11.640     58.738      0.993      0.000      0.007      0.068      0.000      0.607      0.000      0.000      0.000      0.000      0.000     17.025     16.083     15.945      0.000      9.094     10.836      0.000
 304.6250      91.296    249.437     22.027     21.559     22.953     54.099     95.627     60.277     64.577     62.181    138.700      0.900     90.350      2.508     22.988     22.986     11.834     10.110     85.255     21.438    100.967    248.100      2.475     85.637     59.922     63.908     61.625     95.603     15.876     59.773      1.000     15.876      9.514     52.389     24.351     58.257     15.876    -11.300     60.277      0.993      0.000      0.007      0.182      0.000      0.575      0.000      0.000      0.000      0.000      3.106     16.590     15.485     16.082      0.000      8.714     13.175      0.000
 304.7500      85.224    248.494     27.130     30.294     22.942     55.100     95.726     61.925     67.760     66.631    139.034      0.898     90.263      2.506     22.563     22.966     14.752     13.291     85.334     22.988     97.302    240.860      2.463     85.645     61.287     66.476     63.756     95.697     15.638     64.231      1.000     15.638      8.898     52.397     20.131     57.049     15.638    -10.966     61.925      0.993      0.000      0.007      0.182      0.000      0.606      0.000      0.000      0.000      0.000      2.967     16.149     14.758     15.008      0.000      8.834     15.147      0.000
 304.8750      76.460    245.294     23.263     34.826     22.935     57.972     95.874     64.102     72.107     77.578    139.199      0.896     90.188      2.490     20.947     22.953     15.259     16.313     83.598     22.563     94.422    234.780      2.467     85.611     63.734     71.400     74.779     95.810     14.829     70.505      1.000     14.829      6.627     54.024     14.666     55.461     14.829    -10.801     64.102      0.993      0.000      0.007      0.077      0.000      0.695      0.000      0.000      0.000      0.000      2.456     15.600     13.868     12.890      0.000      9.665     16.518      0.000
 305.0000      73.086    242.568     13.723     17.065     22.928     60.894     96.091     65.615     74.879     90.107    139.350      0.892     90.050      2.480     19.603     22.942     18.637     20.094     81.614     20.947     92.458    234.300      2.470     85.467     65.144     74.108     85.507     96.056     14.140     73.169      1.000     14.140      5.050     55.736     12.691     55.736     14.140    -10.650     65.615      1.000      0.000      0.000      0.000      0.000      0.060      0.000      0.000      0.000      0.000      2.014     15.240     13.355     11.098      0.000     10.256     16.193      0.000
 305.1250      68.930    239.484     11.089     11.516     22.922     64.955     96.233     67.215     77.567    107.015    139.453      0.890     89.969      2.468     18.003     22.935     20.557     20.644     78.166     19.603     88.040    235.350      2.489     85.393     66.948     77.065    103.132     96.190     13.361     76.198      1.000     13.361      3.640     57.955     10.441     57.955     13.361    -10.547     67.215      1.000      0.000      0.000      0.000      0.000      0.202      0.000      0.000      0.000      0.000      1.589     14.878     12.892      9.344      0.000     10.940     15.758      0.000
 305.2500      67.577    237.397     10.452     10.167     22.915     68.985     96.381     68.063     79.491    122.626    139.453      0.887     89.864      2.462     16.529     22.928     20.800     20.370     74.919     18.003     84.112    235.990      2.501     85.276     67.973     78.989    118.002     96.355     12.834     77.480      1.000     12.834      2.871     59.721      9.686     59.721     12.834    -10.547     68.063      1.000      0.000      0.000      0.000      0.000      0.289      0.000      0.000      0.000      0.000      1.312     14.692     12.580      8.155      0.000     11.286     14.643      0.000
 305.3750      67.124    233.285     11.834     10.109     22.911     75.018     96.477     68.145     80.899    136.362    139.346      0.885     89.781      2.466     15.765     22.922     21.607     20.496     69.172     16.529     78.221    235.450      2.509     85.242     68.317     80.911    135.704     96.455     11.794     78.952      1.000     11.794      1.702     64.405      9.254     64.405     11.794    -10.654     68.145      1.000      0.000      0.000      0.000      0.000      0.460      0.000      0.000      0.000      0.000      0.000     14.675     12.361      7.333      0.000     11.094     13.997      0.000
 305.5000      66.752    230.214     14.752     13.291     22.903     79.044     96.540     67.117     80.396    136.552    139.125      0.881     89.640      2.472     15.095     22.915     21.962     20.992     66.171     15.765     76.912    235.050      2.505     85.328     67.657     80.864    138.221     96.537     11.018     80.062      1.000     11.018      1.222     69.002      8.919     69.002     11.018    -10.875     67.117      1.000      0.000      0.000      0.000      0.000      0.580      0.000      0.000      0.000      0.000      0.000     14.899     12.438      7.323      0.000     10.737     13.424      0.000
 305.6250      66.764    226.492     15.259     16.313     22.901     82.016     96.532     64.909     78.265    129.400    138.851      0.879     89.561      2.475     14.735     22.911     23.347     21.166     63.366     15.096     79.530    236.300      2.489     85.475     65.593     79.076    131.835     96.547     10.077     81.195      1.000     10.077      0.824     76.042      8.728     76.042     10.077    -11.149     64.909      1.000      0.000      0.000      0.000      0.000      0.717      0.000      0.000      0.000      0.000      0.000     15.406     12.777      7.728      0.000     10.568     13.059      0.000
 305.7500      68.733    223.615     18.637     20.094     22.900     83.397     96.468     61.686     73.907    117.510    138.480      0.877     89.467      2.485     14.017     22.903     25.958     22.039     62.127     14.735     84.767    238.700      2.479     85.809     62.978     75.978    122.525     96.488      9.350     81.179      1.000      9.350      0.010     83.448      9.470     83.448      9.350    -11.520     61.686      1.000      0.000      0.000      0.000      0.000      0.825      0.000      0.000      0.000      0.000      0.000     16.211     13.531      8.510      0.000      9.948     11.824      0.000
 305.8750      72.200    221.453     20.557     20.644     22.899     82.822     96.382     57.314     66.646    100.220    138.233      0.875     89.396      2.499     14.058     22.901     25.052     24.446     61.715     14.017     90.396    244.620      2.467     86.177     58.039     68.065    103.364     96.413      8.804     80.200      1.000      8.804      0.010     91.400     10.996     91.400      8.804    -11.767     57.314      1.000      0.000      0.000      0.000      0.000      0.918      0.000      0.000      0.000      0.000      0.000     17.448     15.005      9.978      0.000      9.173     10.904      0.000
 306.0000      77.069    222.323     20.800     20.370     22.900     80.956     96.265     54.387     60.920     87.415    137.963      0.872     89.275      2.509     14.323     22.900     21.028     24.710     62.361     14.058     93.276    247.900      2.462     86.815     55.271     62.645     91.357     96.293      9.024     77.446      1.000      9.024      0.010     91.764     13.530     91.764      9.024    -12.037     54.387      1.000      0.000      0.000      0.000      0.000      0.922      0.000      0.000      0.000      0.000      0.000     18.387     16.415     11.440      0.000      8.674      9.703      0.000
 306.1250      86.268    226.121     21.607     20.496     22.901     77.179     96.154     51.256     54.876     73.565    137.772      0.869     89.208      2.527     15.009     22.899     14.678     16.488     63.896     14.323     91.803    249.500      2.466     87.162     51.897     56.059     76.307     96.186      9.984     70.899      1.000      9.984      0.010     86.296     19.117     86.296      9.984    -12.228     51.256      1.000      0.000      0.000      0.000      0.000      0.861      0.000      0.000      0.000      0.000      0.000     19.510     18.223     13.593      0.000      7.892      7.201      0.000
 306.2500      96.257    232.044     21.962     20.992     22.904     72.955     96.050     48.557     50.004     62.040    137.621      0.867     89.125      2.541     17.111     22.900     11.422     11.217     65.437     15.009     86.043    248.780      2.472     87.471     49.450     51.545     65.846     96.061      0.100     49.917      0.000      0.100      0.010     99.900     49.983     99.900      0.100    -12.379     48.557      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     20.594     19.998     16.119      0.000  -9999.000  -9999.000      0.000
 306.3750     110.200    243.778     23.347     21.166     22.912     66.106     96.009     45.643     45.095     49.739    137.604      0.865     89.057      2.538     19.003     22.901     10.983     11.103     68.326     17.111     76.748    245.530      2.475     87.638     46.045     45.668     51.329     96.020      0.100     23.420      0.000      0.100      0.010     99.900     76.480     99.900      0.100    -12.396     45.643      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.909     22.176     20.105      0.000  -9999.000  -9999.000      0.000
 306.5000     118.879    251.635     25.958     22.039     22.923     61.329     95.974     44.129     43.050     44.090    137.731      0.862     88.936      2.533     20.670     22.904      8.945      9.206     70.033     19.003     73.475    242.850      2.486     87.804     44.513     43.482     45.268     95.977      0.100      2.826      0.000      0.100      0.010     99.900     97.074     99.900      0.100    -12.269     44.129      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.661     23.229     22.681      0.000  -9999.000  -9999.000      0.000
 306.6250     124.754    260.062     25.052     24.446     22.927     57.551     95.968     42.850     41.644     40.361    137.988      0.860     88.863      2.518     22.839     22.912      6.868      7.076     72.240     20.670     69.057    239.650      2.500     87.871     43.048     41.834     40.782     95.967      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -12.012     42.850      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.337     24.013     24.776      0.000  -9999.000  -9999.000      0.000
 306.7500     124.772    263.753     21.028     24.710     22.924     55.471     95.967     42.042     40.969     39.190    138.456      0.858     88.769      2.506     27.055     22.923      6.874      6.065     74.148     22.839     67.617    237.770      2.510     87.829     42.294     41.108     39.179     95.971      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -11.544     42.042      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.786     24.409     25.517      0.000  -9999.000  -9999.000      0.000
 306.8750     118.442    263.100     14.678     16.488     22.920     54.753     95.974     41.206     40.560     39.655    138.862      0.855     88.691      2.502     27.904     22.927      8.752      7.426     77.969     27.055     67.159    233.550      2.528     87.755     41.334     40.579     39.220     95.955      0.100      3.952      0.000      0.100      0.010     99.900     95.948     99.900      0.100    -11.138     41.206      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.268     24.655     25.218      0.000  -9999.000  -9999.000      0.000
 307.0000     113.688    258.289     11.421     11.217     22.912     55.345     96.040     40.719     40.447     41.918    139.368      0.851     88.548      2.510     27.469     22.924     11.072      9.763     80.503     27.904     66.766    230.550      2.542     87.601     40.848     40.507     40.876     96.027      0.100     15.567      0.000      0.100      0.010     99.900     84.333     99.900      0.100    -10.632     40.719      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.558     24.724     23.856      0.000  -9999.000  -9999.000      0.000
 307.1250     106.042    248.122     10.983     11.103     22.912     57.016     96.084     40.259     40.154     45.878    139.818      0.848     88.461      2.514     26.058     22.920     12.545     11.087     84.172     27.469     66.602    226.750      2.538     87.527     40.359     40.279     44.839     96.077      0.100     32.101      0.000      0.100      0.010     99.900     67.799     99.900      0.100    -10.182     40.259      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.839     24.904     21.797      0.000  -9999.000  -9999.000      0.000
 307.2500     100.864    238.662      8.945      9.206     22.907     58.650     96.112     39.728     39.400     50.250    140.327      0.845     88.345      2.518     20.382     22.912     12.945     17.388     87.372     26.058     68.435    223.830      2.533     87.410     39.980     39.804     48.789     96.104      0.100     41.958      0.000      0.100      0.010     99.900     57.942     99.900      0.100     -9.673     39.728      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.171     25.381     19.900      0.000  -9999.000  -9999.000      0.000
 307.3750      99.298    228.608      6.868      7.076     22.900     60.415     96.149     38.837     37.931     54.644    140.510      0.842     88.245      2.522     17.548     22.912     25.872     24.014     92.684     20.382     71.806    221.400      2.516     87.296     39.021     38.270     54.341     96.132      0.100     44.746      0.000      0.100      0.010     99.900     55.154     99.900      0.100     -9.490     38.837      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.748     26.364     18.300      0.000  -9999.000  -9999.000      0.000
 307.5000     101.390    227.608      6.874      6.064     22.895     61.005     96.198     38.051     36.492     54.754    140.495      0.837     88.058      2.517     16.061     22.907     29.182     29.165     95.177     17.548     76.257    222.000      2.505     86.956     38.325     36.983     55.493     96.194      0.100     41.003      0.000      0.100      0.010     99.900     58.897     99.900      0.100     -9.505     38.051      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.281     27.403     18.263      0.000  -9999.000  -9999.000      0.000
 307.6250     106.133    233.087      8.752      7.426     22.896     60.220     96.223     37.014     34.737     51.358    140.217      0.834     87.944      2.508     15.580     22.900     25.832     23.571     96.838     16.061     85.421    225.650      2.502     86.782     37.282     35.119     52.688     96.210      0.100     31.920      0.000      0.100      0.010     99.900     67.980     99.900      0.100     -9.783     37.014      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.016     28.788     19.471      0.000  -9999.000  -9999.000      0.000
 307.7500     111.021    242.631     11.072      9.763     22.903     58.405     96.266     35.790     33.088     45.190    139.622      0.831     87.792      2.504     18.359     22.895     11.128     10.020     96.616     15.580     94.978    230.970      2.511     86.640     36.266     33.667     47.640     96.261      0.100     21.622      0.000      0.100      0.010     99.900     78.278     99.900      0.100    -10.378     35.790      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.941     30.223     22.129      0.000  -9999.000  -9999.000      0.000
 307.8750     117.196    258.586     12.545     11.087     22.912     53.907     96.283     34.217     31.212     37.241    139.096      0.828     87.664      2.503     21.232     22.896      6.970      6.059     93.265     18.359    109.411    243.090      2.514     86.506     34.460     31.470     38.346     96.280      0.100      7.103      0.000      0.100      0.010     99.900     92.797     99.900      0.100    -10.904     34.217      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.226     32.039     26.852      0.000  -9999.000  -9999.000      0.000
 308.0000     118.354    266.366     12.945     17.388     22.911     49.934     96.287     33.301     30.286     33.428    138.430      0.822     87.427      2.510     23.517     22.903      8.283      7.417     89.702     21.232    118.313    250.850      2.519     86.342     33.538     30.492     34.158     96.291      0.100      4.176      0.000      0.100      0.010     99.900     95.724     99.900      0.100    -11.570     33.301      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.029     33.019     29.915      0.000  -9999.000  -9999.000      0.000
 308.1250     120.581    272.361     25.872     24.014     22.904     45.551     96.253     32.560     29.634     31.228    137.767      0.819     87.285      2.524     24.794     22.912     10.478     10.784     83.485     23.516    124.695    259.700      2.522     86.288     32.639     29.711     31.392     96.273      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -12.233     32.560      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.712     33.745     32.023      0.000  -9999.000  -9999.000      0.000
 308.2500     122.280    274.679     29.183     29.165     22.898     42.056     96.163     32.481     29.480     30.854    136.921      0.815     87.098      2.538     26.638     22.911      7.058      7.050     77.474     24.794    125.350    263.780      2.517     86.271     32.340     29.418     30.771     96.198      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -13.079     32.481      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.787     33.921     32.411      0.000  -9999.000  -9999.000      0.000
 308.3750     125.257    276.471     25.832     23.571     22.889     38.264     95.982     33.117     29.831     31.220    136.436      0.811     86.943      2.565     26.511     22.904      5.630      5.295     66.233     26.638    118.837    263.480      2.508     86.377     32.874     29.655     31.085     96.067      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -13.564     33.117      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.196     33.522     32.031      0.000  -9999.000  -9999.000      0.000
 308.5000     127.802    277.213     11.127     10.020     22.881     36.449     95.681     34.300     30.750     31.787    135.974      0.805     86.664      2.573     28.076     22.898      5.618      5.396     59.861     26.511    114.386    259.200      2.503     86.660     33.793     30.323     31.595     95.745      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -14.026     34.300      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.154     32.520     31.460      0.000  -9999.000  -9999.000      0.000
 308.6250     129.254    277.150      6.970      6.059     22.878     36.125     95.393     36.262     32.453     32.649    135.712      0.801     86.504      2.572     29.167     22.889      5.666      5.434     52.854     28.076    106.531    248.950      2.503     86.846     35.712     31.938     32.319     95.501      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -14.288     36.262      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.577     30.814     30.629      0.000  -9999.000  -9999.000      0.000
 308.7500     126.384    274.215      8.283      7.417     22.875     36.962     95.002     38.914     35.065     34.958    135.535      0.796     86.304      2.564     30.552     22.881      5.547      5.124     48.441     29.167    101.033    239.630      2.511     87.080     37.790     33.884     33.567     95.094      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100    -14.465     38.914      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.698     28.518     28.606      0.000  -9999.000  -9999.000      0.000
 308.8750     115.958    264.295     10.478     10.784     22.874     40.253     94.580     42.733     39.145     40.260    135.540      0.792     86.146      2.551     29.464     22.878      8.161      7.070     42.967     30.552     99.135    228.750      2.525     87.247     42.037     38.347     38.823     94.749      0.100     10.157      0.000      0.100      0.010     99.900     89.743     99.900      0.100    -14.460     42.733      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.401     25.546     24.839      0.000  -9999.000  -9999.000      0.000
 309.0000     108.630    254.892      7.058      7.050     22.877     43.711     94.018     45.537     42.433     47.141    135.681      0.786     85.870      2.542     27.210     22.875     15.379     14.183     41.011     29.464    100.967    227.150      2.538     87.519     44.666     41.363     44.251     94.112      0.100     26.783      0.000      0.100      0.010     99.900     73.117     99.900      0.100    -14.319     45.537      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.960     23.567     21.213      0.000  -9999.000  -9999.000      0.000
 309.1250      97.611    241.694      5.630      5.295     22.881     48.507     93.660     48.627     46.222     58.116    135.925      0.783     85.712      2.542     24.720     22.874     19.833     15.485     39.619     27.210    105.713    232.300      2.567     87.706     47.953     45.402     55.161     93.758      0.100     47.654      0.000      0.100      0.010     99.900     52.246     99.900      0.100    -14.075     48.627      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     20.565     21.635     17.207      0.000  -9999.000  -9999.000      0.000
 309.2500      89.316    231.261      5.618      5.396     22.891     53.214     93.329     51.455     49.582     71.022    136.406      0.779     85.516      2.542     18.381     22.877     22.447     20.200     39.046     24.720    110.426    241.140      2.574     87.864     50.497     48.496     66.313     93.390      0.100     60.618      0.000      0.100      0.010     99.900     39.282     99.900      0.100    -13.594     51.455      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     19.434     20.168     14.080      0.000  -9999.000  -9999.000      0.000
