FORWARD_TEXT_FORMAT_1.0
STDEP =    80.0000
ENDEP =  1070.0000
RLEV  =     0.1250
CURVENAME =  AC%, DEVI, AZIM, GR%, MMD%, RLL8, CNL%, den%, RILD%, RILM%, RLL8%, SP1%, rml%, rmn%, SP%, AC, GR, MMD, SP, CNL, DEN, RILD, RILM, SP1, RML, RMN, CAL, CAL%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, r4.0%, r4.0
END
#DEPTH           AC%       DEVI       AZIM        GR%       MMD%       RLL8       CNL%       den%      RILD%      RILM%      RLL8%       SP1%       rml%       rmn%        SP%         AC         GR        MMD         SP        CNL        DEN       RILD       RILM        SP1        RML        RMN        CAL       CAL%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP      r4.0%       r4.0
 329.1250     249.584      0.877    153.435     73.711     60.547    151.906     20.247      2.404     79.325     72.702    122.408     63.287     56.819     68.751     14.679    245.247     68.411     11.916     58.871     16.820      2.404    102.234     90.900     50.280     56.819     68.751     23.941     24.413     14.817     71.391      1.000     14.817      4.207     67.687     13.792     67.687     14.817     -5.572    102.234      1.000      0.000      0.000      0.000      0.000      0.743      0.000      0.000      0.000      0.000      0.000      9.781     11.001      6.583      0.000     14.602     12.367      0.000     84.368    181.174
 329.2500     249.538      0.864    152.578     71.390     42.969    156.885     20.121      2.408     74.544     68.639    106.773     64.014     58.354     70.725     14.673    245.055     68.459    -55.318     58.841     16.440      2.408    103.904     91.245     51.988     58.354     70.725     23.927     24.371     14.769     71.429      1.000     14.769      4.189     67.340     13.802     67.340     14.769     -5.598    103.904      1.000      0.000      0.000      0.000      0.000      0.738      0.000      0.000      0.000      0.000      0.000      9.624     10.960      6.374      0.000     14.534     12.883      0.000     84.327    185.610
 329.3750     248.457      0.860    152.055     71.707    -26.367    163.820     18.468      2.409     70.212     65.162     89.782     64.563     59.848     72.741     14.673    244.757     69.543     51.036     58.811     16.113      2.409    105.079     91.004     52.990     59.848     72.741     23.954     24.316     14.694     71.010      1.000     14.694      4.104     67.271     14.296     67.271     14.694     -5.624    105.079      1.000      0.000      0.000      0.000      0.000      0.737      0.000      0.000      0.000      0.000      0.000      9.517     10.988      6.104      0.000     14.347     12.490      0.000     84.399    193.629
 329.5000     246.285      0.856    151.498     72.343     55.664    168.255     17.341      2.410     66.779     62.578     76.206     64.929     60.373     73.886     14.691    244.456     70.496    -15.708     58.800     15.915      2.410    102.979     88.659     54.083     60.373     73.886     24.042     24.260     14.617     70.648      1.000     14.617      3.895     68.273     14.735     68.273     14.617     -5.630    102.979      1.000      0.000      0.000      0.000      0.000      0.752      0.000      0.000      0.000      0.000      0.000      9.711     11.279      5.943      0.000     14.241     11.874      0.000     84.649    198.650
 329.6250     243.247      0.850    150.880     72.361    -66.406    157.502     16.436      2.411     61.789     59.240     65.165     65.063     61.493     75.506     14.697    244.018     70.308    -55.691     58.855     15.920      2.411     99.952     86.658     55.257     61.493     75.506     24.146     24.184     14.507     70.877      1.000     14.507      3.606     69.774     14.616     69.774     14.507     -5.571     99.952      1.000      0.000      0.000      0.000      0.000      0.775      0.000      0.000      0.000      0.000      0.000     10.005     11.540      6.349      0.000     14.180     11.417      0.000     85.915    203.847
 329.7500     237.030      0.833    149.726     69.100     83.984    145.776     15.992      2.410     60.029     58.017     66.030     64.856     62.053     75.722     14.697    243.715     69.769     44.272     58.917     15.907      2.410     93.203     84.117     57.771     62.053     75.722     24.172     24.152     14.430     71.232      1.000     14.430      3.254     72.602     14.338     72.602     14.430     -5.505     93.203      1.000      0.000      0.000      0.000      0.000      0.814      0.000      0.000      0.000      0.000      0.000     10.729     11.888      6.860      0.000     14.143     11.472      0.000     87.033    209.660
 329.8750     234.819      0.826    149.327     67.462   -114.258    136.588     16.669      2.407     58.618     56.946     67.825     64.490     60.173     72.404     14.679    243.715     69.446     21.424     59.003     15.839      2.407     86.394     80.864     59.035     60.173     72.404     24.171     24.111     14.430     71.386      1.000     14.430      3.016     75.409     14.183     75.409     14.430     -5.414     86.394      1.000      0.000      0.000      0.000      0.000      0.850      0.000      0.000      0.000      0.000      0.000     11.575     12.366      7.321      0.000     14.179     11.606      0.000     88.534    217.662
 330.0000     233.594      0.819    149.040     67.421     64.697    122.353     17.388      2.402     57.349     56.074     68.995     63.977     56.087     65.817     14.600    243.794     69.276    -79.234     59.131     15.852      2.402     79.308     72.688     60.250     56.087     65.817     24.146     24.061     14.450     71.442      1.000     14.450      2.793     78.607     14.108     78.607     14.450     -5.282     79.308      1.000      0.000      0.000      0.000      0.000      0.888      0.000      0.000      0.000      0.000      0.000     12.609     13.757      8.173      0.000     14.356     11.626      0.000     90.437    220.642
 330.1250     233.536      0.812    148.821     69.314     -4.639    106.703     17.896      2.397     55.367     55.322     69.140     62.555     49.619     56.001     14.532    243.976     68.677    -47.930     59.457     16.112      2.397     74.526     68.625     61.389     49.619     56.001     24.113     23.953     14.496     71.667      1.000     14.496      2.677     80.858     13.836     80.858     14.496     -4.952     74.526      1.000      0.000      0.000      0.000      0.000      0.912      0.000      0.000      0.000      0.000      0.000     13.418     14.572      9.372      0.000     14.638     11.685      0.000     95.357    222.236
 330.2500     236.737      0.797    148.553     74.849     -6.836     89.719     18.002      2.400     54.819     55.054     71.537     61.658     40.784     47.032     14.435    243.610     68.285     -5.484     59.646     16.546      2.400     70.196     65.150     63.290     40.784     47.032     24.098     23.923     14.404     71.966      1.000     14.404      2.584     83.797     13.630     83.797     14.404     -4.758     70.196      1.000      0.000      0.000      0.000      0.000      0.942      0.000      0.000      0.000      0.000      0.000     14.246     15.349     11.146      0.000     14.933     12.104      0.000     98.250    221.438
 330.3750     239.315      0.791    148.464     75.579     -9.277     76.148     17.401      2.411     54.702     54.732     74.375     60.650     33.312     41.673     14.319    242.937     68.471      2.303     59.835     17.387      2.411     66.753     62.560     64.016     33.312     41.673     24.096     23.933     14.234     72.092      1.000     14.234      2.433     86.856     13.674     86.856     14.234     -4.565     66.753      1.000      0.000      0.000      0.000      0.000      0.972      0.000      0.000      0.000      0.000      0.000     14.981     15.985     13.132      0.000     14.788     12.642      0.000    101.325    215.834
 330.5000     241.982      0.786    148.415     74.223     67.871     65.170     16.974      2.429     54.986     54.437     74.350     59.540     26.526     35.709     14.020    242.256     69.981     15.692     60.017     18.572      2.429     61.779     59.233     64.565     26.526     35.709     24.119     23.986     14.062     71.593      1.000     14.062      2.166     91.280     14.345     91.280     14.062     -4.379     61.779      1.000      0.000      0.000      0.000      0.000      1.011      0.000      0.000      0.000      0.000      0.000     16.187     16.882     15.345      0.000     14.161     13.434      0.000    104.507    209.688
 330.6250     244.015      0.784    148.402     71.601   -116.943     66.042     16.565      2.450     55.662     54.428     67.574     57.098     22.113     31.069     13.855    242.146     77.732    -56.567     60.329     19.544      2.450     60.020     58.010     64.930     22.113     31.069     24.153     24.131     14.034     67.698      1.000     14.034      1.763     92.773     18.268     92.773     14.034     -4.062     60.020      1.000      0.000      0.000      0.000      0.000      1.023      0.000      0.000      0.000      0.000      0.000     16.661     17.238     15.142      0.000     13.093     14.214      0.000    111.020    201.727
 330.7500     245.373      0.784    148.421     68.083     25.146     67.833     16.233      2.472     56.446     54.934     65.119     55.804     27.863     32.625     13.684    242.353     83.720     78.612     60.475     20.539      2.472     58.609     56.940     65.062     27.863     32.625     24.170     24.170      0.100     62.128      0.000      0.100      0.010     99.900     37.772     99.900      0.100     -3.912     58.609      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.062     17.562     14.742      0.000     11.875     12.930      0.000    114.302    190.214
 330.8750     245.023      0.784    148.406     68.497    -63.476     68.996     15.916      2.481     57.524     55.765     64.965     54.492     33.643     40.003     13.513    242.403     89.445    -50.268     60.603     20.939      2.481     57.334     56.069     64.853     33.643     40.003     24.186     24.176      0.100     54.711      0.000      0.100      0.010     99.900     45.189     99.900      0.100     -3.777     57.334      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.442     17.835     14.494      0.000  -9999.000  -9999.000      0.000    117.614    170.037
 331.0000     244.730      0.783    148.351     69.647     62.500     69.159     15.915      2.484     58.881     56.982     65.568     53.186     39.394     48.071     13.129    242.112     93.953    -12.244     60.708     20.149      2.484     55.362     55.320     64.486     39.394     48.071     24.213     24.162      0.100     48.332      0.000      0.100      0.010     99.900     51.568     99.900      0.100     -3.670     55.362      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.063     18.077     14.459      0.000  -9999.000  -9999.000      0.000    121.035    158.203
 331.1250     244.429      0.783    148.272     70.579    -23.437     71.562     15.927      2.485     62.346     60.505     69.359     50.683     44.742     54.208     12.933    242.285     94.955    -36.249     60.851     18.656      2.485     54.818     55.052     63.966     44.742     54.208     24.243     24.120      0.100     46.845      0.000      0.100      0.010     99.900     53.055     99.900      0.100     -3.523     54.818      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.242     18.165     13.974      0.000  -9999.000  -9999.000      0.000    128.812    146.540
 331.2500     243.978      0.783    148.057     70.282    -58.838     74.375     15.874      2.485     64.763     62.943     73.377     49.530     43.724     51.348     12.750    242.676     91.514     16.971     60.887     17.150      2.485     54.705     54.729     62.548     43.724     51.348     24.256     24.101      0.100     51.845      0.000      0.100      0.010     99.900     48.055     99.900      0.100     -3.483     54.705      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.280     18.272     13.445      0.000  -9999.000  -9999.000      0.000    133.459    133.933
 331.3750     243.690      0.781    147.920     69.720     54.199     74.284     15.782      2.484     66.744     65.633     80.497     48.456     37.492     42.498     12.573    243.021     86.734    -30.734     60.898     16.005      2.484     54.993     54.437     61.649     37.492     42.498     24.262     24.093      0.100     58.315      0.000      0.100      0.010     99.900     41.585     99.900      0.100     -3.468     54.993      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.184     18.370     13.462      0.000  -9999.000  -9999.000      0.000    138.693    116.837
 331.5000     243.717      0.778    147.736     69.420     18.311     67.549     15.967      2.485     68.280     68.317     93.239     47.455     34.345     38.265     12.268    242.894     82.553     68.286     60.874     15.630      2.485     55.670     54.433     60.640     34.345     38.265     24.296     24.102      0.100     63.551      0.000      0.100      0.010     99.900     36.349     99.900      0.100     -3.488     55.670      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.963     18.371     14.804      0.000  -9999.000  -9999.000      0.000    144.458    109.488
 331.6250     243.802      0.776    147.489     69.262    -88.379     65.118     16.346      2.485     73.040     72.846    127.202     45.654     31.917     35.017     12.140    241.984     81.145      6.632     60.703     16.164      2.485     56.458     54.943     59.516     31.917     35.017     24.378     24.146      0.100     65.231      0.000      0.100      0.010     99.900     34.669     99.900      0.100     -3.654     56.458      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.712     18.201     15.357      0.000  -9999.000  -9999.000      0.000    156.981    103.549
 331.7500     243.992      0.769    146.977     68.623    -44.189     64.972     16.870      2.484     75.454     74.572    135.111     44.861     31.583     34.697     12.030    242.115     84.169     70.176     60.543     17.008      2.484     57.539     55.779     57.085     31.583     34.697     24.462     24.164      0.100     61.572      0.000      0.100      0.010     99.900     38.328     99.900      0.100     -3.810     57.539      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.379     17.928     15.391      0.000  -9999.000  -9999.000      0.000    163.266     98.558
 331.8750     243.575      0.763    146.747     68.255     -1.953     65.614     18.220      2.482     77.896     76.010    133.165     44.147     33.625     38.109     11.932    242.923     89.145    -87.154     60.353     18.341      2.482     58.922     57.024     55.790     33.625     38.109     24.540     24.179      0.100     55.119      0.000      0.100      0.010     99.900     44.781     99.900      0.100     -3.996     58.922      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.972     17.536     15.241      0.000  -9999.000  -9999.000      0.000    169.139     93.543
 332.0000     242.879      0.756    146.540     68.490      2.686     69.410     19.139      2.478     80.383     77.152    131.037     43.524     38.172     44.898     11.859    244.021     94.519     44.316     60.126     19.672      2.478     62.376     60.535     54.477     38.172     44.898     24.605     24.197      0.100     47.496      0.000      0.100      0.010     99.900     52.404     99.900      0.100     -4.218     62.376      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.032     16.519     14.407      0.000  -9999.000  -9999.000      0.000    174.214     92.398
 332.1250     242.201      0.747    146.361     70.113     16.846     73.470     20.192      2.476     84.503     78.743    124.806     42.584     45.925     54.957     11.884    245.342    101.868     13.963     59.617     19.924      2.476     64.789     62.978     53.156     45.925     54.957     24.650     24.237      0.100     35.851      0.000      0.100      0.010     99.900     64.049     99.900      0.100     -4.722     64.789      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.435     15.879     13.611      0.000  -9999.000  -9999.000      0.000    180.471     92.073
 332.2500     242.141      0.730    146.021     78.399    -62.988     80.671     21.093      2.468     85.596     79.371    119.816     42.291     53.772     64.131     11.945    245.339    103.804    -20.003     59.342     19.646      2.468     66.765     65.670     50.669     53.772     64.131     24.666     24.253      0.100     32.528      0.000      0.100      0.010     99.900     67.372     99.900      0.100     -4.993     66.765      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.978     15.228     12.396      0.000  -9999.000  -9999.000      0.000    181.126     92.576
 332.3750     242.371      0.722    145.836     84.178     90.820     93.722     20.693      2.463     86.919     79.979    116.106     42.139     57.752     68.726     12.054    244.608    104.046    -14.689     59.062     18.475      2.463     68.348     68.382     49.516     57.752     68.726     24.683     24.260      0.100     32.104      0.000      0.100      0.010     99.900     67.796     99.900      0.100     -5.269     68.348      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.631     14.624     10.670      0.000  -9999.000  -9999.000      0.000    180.024     94.224
 332.5000     242.406      0.715    145.536     89.893    -62.256    127.318     19.284      2.462     87.826     80.618    115.330     42.151     58.786     69.798     12.421    243.032    103.107     85.183     58.785     16.780      2.462     73.076     72.871     48.442     58.786     69.798     24.723     24.265      0.100     33.737      0.000      0.100      0.010     99.900     66.163     99.900      0.100     -5.542     73.076      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     13.684     13.723      7.854      0.000  -9999.000  -9999.000      0.000    177.270     95.401
 332.6250     242.087      0.709    145.041     94.293     -8.057    135.082     17.663      2.464     86.076     81.882    123.097     42.718     59.126     69.842     12.665    238.470     99.186     69.863     58.358     15.731      2.464     75.491     74.594     47.429     59.126     69.842     24.796     24.346      0.100     40.272      0.000      0.100      0.010     99.900     59.628     99.900      0.100     -5.965     75.491      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     13.247     13.406      7.403      0.000  -9999.000  -9999.000      0.000    167.761     96.551
 332.7500     242.301      0.707    143.368     95.009    -38.574    133.131     16.341      2.475     85.119     82.497    128.724     43.292     55.596     66.041     12.933    235.996     96.565     29.676     58.187     14.925      2.475     77.935     76.028     45.642     55.596     66.041     24.874     24.429      0.100     44.401      0.000      0.100      0.010     99.900     55.499     99.900      0.100     -6.131     77.935      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     12.831     13.153      7.511      0.000  -9999.000  -9999.000      0.000    161.694     97.690
 332.8750     242.707      0.712    142.260     91.230     21.484    130.935     15.477      2.482     87.904     83.253    133.111     44.055     48.930     60.162     13.232    234.479     94.133    -40.041     58.028     14.644      2.482     80.450     77.178     44.850     48.930     60.162     24.964     24.514      0.100     48.066      0.000      0.100      0.010     99.900     51.834     99.900      0.100     -6.286     80.450      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     12.430     12.957      7.637      0.000  -9999.000  -9999.000      0.000    155.283     98.978
 333.0000     243.046      0.718    141.120     86.374    -34.912    124.722     15.868      2.484     90.192     84.046    135.530     45.007     47.290     59.887     13.867    233.952     92.181     42.971     57.862     15.124      2.484     84.521     78.754     44.137     47.290     59.887     25.090     24.580      0.100     50.900      0.000      0.100      0.010     99.900     49.000     99.900      0.100     -6.447     84.521      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.831     12.698      8.018      0.000  -9999.000  -9999.000      0.000    148.928     99.297
 333.1250     242.882      0.724    139.975     82.252     76.416    119.750     16.626      2.483     89.478     85.027    143.065     47.455     47.400     60.435     14.191    236.305     91.834     51.110     57.565     16.142      2.483     85.619     79.382     43.509     47.400     60.435     25.236     24.644      0.100     51.393      0.000      0.100      0.010     99.900     48.507     99.900      0.100     -6.741     85.619      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.680     12.597      8.351      0.000  -9999.000  -9999.000      0.000    137.677     99.349
 333.2500     241.915      0.737    137.708     81.059      1.221    116.091     17.603      2.469     87.312     84.694    150.549     48.901     48.741     60.567     14.502    238.783     93.134    -77.488     57.419     17.371      2.469     86.935     79.991     42.579     48.741     60.567     25.327     24.660      0.100     49.528      0.000      0.100      0.010     99.900     50.372     99.900      0.100     -6.882     86.935      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.503     12.501      8.614      0.000  -9999.000  -9999.000      0.000    133.198     99.119
 333.3750     242.130      0.747    136.572     84.407     75.439    115.475     19.489      2.455     85.922     83.408    157.903     50.458     51.335     61.524     14.795    241.752     94.821     40.691     57.291     18.724      2.455     87.793     80.641     42.288     51.335     61.524     25.403     24.675      0.100     47.045      0.000      0.100      0.010     99.900     52.855     99.900      0.100     -7.005     87.793      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.390     12.401      8.660      0.000  -9999.000  -9999.000      0.000    129.606     98.629
 333.5000     242.983      0.758    135.567     89.501    -99.365    123.205     19.955      2.439     85.059     81.456    158.897     52.075     52.440     62.877     15.320    244.784     96.490     44.653     57.169     19.688      2.439     86.058     81.894     42.139     52.440     62.877     25.463     24.695      0.100     44.516      0.000      0.100      0.010     99.900     55.384     99.900      0.100     -7.123     86.058      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.620     12.211      8.117      0.000  -9999.000  -9999.000      0.000    126.911     98.624
 333.6250     244.097      0.768    134.762     94.889     54.931    128.811     19.878      2.423     83.895     76.878    131.326     55.298     52.692     64.187     15.533    249.152     97.098     86.651     56.950     19.746      2.423     85.174     82.512     42.161     52.692     64.187     25.504     24.768      0.100     43.576      0.000      0.100      0.010     99.900     56.324     99.900      0.100     -7.338     85.174      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.741     12.119      7.763      0.000  -9999.000  -9999.000      0.000    123.972     99.026
 333.7500     245.432      0.787    133.533    102.375     10.986    133.160     19.290      2.405     82.252     74.509    112.734     56.811     53.376     67.211     15.741    250.307     95.480    -25.443     56.847     19.644      2.405     87.951     83.269     42.729     53.376     67.211     25.515     24.839      0.100     46.056      0.000      0.100      0.010     99.900     53.844     99.900      0.100     -7.436     87.951      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.370     12.009      7.510      0.000  -9999.000  -9999.000      0.000    123.506    100.375
 333.8750     245.332      0.799    133.016    103.907    -22.217    135.688     17.224      2.400     76.950     71.975    101.472     58.215     54.409     70.944     15.942    250.459     93.030    -10.017     56.770     19.427      2.400     90.177     84.067     43.307     54.409     70.944     25.515     24.928      0.100     49.679      0.000      0.100      0.010     99.900     50.221     99.900      0.100     -7.509     90.177      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.089     11.895      7.370      0.000  -9999.000  -9999.000      0.000    123.565    103.868
 334.0000     244.557      0.813    132.452    104.056    -14.160    143.226     16.101      2.403     72.122     68.949     97.420     59.466     54.363     72.988     16.333    249.862     90.639    -19.437     56.732     19.145      2.403     89.431     85.020     44.074     54.363     72.988     25.505     25.019      0.100     53.070      0.000      0.100      0.010     99.900     46.830     99.900      0.100     -7.543     89.431      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.182     11.762      6.982      0.000  -9999.000  -9999.000      0.000    124.104    107.099
 334.1250     242.926      0.829    131.901    103.042     92.041    150.711     15.165      2.408     65.810     61.947     94.244     61.365     54.524     75.162     16.522    247.269     87.389     37.450     56.771     18.886      2.408     87.281     84.666     45.058     54.524     75.162     25.502     25.199      0.100     57.460      0.000      0.100      0.010     99.900     42.440     99.900      0.100     -7.500     87.281      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.457     11.811      6.635      0.000  -9999.000  -9999.000      0.000    126.698    111.355
 334.2500     238.167      0.865    130.832     98.925     68.359    157.926     14.560      2.417     63.675     58.713     87.054     61.969     53.795     74.421     16.711    245.785     85.724    -23.270     56.845     18.570      2.417     85.902     83.364     47.486     53.795     74.421     25.520     25.293      0.100     59.615      0.000      0.100      0.010     99.900     40.285     99.900      0.100     -7.421     85.902      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.641     11.996      6.332      0.000  -9999.000  -9999.000      0.000    128.807    118.047
 334.3750     235.851      0.883    130.334     96.408     27.100    158.259     14.771      2.417     61.254     56.160     88.427     62.323     51.524     71.001     16.901    244.403     83.340    248.601     56.938     18.256      2.417     85.032     81.350     48.936     51.524     71.001     25.537     25.379      0.100     62.594      0.000      0.100      0.010     99.900     37.306     99.900      0.100     -7.324     85.032      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.760     12.293      6.319      0.000  -9999.000  -9999.000      0.000    131.420    130.151
 334.5000     234.390      0.901    130.070     93.985    -44.433    130.885     15.656      2.411     58.763     54.314     87.683     62.439     50.852     70.119     17.273    243.208     79.716    225.261     57.058     18.209      2.411     83.856     76.822     50.494     50.852     70.119     25.520     25.441      0.100     66.893      0.000      0.100      0.010     99.900     33.007     99.900      0.100     -7.199     83.856      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     11.925     13.017      7.640      0.000  -9999.000  -9999.000      0.000    134.448    137.811
 334.6250     233.924      0.915    130.068     92.065     48.584    112.461     16.874      2.395     55.560     52.105     74.722     62.030     51.098     69.444     17.468    242.467     72.875    -71.988     57.340     18.764      2.395     82.123     74.448     52.150     51.098     69.444     25.473     25.498      0.100     74.310      0.000      0.100      0.010     99.900     25.590     99.900      0.100     -6.914     82.123      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     12.177     13.432      8.892      0.000  -9999.000  -9999.000      0.000    141.417    145.668
 334.7500     236.455      0.931    131.223     91.819     51.269    101.372     18.119      2.328     54.582     51.446     77.530     61.529     49.329     63.226     17.670    245.120     73.118    210.676     57.537     20.104      2.328     76.830     71.900     55.334     49.329     63.226     25.439     25.513      0.100     74.061      0.000      0.100      0.010     99.900     25.839     99.900      0.100     -6.712     76.830      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     13.016     13.908      9.865      0.000  -9999.000  -9999.000      0.000    145.255    154.654
 334.8750     238.927      0.930    132.066     93.216    -85.449     97.339     19.630      2.266     53.943     51.048     80.389     60.852     44.189     52.143     17.865    250.108     77.464     33.098     57.758     24.485      2.266     71.962     68.771     56.845     44.189     52.143     25.406     25.518      0.100     69.433      0.000      0.100      0.010     99.900     30.467     99.900      0.100     -6.487     71.962      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     13.896     14.541     10.273      0.000  -9999.000  -9999.000      0.000    149.235    166.810
 335.0000     241.923      0.927    132.997     94.918     48.340     94.057     19.775      2.212     53.739     51.135     80.537     60.022     39.325     45.230     18.201    256.778     84.940    -35.616     58.014     30.716      2.212     65.754     61.863     58.246     39.325     45.230     25.328     25.511      0.100     60.608      0.000      0.100      0.010     99.900     39.292     99.900      0.100     -6.226     65.754      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.208     16.165     10.632      0.000  -9999.000  -9999.000      0.000    153.216    171.654
 335.1250     244.954      0.923    133.945     96.584     44.433     87.091     19.703      2.172     55.374     53.316     77.147     57.983     35.325     40.599     18.341    267.685    101.047    -30.381     58.516     33.197      2.172     63.611     58.645     59.515     35.325     40.599     25.190     25.495      0.100     37.226      0.000      0.100      0.010     99.900     62.674     99.900      0.100     -5.721     63.611      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.721     17.052     11.482      0.000  -9999.000  -9999.000      0.000    160.508    174.628
 335.2500     249.396      0.915    135.942     97.128     89.111     88.407     19.556      2.182     57.018     55.356     79.205     56.836     35.149     40.816     18.475    270.412    106.159    -29.327     58.758     32.288      2.182     61.186     56.110     61.380     35.149     40.816     25.036     25.512      0.100     28.333      0.000      0.100      0.010     99.900     71.567     99.900      0.100     -5.474     61.186      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.344     17.822     11.311      0.000  -9999.000  -9999.000      0.000    163.617    174.650
 335.3750     250.359      0.907    137.020     95.385    -31.982     87.324     19.236      2.228     58.678     57.765     75.073     55.652     39.326     43.791     18.597    270.654    107.011     77.315     58.969     27.109      2.228     58.675     54.253     61.978     39.326     43.791     24.843     25.534      0.100     26.774      0.000      0.100      0.010     99.900     73.126     99.900      0.100     -5.259     58.675      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.043     18.432     11.452      0.000  -9999.000  -9999.000      0.000    166.416    169.666
 335.5000     250.465      0.895    137.926     92.898     -8.789     74.802     19.011      2.298     60.224     60.208     74.799     54.468     38.057     40.206     18.787    269.190    104.760    -60.127     59.135     21.097      2.298     55.533     52.087     62.326     38.057     40.206     24.611     25.541      0.100     30.846      0.000      0.100      0.010     99.900     69.054     99.900      0.100     -5.089     55.533      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.007     19.199     13.369      0.000  -9999.000  -9999.000      0.000    169.058    163.551
 335.6250     249.829      0.885    138.682     90.515    -20.019     77.612     18.704      2.362     63.993     64.885     98.119     52.209     32.451     33.328     18.860    262.663     98.969     -9.324     59.305     18.963      2.362     54.563     51.435     62.428     32.451     33.328     24.432     25.487      0.100     40.622      0.000      0.100      0.010     99.900     59.278     99.900      0.100     -4.914     54.563      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.327     19.442     12.885      0.000  -9999.000  -9999.000      0.000    174.444    155.753
 335.7500     247.131      0.868    139.443     87.222     40.527     80.393     18.373      2.419     66.845     67.435    102.583     51.178     27.242     27.895     18.903    257.831     98.265     37.351     59.302     18.235      2.419     53.937     51.051     62.016     27.242     27.895     24.413     25.452      0.100     41.744      0.000      0.100      0.010     99.900     58.156     99.900      0.100     -4.913     53.937      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.540     19.588     12.439      0.000  -9999.000  -9999.000      0.000    177.373    144.772
