FORWARD_TEXT_FORMAT_1.0
STDEP =   140.0000
ENDEP =   880.0000
RLEV  =     0.1250
CURVENAME =  CAL%, RML%, RMN%, DEN%, SP%, RILD%, RILM%, RLL8%, DSP%, R4.0%, CNL%, AC%, GR%, MMD%, DEVI, AZIM, CAL, RML, RMN, DEN, SP, RILD, RILM, RLL8, DSP, R4.0, CNL, AC, GR, MMD, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH          CAL%       RML%       RMN%       DEN%        SP%      RILD%      RILM%      RLL8%       DSP%      R4.0%       CNL%        AC%        GR%       MMD%       DEVI       AZIM        CAL        RML        RMN        DEN         SP       RILD       RILM       RLL8        DSP       R4.0        CNL         AC         GR        MMD       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 357.5000      24.684     14.525     11.667      2.573    112.463     30.836     31.251     29.772    136.224     17.124     17.262    244.934    108.826     -8.057      0.910    116.650     24.704     14.125     11.302      2.508    118.828     31.211     31.777     30.333    134.707     45.325     29.368    270.394    116.382     -2.992      0.100     34.817      0.000      0.100      0.010     99.900     65.083     99.900      0.100     -9.456     32.576      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.698     29.708     31.068      0.000  -9999.000  -9999.000      0.000
 357.6250      24.552     13.880     11.080      2.577    112.683     30.496     30.723     29.235    136.499     17.122     15.860    237.737    104.621      6.226      0.950    116.090     24.602     15.273     13.839      2.494    118.776     30.704     31.045     29.563    135.355     43.008     25.717    274.107    116.301      5.429      0.100     34.947      0.000      0.100      0.010     99.900     64.953     99.900      0.100     -9.496     31.211      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.040     31.469     32.967      0.000  -9999.000  -9999.000      0.000
 357.7500      24.398     16.118     15.514      2.571    112.896     30.386     30.685     29.731    136.700     17.635     15.251    230.756    101.107     -6.226      0.940    116.880     24.456     26.226     29.117      2.493    118.693     30.453     30.708     29.429    136.015     40.684     19.282    274.526    116.048      1.398      0.100     35.352      0.000      0.100      0.010     99.900     64.548     99.900      0.100     -9.545     30.704      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.569     32.211     33.826      0.000  -9999.000  -9999.000      0.000
 357.8750      24.247     32.336     37.341      2.533    113.324     30.475     32.199     37.531    136.871     19.753     16.030    229.529     98.167     -4.761      0.930    116.560     24.304     41.388     45.957      2.505    118.652     30.421     31.277     32.782    136.331     38.428     16.584    267.075    110.101      5.246      0.100     44.400      0.000      0.100      0.010     99.900     55.500     99.900      0.100     -9.625     30.453      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.837     32.565     33.980      0.000  -9999.000  -9999.000      0.000
 358.0000      24.251     46.838     51.145      2.509    113.531     30.474     33.460     45.987    136.834     21.208     16.683    228.817     96.075     11.353      0.920    117.200     24.249     47.816     51.269      2.546    118.616     30.475     32.693     40.846    136.577     35.976     15.265    256.344    101.711      6.095      0.100     55.760      0.000      0.100      0.010     99.900     44.140     99.900      0.100     -9.665     30.421      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.872     31.973     30.504      0.000  -9999.000  -9999.000      0.000
 358.1250      24.282     48.402     51.343      2.488    113.739     30.319     34.578     56.223    136.712     22.850     16.892    228.832     93.399      0.000      0.900    117.180     24.270     46.602     51.049      2.570    118.584     30.413     33.899     50.007    136.767     35.524     14.709    246.913     95.113     -3.164      0.100     63.664      0.000      0.100      0.010     99.900     36.236     99.900      0.100     -9.698     30.475      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.814     30.588     24.482      0.000  -9999.000  -9999.000      0.000
 358.2500      24.317     45.527     50.874      2.476    113.946     29.991     35.122     64.034    136.517     24.587     16.519    231.610     97.968     14.648      0.920    116.760     24.304     53.379     56.423      2.577    118.554     30.190     34.792     59.297    136.857     35.598     15.652    238.937     89.841      2.885      0.100     69.396      0.000      0.100      0.010     99.900     30.504     99.900      0.100     -9.727     30.413      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.880     29.499     19.997      0.000  -9999.000  -9999.000      0.000
 358.3750      24.413     58.048     59.722      2.481    114.355     29.015     33.774     54.370    135.901     27.991     15.301    236.019    103.245      1.465      0.960    116.650     24.377     54.317     55.346      2.572    118.555     29.606     34.590     60.222    136.786     36.121     17.403    235.384     86.355     -0.708      0.100     72.924      0.000      0.100      0.010     99.900     26.976     99.900      0.100     -9.754     30.190      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.123     28.742     16.864      0.000  -9999.000  -9999.000      0.000
 358.5000      24.487     52.108     52.756      2.494    114.544     28.499     32.144     42.869    135.473     29.499     15.476    242.642    108.811     -5.859      0.940    116.030     24.459     45.280     45.726      2.541    118.563     28.811     33.130     49.824    136.635     37.145     20.350    238.834     87.232     -3.399      0.100     72.055      0.000      0.100      0.010     99.900     27.845     99.900      0.100     -9.750     29.606      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.777     28.910     16.605      0.000  -9999.000  -9999.000      0.000
 358.6250      24.583     41.254     41.582      2.512    114.721     27.986     30.300     33.738    134.985     30.797     16.956    250.961    112.974      5.127      0.940    116.480     24.547     35.147     34.377      2.514    118.581     28.296     31.414     39.252    136.274     37.436     24.854    247.746     91.477      3.305      0.100     67.670      0.000      0.100      0.010     99.900     32.230     99.900      0.100     -9.741     28.811      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.709     30.184     20.071      0.000  -9999.000  -9999.000      0.000
 358.7500      24.684     31.561     30.146      2.538    114.892     27.457     28.560     27.986    134.454     31.836     20.214    267.381    116.402     -5.859      0.910    117.660     24.647     22.252     18.818      2.493    118.620     27.776     29.609     31.454    135.732     37.269     34.919    259.451     95.804      0.021      0.100     62.876      0.000      0.100      0.010     99.900     37.024     99.900      0.100     -9.720     28.296      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.341     31.833     25.477      0.000  -9999.000  -9999.000      0.000
 358.8750      24.842     16.810     12.195      2.604    115.197     26.404     26.044     23.599    133.288     33.038     29.639    272.768    116.367     -0.732      0.870    118.060     24.784     13.852      9.566      2.478    118.644     27.038     27.559     26.241    135.280     36.285     36.466    277.803    100.114      5.889      0.100     57.752      0.000      0.100      0.010     99.900     42.148     99.900      0.100     -9.678     27.776      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.003     33.773     31.792      0.000  -9999.000  -9999.000      0.000
 359.0000      24.842     12.130      8.036      2.639    115.338     25.936     25.311     23.342    132.684     33.180     31.227    275.155    116.249     10.254      0.930    116.960     24.842     10.408      6.838      2.480    118.669     26.217     25.752     23.497    134.774     33.743     32.692    290.650    100.897      5.567      0.100     56.782      0.000      0.100      0.010     99.900     43.118     99.900      0.100     -9.650     27.038      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.985     36.286     38.109      0.000  -9999.000  -9999.000      0.000
 359.1250      24.784      9.409      6.144      2.668    115.472     25.589     24.891     23.658    132.080     33.097     29.082    274.037    115.891     -5.493      0.920    116.650     24.805      9.415      7.565      2.492    118.696     25.798     25.143     23.468    133.990     31.985     27.122    293.246     98.092     -3.818      0.100     60.201      0.000      0.100      0.010     99.900     39.699     99.900      0.100     -9.624     26.217      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.143     38.832     42.560      0.000  -9999.000  -9999.000      0.000
 359.2500      24.664      9.419      8.386      2.688    115.600     25.426     24.761     24.374    131.469     32.962     25.203    261.691    105.623     13.550      0.860    117.200     24.708     17.563     21.026      2.509    118.725     25.524     24.839     23.945    133.047     30.243     18.507    290.409     94.638      4.681      0.100     64.201      0.000      0.100      0.010     99.900     35.699     99.900      0.100     -9.595     25.798      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.763     39.772     42.611      0.000  -9999.000  -9999.000      0.000
 359.3750      24.340     22.244     28.293      2.688    115.838     25.835     25.585     27.369    130.200     33.247     18.387    252.235     98.705      0.366      1.020    115.760     24.458     29.192     36.731      2.533    118.725     25.590     25.092     25.576    132.443     28.312     15.177    275.222     90.114      0.661      0.100     69.111      0.000      0.100      0.010     99.900     30.789     99.900      0.100     -9.563     25.524      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.179     40.260     41.762      0.000      5.040      9.830      0.000
 359.5000      24.278     33.170     41.562      2.673    115.948     26.434     26.651     31.026    129.528     33.795     16.314    242.849     92.370     -5.859      0.920    115.270     24.300     37.769     45.710      2.592    118.725     26.076     26.013     28.839    131.835     25.525     13.613    257.419     85.600     -2.497     16.077     57.685      1.000     16.077      4.153     92.754     26.237     92.754     16.077     -9.560     25.590      1.000     -0.000      0.000      0.000      0.000      0.932      0.000      0.000      0.000      0.000      0.000     39.077     39.854     39.100      0.000      5.040      9.830      0.000
 359.6250      24.282     40.390     48.075      2.659    116.058     27.252     28.148     37.341    128.827     34.445     15.110    235.969     87.922      9.521      0.900    114.950     24.280     39.226     45.857      2.632    118.722     26.763     27.254     33.570    130.960     24.271     12.934    243.211     80.318      4.466     14.761     63.918      1.000     14.761      3.558     97.200     21.321     97.200     14.761     -9.557     26.076      1.000     -0.000      0.000      0.000      0.000      0.975      0.000      0.000      0.000      0.000      0.000     38.350     38.442     34.675      0.000      3.286      9.643      0.000
 359.7500      24.317     38.565     44.597      2.648    116.168     28.264     29.941     46.270    128.088     34.968     14.651    234.944     85.174     -8.423      0.890    116.320     24.304     34.356     39.206      2.663    118.705     27.660     28.872     40.945    129.930     23.350     12.771    230.490     74.617      0.573     13.681     69.851      1.000     13.681      3.336     99.900     16.468     99.900     13.681     -9.558     26.763      1.000     -0.000      0.000      0.000      0.000      0.999      0.000      0.000      0.000      0.000      0.000     37.364     36.692     29.789      0.000      1.992     10.323      0.000
 359.8750      24.386     31.977     36.159      2.627    116.369     30.762     33.546     56.936    126.526     35.028     15.797    241.750     88.775      0.366      0.890    116.110     24.361     32.764     38.496      2.684    118.692     29.274     31.400     50.585    129.246     22.893     12.677    218.043     69.212     23.923     12.606     75.128      1.000     12.606      3.125     99.900     12.266     99.900     12.606     -9.573     27.660      1.000     -0.000      0.000      0.000      0.000      0.999      0.000      0.000      0.000      0.000      0.000     36.153     34.636     24.423      0.000      1.075     11.336      0.000
 360.0000      24.417     33.207     39.811      2.607    116.467     32.108     35.058     55.128    125.726     34.525     17.634    252.212     93.488      5.493      0.890    115.630     24.406     37.675     44.434      2.688    118.679     31.308     34.159     56.203    128.528     23.090     12.518    211.840     67.515     -3.242     11.970     77.009      1.000     11.970      2.756     99.900     11.022     99.900     11.970     -9.583     29.274      1.000     -0.000      0.000      0.000      0.000      0.999      0.000      0.000      0.000      0.000      0.000     34.160     31.847     19.769      0.000      0.933     11.591      0.000
 360.1250      24.471     40.179     47.025      2.578    116.565     33.349     36.373     51.931    124.963     33.770     20.736    264.809     97.517     -4.028      0.930    115.610     24.452     39.881     45.742      2.676    118.656     32.612     35.592     53.829    127.456     23.600     12.388    211.337     68.804    -16.025     11.774     76.263      1.000     11.774      2.370     99.900     11.963     99.900     11.774     -9.593     31.308      1.000     -0.000      0.000      0.000      0.000      0.999      0.000      0.000      0.000      0.000      0.000     31.941     29.275     17.793      0.000      1.427     11.168      0.000
 360.2500      24.537     39.715     45.025      2.543    116.662     34.264     37.476     49.228    124.286     32.806     25.434    287.360    102.025     13.184      0.960    116.250     24.513     35.697     41.276      2.662    118.619     33.722     36.822     50.831    126.201     24.203     12.552    211.932     70.096      8.948     11.720     75.352      1.000     11.720      2.154     99.900     12.928     99.900     11.720     -9.614     32.612      1.000     -0.000      0.000      0.000      0.000      0.999      0.000      0.000      0.000      0.000      0.000     30.664     28.096     18.577      0.000      2.028     10.768      0.000
 360.3750      24.749     33.465     39.193      2.487    116.864     34.341     38.269     48.052    123.388     30.090     36.241    293.054    100.073      0.000      0.930    117.020     24.673     33.940     39.028      2.650    118.607     34.295     37.800     48.749    125.416     25.131     12.882    213.366     69.551     -9.721     11.962     75.519      1.000     11.962      2.432     98.888     12.519     98.888     11.962     -9.648     33.722      1.000     -0.000      0.000      0.000      0.000      0.990      0.000      0.000      0.000      0.000      0.000     29.655     27.157     19.673      0.000      2.535     11.047      0.000
 360.5000      24.885     34.204     38.937      2.473    116.974     33.382     37.533     47.439    123.217     28.410     36.497    293.385     96.653     -6.592      0.940    117.840     24.836     32.928     37.108      2.631    118.596     33.949     37.968     47.802    124.687     27.068     13.416    215.089     69.951    -65.601     12.146     75.035      1.000     12.146      2.542     97.375     12.819     97.375     12.146     -9.658     34.295      1.000     -0.000      0.000      0.000      0.000      0.977      0.000      0.000      0.000      0.000      0.000     29.158     26.455     20.513      0.000      3.360     11.293      0.000
 360.6250      25.039     32.226     36.100      2.470    117.090     32.054     35.929     43.699    123.230     26.820     32.172    288.261     93.184     12.817      0.980    116.990     24.984     30.597     34.237      2.610    118.592     32.838     36.876     45.907    123.920     28.581     14.328    217.804     74.661    -36.028     12.023     71.474      1.000     12.023      1.885     98.341     16.504     98.341     12.023     -9.666     33.949      1.000     -0.000      0.000      0.000      0.000      0.985      0.000      0.000      0.000      0.000      0.000     29.456     26.338     20.920      0.000      4.235     10.795      0.000
 360.7500      25.186     29.704     33.214      2.477    117.206     30.596     33.721     37.585    123.413     25.642     26.440    265.871     87.911     -8.057      1.070    117.280     25.134     28.507     32.112      2.583    118.601     31.456     35.023     41.190    123.319     30.211     18.221    222.604     82.205    190.477     11.883     65.088      1.000     11.883      1.262     99.900     23.029     99.900     11.883     -9.667     32.838      1.000     -0.000      0.000      0.000      0.000      0.999      0.000      0.000      0.000      0.000      0.000     30.453     27.118     21.783      0.000      5.433      9.880      0.000
 360.8750      25.418     27.852     31.509      2.512    117.444     27.811     29.257     27.755    124.206     25.245     17.446    251.396     83.952      1.465      0.970    116.810     25.336     28.531     31.756      2.549    118.621     29.451     31.885     33.542    123.222     31.915     21.749    235.888     93.248    131.454      0.100     65.748      0.000      0.100      0.010     99.900     34.152     99.900      0.100     -9.656     31.456      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.791     28.553     24.278      0.000  -9999.000  -9999.000      0.000
 361.0000      25.495     28.901     31.891      2.527    117.566     26.630     27.507     25.490    124.756     25.855     14.877    237.414     77.745      6.592      0.890    115.940     25.468     28.896     30.350      2.496    118.654     27.324     28.536     26.822    123.305     33.871     25.263    249.290    100.813      2.763      0.100     56.887      0.000      0.100      0.010     99.900     43.013     99.900      0.100     -9.633     29.451      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.955     31.363     29.813      0.000  -9999.000  -9999.000      0.000
 361.1250      25.534     28.893     29.515      2.534    117.682     25.620     26.113     24.420    125.348     26.630     13.447    225.618     72.415     -3.662      0.940    116.000     25.520     26.343     24.318      2.475    118.713     26.213     26.931     25.048    123.739     34.461     27.769    258.834    104.686     -2.944      0.100     51.908      0.000      0.100      0.010     99.900     47.992     99.900      0.100     -9.598     27.324      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.598     35.044     37.283      0.000  -9999.000  -9999.000      0.000
 361.2500      25.519     24.967     21.515      2.535    117.785     24.759     25.012     23.886    125.927     27.294     12.867    212.747     66.972     43.213      1.040    116.320     25.524     16.153     14.133      2.470    118.827     25.264     25.658     24.199    124.433     34.952     27.594    266.942    108.286      7.577      0.100     46.990      0.000      0.100      0.010     99.900     52.910     99.900      0.100     -9.536     26.213      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.149     37.131     39.923      0.000  -9999.000  -9999.000      0.000
 361.3750      25.260     11.419     10.169      2.535    117.956     23.493     23.520     23.170    126.873     27.975     12.758    211.210     67.893    -35.522      1.020    117.060     25.350     12.354     11.310      2.476    118.907     24.234     24.393     23.589    125.000     35.689     26.268    274.173    113.961      1.379      0.100     38.628      0.000      0.100      0.010     99.900     61.272     99.900      0.100     -9.420     25.264      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.583     38.975     41.325      0.000  -9999.000  -9999.000      0.000
 361.5000      25.101     12.853     11.921      2.539    118.023     23.194     23.105     22.774    127.179     28.153     12.667    211.424     69.432     -2.563      0.950    117.820     25.156     14.549     13.556      2.507    118.993     23.369     23.348     23.005    125.587     37.101     25.270    277.103    117.374      2.782      0.100     33.213      0.000      0.100      0.010     99.900     66.687     99.900      0.100     -9.337     24.234      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     41.264     40.995     42.393      0.000  -9999.000  -9999.000      0.000
 361.6250      24.985     15.452     14.427      2.548    118.072     23.097     23.005     22.923    127.350     28.347     12.499    212.280     70.551     16.846      0.940    117.820     25.025     17.343     16.654      2.525    119.098     23.153     23.064     22.836    126.320     37.961     25.106    276.151    117.657      6.618      0.100     32.749      0.000      0.100      0.010     99.900     67.151     99.900      0.100     -9.249     23.369      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     42.793     42.831     43.468      0.000  -9999.000  -9999.000      0.000
 361.7500      24.900     18.346     17.834      2.563    118.109     23.172     23.253     24.029    127.386     28.587     12.375    214.106     68.870    -27.832      0.960    117.940     24.930     20.991     20.620      2.533    119.261     23.128     23.108     23.384    127.000     38.776     26.198    273.669    116.959     -2.181      0.100     33.887      0.000      0.100      0.010     99.900     66.013     99.900      0.100     -9.141     23.153      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     43.190     43.358     43.790      0.000  -9999.000  -9999.000      0.000
 361.8750      24.769     22.387     22.091      2.602    118.139     23.814     24.490     29.036    127.075     29.255     12.574    215.755     70.684    -91.186      0.950    117.170     24.814     24.232     23.532      2.535    119.347     23.440     23.770     26.122    127.250     39.640     26.295    268.498    113.613      4.409      0.100     39.162      0.000      0.100      0.010     99.900     60.738     99.900      0.100     -8.975     23.128      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     43.237     43.274     42.764      0.000  -9999.000  -9999.000      0.000
 362.0000      24.695     25.202     24.289      2.621    118.133     24.367     25.275     31.496    126.745     29.895     12.919    219.184     77.338      1.099      0.910    119.800     24.721     23.484     23.330      2.535    119.431     24.045     24.819     30.066    127.365     40.778     25.457    264.175    110.945      1.225      0.100     43.168      0.000      0.100      0.010     99.900     56.732     99.900      0.100     -8.886     23.440      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     42.662     42.070     38.283      0.000  -9999.000  -9999.000      0.000
 362.1250      24.610     22.584     22.828      2.634    118.115     25.045     26.080     33.025    126.312     30.923     13.475    224.892     85.460    317.138      1.020    118.640     24.639     20.686     22.090      2.539    119.519     24.651     25.613     32.138    127.256     41.258     23.956    261.464    109.620     -6.029      0.100     45.093      0.000      0.100      0.010     99.900     54.807     99.900      0.100     -8.800     24.045      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     41.588     40.292     33.260      0.000  -9999.000  -9999.000      0.000
 362.2500      24.517     19.697     21.706      2.640    118.091     25.816     26.923     34.083    125.799     32.483     14.429    243.196     98.424      8.057      0.880    118.350     24.549     22.406     23.833      2.547    119.625     25.369     26.434     33.470    126.937     41.559     20.958    258.677    107.690      7.206      0.100     47.825      0.000      0.100      0.010     99.900     52.075     99.900      0.100     -8.710     24.651      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     40.566     39.043     31.116      0.000  -9999.000  -9999.000      0.000
 362.3750      24.394     23.811     24.936      2.633    118.048     27.636     28.799     35.391    124.615     37.383     18.664    253.314    102.391     -0.732      0.940    118.890     24.436     24.677     25.956      2.561    119.667     26.583     27.713     34.634    126.563     41.414     19.795    252.663    104.696      1.462      0.100     51.896      0.000      0.100      0.010     99.900     48.004     99.900      0.100     -8.601     25.369      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.418     37.830     29.878      0.000  -9999.000  -9999.000      0.000
 362.5000      24.367     25.125     26.483      2.628    118.036     28.505     29.817     36.352    124.005     40.412     22.104    262.455    106.193     -4.395      0.930    120.470     24.376     26.531     27.911      2.596    119.701     28.003     29.229     35.797    126.096     40.400     19.234    246.575    103.219      4.041      0.100     53.832      0.000      0.100      0.010     99.900     46.068     99.900      0.100     -8.557     26.583      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.618     36.084     28.873      0.000  -9999.000  -9999.000      0.000
 362.6250      24.359     27.254     28.646      2.625    118.023     29.180     30.790     38.039    123.419     43.456     25.623    269.867    109.651     15.381      1.080    119.030     24.362     27.799     29.267      2.618    119.721     28.791     30.229     37.066    125.300     39.444     18.980    241.390    101.273      6.201      0.100     56.311      0.000      0.100      0.010     99.900     43.589     99.900      0.100     -8.520     28.003      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.711     34.213     27.936      0.000  -9999.000  -9999.000      0.000
 362.7500      24.355     28.077     29.585      2.624    118.017     29.616     31.558     40.191    122.876     46.182     28.011    276.963    116.752     -7.690      0.930    119.490     24.356     29.162     30.389      2.632    119.724     29.364     31.115     38.951    124.358     38.530     18.960    236.592     98.461     -3.329      0.100     59.760      0.000      0.100      0.010     99.900     40.140     99.900      0.100     -8.497     28.791      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.734     33.081     26.979      0.000  -9999.000  -9999.000      0.000
 362.8750      24.367     29.716     30.799      2.623    118.060     29.824     32.049     40.734    121.930     49.756     27.548    277.193    117.774      9.521      0.920    119.530     24.363     31.443     31.095      2.639    119.706     29.704     31.766     40.422    123.757     37.781     19.174    232.776     99.743      1.149      0.100     58.208      0.000      0.100      0.010     99.900     41.692     99.900      0.100     -8.492     29.364      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.055     32.138     25.673      0.000  -9999.000  -9999.000      0.000
 363.0000      24.382     32.320     31.245      2.623    118.097     29.703     31.722     37.933    121.533     50.356     26.127    275.485    117.583      4.761      0.920    119.560     24.377     31.004     30.059      2.634    119.667     29.773     31.910     39.542    123.189     37.191     19.584    232.462    102.874     -0.891      0.100     54.277      0.000      0.100      0.010     99.900     45.623     99.900      0.100     -8.507     29.704      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.665     31.480     24.739      0.000  -9999.000  -9999.000      0.000
 363.1250      24.390     30.340     29.460      2.624    118.145     29.521     31.175     34.799    121.191     50.140     25.177    272.516    116.562     -6.592      0.920    119.450     24.387     31.146     29.947      2.629    119.603     29.625     31.489     36.597    122.474     37.084     20.195    234.930    105.774     -6.508      0.100     50.453      0.000      0.100      0.010     99.900     49.447     99.900      0.100     -8.544     29.773      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.588     31.338     25.289      0.000  -9999.000  -9999.000      0.000
 363.2500      24.398     31.552     30.192      2.625    118.206     29.337     30.580     32.380    120.898     49.220     25.099    265.961    111.752     11.353      0.900    119.450     24.395     31.551     27.251      2.625    119.490     29.442     30.921     33.765    121.761     36.851     21.738    238.370    109.618      5.363      0.100     45.097      0.000      0.100      0.010     99.900     54.803     99.900      0.100     -8.605     29.625      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.755     31.757     27.325      0.000  -9999.000  -9999.000      0.000
 363.3750      24.425     31.551     25.778      2.626    118.322     29.104     29.618     30.110    120.453     45.715     26.314    263.055    110.439     -5.127      0.910    118.170     24.416     24.944     21.053      2.624    119.408     29.237     30.169     31.408    121.387     36.267     22.471    244.463    115.999      0.793      0.100     35.431      0.000      0.100      0.010     99.900     64.469     99.900      0.100     -8.716     29.442      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.965     32.340     29.616      0.000  -9999.000  -9999.000      0.000
 363.5000      24.440     21.648     18.697      2.625    118.377     28.945     29.355     29.848    120.282     43.409     26.293    260.472    109.110     -6.592      0.990    117.960     24.435     19.069     17.280      2.623    119.315     29.036     29.505     29.998    121.066     35.120     22.739    248.923    119.500      6.292      0.100     29.683      0.000      0.100      0.010     99.900     70.217     99.900      0.100     -8.795     29.237      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.203     33.147     31.839      0.000  -9999.000  -9999.000      0.000
 363.6250      24.456     17.788     16.576      2.622    118.445     28.728     29.201     30.024    120.135     41.047     25.371    257.566    106.811     15.747      0.940    118.430     24.451     17.187     16.146      2.623    119.190     28.852     29.289     29.924    120.707     34.436     22.421    250.755    121.108      5.882      0.100     26.931      0.000      0.100      0.010     99.900     72.969     99.900      0.100     -8.886     29.036      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.440     33.892     33.336      0.000  -9999.000  -9999.000      0.000
 363.7500      24.456     16.890     15.934      2.615    118.518     28.445     29.159     30.690    120.007     38.915     23.812    249.647    103.395     -7.324      0.940    117.160     24.456     19.581     19.183      2.624    118.984     28.606     29.183     30.310    120.379     33.786     20.257    250.989    121.118     -3.660      0.100     26.914      0.000      0.100      0.010     99.900     72.986     99.900      0.100     -9.008     28.852      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.660     34.143     33.418      0.000  -9999.000  -9999.000      0.000
 363.8750      24.448     20.906     20.782      2.589    118.640     27.681     29.157     33.876    119.806     36.070     20.672    244.698    103.111     10.986      0.950    116.400     24.450     23.929     23.897      2.624    118.848     28.115     29.158     32.064    120.219     33.168     18.747    246.943    115.421      1.580      0.100     36.348      0.000      0.100      0.010     99.900     63.552     99.900      0.100     -9.212     28.606      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.958     34.266     32.992      0.000  -9999.000  -9999.000      0.000
 364.0000      24.463     25.411     25.423      2.574    118.695     27.209     29.023     35.408    119.726     35.523     19.709    239.382    100.158      3.296      0.970    116.370     24.458     28.189     28.717      2.626    118.706     27.477     29.099     34.538    120.080     32.580     17.551    242.068    111.431     -1.966      0.100     42.452      0.000      0.100      0.010     99.900     57.448     99.900      0.100     -9.345     28.115      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.568     34.296     31.188      0.000  -9999.000  -9999.000      0.000
 364.1250      24.483     29.545     30.323      2.556    118.750     26.714     28.691     35.672    119.659     35.531     19.188    234.909     97.437     -7.324      0.930    117.170     24.476     34.254     36.040      2.625    118.524     26.995     28.880     35.522    119.920     32.624     16.949    238.592    111.777     -6.123      0.100     41.938      0.000      0.100      0.010     99.900     57.962     99.900      0.100     -9.484     27.477      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.394     34.366     28.954      0.000  -9999.000  -9999.000      0.000
