FORWARD_TEXT_FORMAT_1.0
STDEP =   155.5500
ENDEP =   952.5500
RLEV  =     0.1250
CURVENAME =  DEN, RILD, RILM, RLL8, SP1, R4.0, SP, DEVi, AZIm, GR, AC, RML, RMN, CAL, CNL, R4.0%, cnl%, GR%, AC%, RILD%, RILM%, RLL8%, SP1%, SP%, den%, CAL%, RML%, RMN%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, BULK, HF, PF, CALC, CL, PORX, PORH, RWA, RMFA
END
#DEPTH           DEN       RILD       RILM       RLL8        SP1       R4.0         SP       DEVi       AZIm         GR         AC        RML        RMN        CAL        CNL      R4.0%       cnl%        GR%        AC%      RILD%      RILM%      RLL8%       SP1%        SP%       den%       CAL%       RML%       RMN%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP       BULK         HF         PF       CALC         CL       PORX       PORH        RWA       RMFA
 281.4250       2.488     28.621     25.739     27.492    142.748     25.297     83.826      0.749    127.813     90.594    278.311      7.863      8.863     22.972     28.426     33.695     28.426     93.120    274.425     45.388     50.360     68.102    143.026    133.756      2.481     23.016     15.461     18.177      0.100     53.133      0.000      0.100      0.010     99.900     46.767     99.900      0.100     -3.674     28.621      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.939     38.852     36.374      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 281.5500       2.500     29.530     26.915     29.368    142.818     24.878     83.823      0.749    127.822     89.389    276.527      8.142      9.214     22.956     28.560     34.643     28.560     91.865    275.737     46.324     52.330     77.538    143.058    133.764      2.482     23.031     15.941     18.396      0.100     54.788      0.000      0.100      0.010     99.900     45.112     99.900      0.100     -3.677     29.530      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.864     37.155     34.051      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 281.6750       2.516     30.657     28.481     32.290    142.892     24.931     83.820      0.750    127.855     87.831    273.034      8.538      9.181     22.953     27.972     35.494     27.972     91.238    277.662     46.551     52.854     82.762    143.074    133.775      2.488     23.041     13.793     15.443      0.100     56.878      0.000      0.100      0.010     99.900     43.022     99.900      0.100     -3.680     30.657      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.618     35.111     30.969      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 281.8000       2.530     32.118     30.414     35.810    142.956     25.369     83.816      0.750    127.892     87.409    268.593     10.839     12.072     22.953     27.005     36.355     27.005     90.924    278.700     46.509     51.925     80.383    143.122    133.791      2.500     23.046     11.537     13.428      0.100     57.433      0.000      0.100      0.010     99.900     42.467     99.900      0.100     -3.684     32.118      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.135     32.879     27.925      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 281.9250       2.537     33.860     32.611     39.395    143.007     26.134     83.812      0.751    127.922     87.715    264.143     14.569     16.998     22.957     26.065     37.385     26.065     90.297    277.963     46.213     50.385     72.996    143.202    133.811      2.516     23.041     14.277     17.829      0.100     57.031      0.000      0.100      0.010     99.900     42.869     99.900      0.100     -3.688     33.860      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.533     30.665     25.384      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.0500       2.535     35.913     35.126     42.761    143.026     27.206     83.804      0.752    127.947     87.789    260.309     15.833     18.347     22.970     25.036     38.761     25.036     88.573    275.238     45.353     48.677     64.619    143.299    133.831      2.530     23.033     23.814     29.209      0.100     56.933      0.000      0.100      0.010     99.900     42.967     99.900      0.100     -3.696     35.913      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.845     28.469     23.386      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.1750       2.525     38.294     38.180     46.190    143.026     28.595     83.795      0.754    127.966     88.118    257.300     14.276     16.106     22.992     23.751     40.712     23.751     87.162    271.050     44.199     46.700     57.430    143.459    133.850      2.537     23.023     34.214     40.012      0.100     56.497      0.000      0.100      0.010     99.900     43.403     99.900      0.100     -3.705     38.294      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.113     26.192     21.650      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.3000       2.508     40.711     41.750     50.212    143.039     30.322     83.784      0.755    127.986     86.939    255.048     12.044     13.881     23.012     22.119     43.426     22.119     87.632    266.376     42.998     44.720     51.304    143.603    133.866      2.535     23.008     34.085     40.255      0.100     58.049      0.000      0.100      0.010     99.900     41.851     99.900      0.100     -3.716     40.711      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.563     23.952     19.916      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.4250       2.490     42.791     45.413     55.453    143.065     32.334     83.771      0.758    128.009     83.463    253.275     13.660     16.838     23.028     20.410     46.810     20.410     87.789    262.125     41.670     42.979     46.384    143.731    133.878      2.525     23.000     34.125     41.890      0.100     62.444      0.000      0.100      0.010     99.900     37.456     99.900      0.100     -3.729     42.791      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.370     22.020     18.033      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.5500       2.475     44.475     48.645     62.738    143.093     34.506     83.762      0.760    128.096     79.471    251.716     21.664     26.644     23.039     18.627     50.524     18.627     87.789    258.663     40.631     41.685     42.846    143.843    133.884      2.508     22.986     30.841     35.286      0.100     67.175      0.000      0.100      0.010     99.900     32.725     99.900      0.100     -3.738     44.475      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.484     20.557     15.939      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.6750       2.465     45.755     51.132     71.798    143.154     36.780     83.758      0.764    128.131     75.799    250.243     31.866     37.573     23.045     17.591     54.123     17.591     88.416    256.063     40.261     40.995     40.572    143.923    133.886      2.490     22.986     20.512     23.021      0.100     71.247      0.000      0.100      0.010     99.900     28.653     99.900      0.100     -3.742     45.755      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.856     19.557     13.928      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.8000       2.461     46.413     52.535     79.581    143.240     39.181     83.760      0.767    128.116     73.251    248.807     34.114     40.200     23.042     17.680     57.036     17.680     85.595    254.125     40.436     40.986     40.214    143.987    133.878      2.475     22.989     16.683     22.278      0.100     73.924      0.000      0.100      0.010     99.900     25.976     99.900      0.100     -3.740     46.413      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.546     19.035     12.566      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 282.9250       2.462     46.535     52.491     81.833    143.361     41.716     83.769      0.768    128.058     72.508    247.389     34.116     41.520     23.035     18.258     58.786     18.258     81.519    252.500     40.946     41.854     42.593    144.019    133.866      2.465     22.985     26.082     34.484      0.100     74.684      0.000      0.100      0.010     99.900     25.216     99.900      0.100     -3.731     46.535      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.489     19.051     12.220      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.0500       2.470     46.394     51.325     77.506    143.515     44.329     83.782      0.766    127.895     73.399    246.108     31.585     36.782     23.025     18.861     59.087     18.861     77.600    251.000     41.662     43.545     48.208    143.987    133.840      2.461     22.966     33.828     36.237      0.100     73.773      0.000      0.100      0.010     99.900     26.127     99.900      0.100     -3.718     46.394      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.555     19.484     12.902      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.1750       2.482     45.879     49.721     69.740    143.652     46.860     83.800      0.763    127.732     75.047    245.375     22.854     25.803     23.011     19.479     57.823     19.479     74.151    249.550     42.502     45.513     55.615    143.923    133.812      2.462     22.956     16.547     17.379      0.100     72.050      0.000      0.100      0.010     99.900     27.850     99.900      0.100     -3.700     45.879      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.797     20.112     14.339      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.3000       2.496     44.905     47.910     61.830    143.774     49.079     83.820      0.759    127.563     77.259    245.842     17.552     22.447     23.002     20.064     55.142     20.064     72.426    248.125     43.227     47.380     62.276    143.843    133.782      2.470     22.934     11.999     14.196      0.100     69.659      0.000      0.100      0.010     99.900     30.241     99.900      0.100     -3.680     44.905      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.269     20.872     16.173      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.4250       2.510     43.734     45.934     55.058    143.874     50.777     83.840      0.754    127.390     80.898    248.144     23.945     31.709     22.989     21.064     51.475     21.064     72.583    246.713     43.787     48.826     66.221    143.763    133.756      2.482     22.935     11.531     12.130      0.100     65.521      0.000      0.100      0.010     99.900     34.379     99.900      0.100     -3.660     43.734      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.865     21.771     18.163      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.5500       2.523     42.485     44.047     49.403    143.948     51.845     83.857      0.749    127.214     86.824    252.497     32.065     35.838     22.986     22.194     47.360     22.194     74.150    245.550     44.332     49.482     67.477    143.667    133.736      2.496     22.907      9.650     10.283      0.100     58.199      0.000      0.100      0.010     99.900     41.701     99.900      0.100     -3.643     42.485      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.538     22.703     20.242      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.6750       2.532     41.270     42.480     45.019    143.999     52.273     83.871      0.744    127.021     93.219    258.214     20.485     21.676     22.988     23.695     43.396     23.695     75.875    245.213     44.654     49.246     66.933    143.507    133.728      2.510     22.875     15.499     17.521      0.100     49.405      0.000      0.100      0.010     99.900     50.495     99.900      0.100     -3.629     41.270      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.231     23.540     22.213      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.8000       2.537     40.489     41.420     41.971    144.007     52.132     83.881      0.739    126.825     98.454    263.716     13.037     14.922     22.986     24.897     40.077     24.897     78.540    246.425     44.165     48.255     65.789    143.347    133.728      2.523     22.870     50.496     37.993      0.100     41.444      0.000      0.100      0.010     99.900     58.456     99.900      0.100     -3.619     40.489      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.698     24.143     23.826      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 283.9250       2.537     40.328     40.992     40.434    143.963     51.608     83.885      0.733    126.632    101.934    267.236     11.638     12.602     22.970     24.947     37.657     24.947     83.086    249.737     42.837     46.335     64.801    143.187    133.743      2.532     22.879     56.499     57.866      0.100     35.738      0.000      0.100      0.010     99.900     64.162     99.900      0.100     -3.615     40.328      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.796     24.395     24.732      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.0500       2.533     40.632     41.319     41.126    143.893     50.959     83.882      0.727    126.424    101.539    267.597     10.080     10.705     22.958     23.920     36.195     23.920     90.296    255.062     40.916     43.647     63.100    143.042    133.768      2.537     22.883     27.504     65.597      0.100     36.405      0.000      0.100      0.010     99.900     63.495     99.900      0.100     -3.618     40.632      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.611     24.202     24.315      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.1750       2.523     41.220     42.501     44.742    143.813     50.443     83.872      0.720    126.236     98.153    264.797     14.160     15.864     22.939     22.738     35.596     22.738     95.940    261.149     38.376     40.559     58.663    142.914    133.804      2.537     22.926     19.001     37.889      0.100     41.923      0.000      0.100      0.010     99.900     57.977     99.900      0.100     -3.628     41.220      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.260     23.529     22.350      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.3000       2.514     41.983     44.297     51.038    143.726     50.294     83.854      0.713    126.065     94.801    260.032     42.474     33.300     22.935     21.203     35.645     21.203    100.800    266.112     35.562     37.248     51.468    142.786    133.848      2.533     22.939     20.000     19.860      0.100     47.075      0.000      0.100      0.010     99.900     52.825     99.900      0.100     -3.646     41.983      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.819     22.575     19.593      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.4250       2.508     42.778     46.225     58.155    143.606     50.727     83.827      0.706    125.907     91.739    255.006     55.122     53.305     22.913     20.179     36.067     20.179    102.995    268.287     33.014     33.801     43.497    142.658    133.902      2.523     22.971     21.291     24.076      0.100     51.528      0.000      0.100      0.010     99.900     48.372     99.900      0.100     -3.673     42.778      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.376     21.633     17.196      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.5500       2.509     43.440     47.930     63.777    143.446     51.881     83.798      0.699    125.773     88.690    251.023     34.165     63.821     22.882     19.782     36.615     19.782    100.174    266.950     30.791     30.683     36.907    142.546    133.964      2.514     23.013     31.162     31.576      0.100     55.732      0.000      0.100      0.010     99.900     44.168     99.900      0.100     -3.702     43.440      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.020     20.864     15.680      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.6750       2.515     43.994     49.075     66.698    143.286     53.809     83.770      0.692    125.636     86.594    248.449     20.957     44.263     22.871     19.551     37.013     19.551     96.255    262.775     28.900     28.076     32.143    142.466    134.036      2.508     23.023     31.787     37.451      0.100     58.496      0.000      0.100      0.010     99.900     41.404     99.900      0.100     -3.730     43.994      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.730     20.377     14.993      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.8000       2.525     44.454     49.392     67.271    143.132     56.448     83.747      0.685    125.500     84.380    246.814     19.770     24.012     22.877     19.042     37.038     19.042     93.433    257.451     27.552     25.996     28.964    142.402    134.113      2.509     23.045     29.308     39.358      0.100     61.310      0.000      0.100      0.010     99.900     38.590     99.900      0.100     -3.753     44.454      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.495     20.246     14.865      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 284.9250       2.533     44.469     48.871     66.500    142.994     59.603     83.732      0.680    125.367     81.162    245.420     20.994     23.104     22.882     18.445     36.602     18.445     90.141    252.701     26.709     24.525     27.078    142.354    134.196      2.515     23.071     43.874     55.127      0.100     65.211      0.000      0.100      0.010     99.900     34.689     99.900      0.100     -3.768     44.469      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.488     20.462     15.037      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.0500       2.535     43.664     47.530     65.416    142.866     62.942     83.728      0.676    125.250     78.999    243.951     28.883     29.845     22.916     17.974     35.742     17.974     87.319    249.438     26.326     23.739     26.043    142.322    134.283      2.525     23.044     50.766     49.475      0.100     67.713      0.000      0.100      0.010     99.900     32.187     99.900      0.100     -3.772     43.664      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.902     21.039     15.287      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.1750       2.532     42.113     45.322     64.160    142.738     66.116     83.735      0.673    125.136     78.700    242.746     31.643     36.094     22.936     17.943     34.553     17.943     85.908    247.513     26.369     23.634     25.846    142.306    134.369      2.533     23.012     16.461     16.058      0.100     68.051      0.000      0.100      0.010     99.900     31.849     99.900      0.100     -3.765     42.113      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.745     22.064     15.586      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.3000       2.525     39.961     42.486     61.432    142.616     68.818     83.755      0.671    125.018     80.375    242.639     29.882     38.917     22.964     18.061     33.194     18.061     82.930    246.150     26.714     24.117     26.705    142.322    134.455      2.535     22.982     12.765     14.328      0.100     66.132      0.000      0.100      0.010     99.900     33.768     99.900      0.100     -3.745     39.961      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.025     23.537     16.278      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.4250       2.516     37.320     39.317     55.963    142.516     70.717     83.785      0.671    124.896     85.192    244.411     40.500     51.475     23.004     18.790     31.827     18.790     79.481    244.725     27.382     25.057     28.851    142.386    134.535      2.532     22.938     20.788     22.327      0.100     60.290      0.000      0.100      0.010     99.900     39.610     99.900      0.100     -3.715     37.320      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.795     25.434     17.869      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.5500       2.508     34.608     35.957     48.483    142.442     71.537     83.824      0.671    124.771     92.013    248.464     49.168     50.786     23.021     20.121     30.468     20.121     78.540    243.213     28.289     26.332     32.281    142.466    134.612      2.525     22.908     16.698     16.472      0.100     51.139      0.000      0.100      0.010     99.900     48.761     99.900      0.100     -3.676     34.608      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.895     27.811     20.626      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.6750       2.501     32.183     32.635     41.034    142.384     71.095     83.873      0.670    124.655     98.425    254.787     24.425     23.816     23.040     21.842     29.111     21.842     78.853    242.300     29.249     27.782     36.574    142.530    134.687      2.516     22.842      8.089      7.393      0.100     41.492      0.000      0.100      0.010     99.900     58.409     99.900      0.100     -3.627     32.183      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.072     30.642     24.370      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.8000       2.497     30.086     29.710     35.130    142.342     69.328     83.930      0.671    124.555    104.461    262.921     13.624     14.730     23.065     23.477     27.767     23.477     81.832    242.962     30.432     29.354     40.868    142.610    134.756      2.508     22.767      5.615      6.312      0.100     31.375      0.000      0.100      0.010     99.900     68.525     99.900      0.100     -3.570     30.086      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.239     33.658     28.466      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 285.9250       2.496     28.398     27.302     30.960    142.316     66.358     83.997      0.671    124.470    110.091    272.046     18.921     20.466     23.050     25.751     26.515     25.751     88.415    245.800     31.855     30.938     44.013    142.722    134.820      2.501     22.715      7.003      8.320      0.100     20.937      0.000      0.100      0.010     99.900     78.963     99.900      0.100     -3.503     28.398      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.213     36.628     32.300      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.0500       2.501     27.239     25.449     28.264    142.312     62.413     84.072      0.672    124.418    113.831    281.041     17.651     17.836     23.019     28.642     25.505     28.642     95.470    251.024     33.215     32.311     45.147    142.834    134.881      2.497     22.678      7.302      8.143      0.100     13.417      0.000      0.100      0.010     99.900     86.483     99.900      0.100     -3.428     27.239      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.712     39.294     35.381      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.1750       2.512     26.567     24.233     26.694    142.345     57.745     84.151      0.673    124.356    115.782    288.521     10.097      9.511     22.989     30.983     24.910     30.983    101.270    258.412     34.480     33.409     44.091    142.946    134.936      2.496     22.646      7.452      8.175      0.100      9.298      0.000      0.100      0.010     99.900     90.602     99.900      0.100     -3.349     26.567      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.641     41.266     37.461      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.3000       2.525     26.342     23.700     25.970    142.415     52.679     84.236      0.674    124.283    116.874    293.132      6.193      6.564     22.948     32.507     24.819     32.507    107.541    267.274     35.615     34.283     41.640    143.058    134.984      2.501     22.624      9.536     10.489      0.100      6.930      0.000      0.100      0.010     99.900     92.970     99.900      0.100     -3.264     26.342      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.963     42.194     38.506      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.4250       2.537     26.496     23.813     26.163    142.489     47.594     84.322      0.674    124.213    116.547    293.911      6.679      7.850     22.915     33.574     25.141     33.574    112.558    276.661     36.470     34.933     39.138    143.170    135.041      2.512     22.631     11.491     14.203      0.100      7.644      0.000      0.100      0.010     99.900     92.256     99.900      0.100     -3.178     26.496      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.741     41.995     38.222      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.5500       2.545     26.960     24.464     27.495    142.559     42.912     84.408      0.673    124.074    113.631    290.513      7.232      8.184     22.857     32.585     25.800     32.585    115.066    285.286     37.192     35.757     37.805    143.315    135.088      2.525     22.661     15.231     19.980      0.100     13.833      0.000      0.100      0.010     99.900     86.067     99.900      0.100     -3.092     26.960      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.092     40.877     36.370      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.6750       2.549     27.716     25.526     30.112    142.651     39.043     84.491      0.670    124.010    109.481    283.450      7.417      8.167     22.784     29.562     26.767     29.562    116.477    291.662     37.969     37.178     38.518    143.459    135.125      2.537     22.711     24.885     29.996      0.100     22.117      0.000      0.100      0.010     99.900     77.783     99.900      0.100     -3.009     27.716      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.081     39.176     33.209      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.8000       2.549     28.641     26.865     33.857    142.763     36.253     84.570      0.667    123.994    103.982    274.016      9.047      9.946     22.727     26.134     28.040     26.134    117.261    294.562     38.839     39.142     42.167    143.571    135.153      2.545     22.764     29.234     29.663      0.100     32.217      0.000      0.100      0.010     99.900     67.683     99.900      0.100     -2.930     28.641      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.914     37.224     29.536      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 286.9250       2.547     29.683     28.358     38.147    142.875     34.578     84.646      0.665    124.020     97.011    263.942     11.032     13.331     22.686     22.830     29.654     22.830    115.850    293.275     39.945     41.891     49.568    143.683    135.169      2.549     22.815     17.943     20.563      0.100     43.712      0.000      0.100      0.010     99.900     56.188     99.900      0.100     -2.854     29.683      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.690     35.264     26.215      0.000  -9999.000  -9999.000      0.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
