FORWARD_TEXT_FORMAT_1.0
STDEP =   155.7250
ENDEP =   965.4750
RLEV  =     0.1250
CURVENAME =  RML, RMN, CAL, R4.0, SP1, RILD, RILM, RLL8, SP, DEVi, AZIm, DEN, CNL, GR, AC, CNL%, R4.0%, DEN%, RILD%, RILM%, RLL8%, CAL%, RML%, RMN%, GR%, AC%, SP%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           RML        RMN        CAL       R4.0        SP1       RILD       RILM       RLL8         SP       DEVi       AZIm        DEN        CNL         GR         AC       CNL%      R4.0%       DEN%      RILD%      RILM%      RLL8%       CAL%       RML%       RMN%        GR%        AC%        SP%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 172.7250       0.242      1.238     23.844      0.794    195.190   2000.000     14.393      0.324    257.159      1.221    194.160      2.372     20.829     42.306    291.748     29.649      0.811      2.370   2000.000     14.617      0.316     23.785      0.242      1.238     51.796    190.273    309.762      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 172.8500       0.231      1.165     23.830      0.790    195.215   2000.000     14.542      0.318    256.525      1.215    197.292      2.372     21.881     41.532    295.671     25.534      0.799      2.364   2000.000     14.486      0.328     23.785      0.231      1.165     51.456    200.285    310.107      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 172.9750       0.235      1.166     23.814      0.781    195.015   2000.000     14.692      0.310    255.451      1.210    199.954      2.370     22.676     40.680    295.235     23.904      0.794      2.330   2000.000     14.193      0.349     23.795      0.235      1.166     51.547    206.541    310.407      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.1000       0.233      1.185     23.802      0.773    194.639   2000.000     14.699      0.309    254.832      1.203    204.941      2.364     24.140     40.624    291.345     22.274      0.800      2.291   2000.000     14.010      0.356     23.797      0.233      1.185     50.205    213.418    310.771      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.2250       0.284      1.221     23.785      0.762    194.237   2000.000     14.617      0.316    254.085      1.200    207.913      2.329     26.006     43.173    284.253     21.467      0.805      2.253   2000.000     13.763      0.353     23.791      0.284      1.221     48.752    217.762    310.921      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.3500       0.361      1.167     23.786      0.755    193.385   2000.000     14.486      0.328    253.502      1.197    211.773      2.291     28.828     45.517    277.213     21.077      0.800      2.231   2000.000     13.554      0.343     23.784      0.361      1.167     45.165    224.519    311.172      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.4750       0.344      1.067     23.795      0.751    192.884   2000.000     14.193      0.349    252.606      1.194    214.879      2.252     29.920     50.185    264.694     20.958      0.786      2.220   2000.000     13.198      0.321     23.766      0.344      1.067     42.383    229.939    311.398      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.6000       0.263      1.071     23.797      0.755    192.257   2000.000     14.009      0.356    252.162      1.188    220.048      2.231     30.314     52.899    256.643     20.868      0.776      2.222   2000.000     13.022      0.312     23.773      0.263      1.071     41.107    239.723    311.755      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.7250       0.255      1.158     23.791      0.762    191.856   2000.000     13.763      0.353    251.573      1.186    222.830      2.220     29.760     55.381    247.915     20.825      0.767      2.242   2000.000     12.866      0.311     23.804      0.255      1.158     41.330    249.963    311.956      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.8500       0.272      1.209     23.784      0.761    191.154   2000.000     13.553      0.343    251.189      1.181    226.142      2.222     28.084     55.621    243.572     21.878      0.773      2.263   2000.000     12.801      0.317     23.823      0.272      1.210     42.220    269.730    312.112      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 173.9750       0.276      1.135     23.766      0.755    190.753   2000.000     13.198      0.321    250.753      1.178    228.718      2.242     27.991     56.144    243.013     22.670      0.788      2.301   2000.000     12.741      0.328     23.858      0.275      1.135     42.874    281.136    312.187      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.1000       0.292      1.065     23.773      0.756    190.377   2000.000     13.022      0.312    250.616      1.175    233.364      2.263     27.903     56.637    246.808     24.132      0.798      2.312   2000.000     12.716      0.331     23.883      0.292      1.066     42.318    291.687    312.093      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.2250       0.358      0.767     23.804      0.766    190.276   2000.000     12.866      0.311    250.702      1.174    236.090      2.301     28.816     57.586    254.068     25.994      0.795      2.320   2000.000     12.656      0.327     23.905      0.358      0.767     41.546    295.677    311.893      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.3500       0.345      0.634     23.823      0.777    190.452   2000.000     12.801      0.317    250.874      1.173    239.602      2.312     32.207     58.542    259.875     28.823      0.788      2.327   2000.000     12.566      0.319     23.922      0.345      0.633     40.681    295.296    311.360      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.4750       0.264      0.923     23.858      0.779    190.753   2000.000     12.741      0.328    251.291      1.173    242.362      2.320     33.017     59.469    264.848     29.919      0.785      2.322   2000.000     12.342      0.307     23.928      0.264      0.923     40.583    291.458    310.834      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.6000       0.307      0.910     23.883      0.765    191.129   2000.000     12.716      0.331    251.693      1.172    247.091      2.327     33.816     59.536    264.499     30.317      0.791      2.315   2000.000     12.198      0.302     23.919      0.307      0.910     43.136    284.365    309.762      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.7250       0.308      0.791     23.905      0.752    191.730   2000.000     12.656      0.327    252.250      1.173    249.799      2.322     34.158     57.910    261.116     29.768      0.802      2.304   2000.000     12.048      0.297     23.907      0.308      0.791     45.440    277.418    309.135      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.8500       0.270      0.938     23.922      0.759    192.808   2000.000     12.566      0.319    252.658      1.173    253.119      2.315     32.137     56.838    257.157     28.084      0.801      2.300   2000.000     11.955      0.295     23.896      0.270      0.938     50.140    264.827    308.414      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 174.9750       0.249      1.082     23.928      0.778    193.510   2000.000     12.342      0.307    253.318      1.173    255.718      2.304     31.419     55.917    251.252     27.991      0.784      2.293   2000.000     11.815      0.297     23.886      0.249      1.082     52.856    256.790    308.013      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.1000       0.244      1.148     23.918      0.784    194.388   2000.000     12.198      0.302    253.609      1.174    260.103      2.300     30.362     56.180    248.640     27.898      0.770      2.290   2000.000     11.741      0.301     23.891      0.244      1.148     55.377    247.989    307.480      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.2250       0.290      1.196     23.907      0.783    194.990   2000.000     12.048      0.297    253.800      1.175    262.583      2.293     29.324     58.796    246.934     28.797      0.761      2.267   2000.000     11.624      0.304     23.884      0.290      1.197     55.612    243.583    307.380      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.3500       0.322      1.077     23.896      0.778    195.717   2000.000     11.955      0.295    253.832      1.176    265.673      2.290     31.401     59.622    246.833     32.202      0.765      2.241   2000.000     11.479      0.304     23.883      0.322      1.077     56.136    242.949    307.443      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.4750       0.294      0.929     23.886      0.783    196.018   2000.000     11.815      0.297    253.706      1.178    268.140      2.267     32.906     61.173    248.778     33.012      0.777      2.211   2000.000     11.155      0.295     23.892      0.294      0.929     56.620    246.680    307.668      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.6000       0.299      0.908     23.891      0.798    196.143   2000.000     11.741      0.301    253.532      1.181    272.457      2.241     35.198     61.660    251.081     33.814      0.784      2.205   2000.000     10.947      0.287     23.893      0.299      0.908     57.569    253.966    308.151      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.7250       0.378      0.925     23.884      0.811    196.143   2000.000     11.623      0.304    253.225      1.184    274.944      2.211     37.073     59.955    254.049     34.170      0.777      2.211   2000.000     10.692      0.282     23.907      0.377      0.925     58.525    259.785    308.477      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.8500       0.411      0.970     23.883      0.811    195.616   2000.000     11.479      0.304    252.947      1.188    278.028      2.205     36.775     58.094    255.564     32.141      0.773      2.225   2000.000     10.510      0.285     23.912      0.411      0.970     59.468    264.853    308.853      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 175.9750       0.345      1.132     23.892      0.806    195.015   2000.000     11.155      0.295    252.611      1.191    280.474      2.211     35.055     55.576    254.468     31.426      0.777      2.242   2000.000     10.281      0.296     23.922      0.345      1.132     59.566    264.561    309.254      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.1000       0.291      1.188     23.893      0.806    193.604   2000.000     10.947      0.287    252.405      1.197    284.715      2.225     32.897     54.139    250.690     30.368      0.783      2.244   2000.000     10.209      0.302     23.945      0.291      1.188     57.929    261.188    309.969      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.2250       0.247      1.169     23.907      0.802    191.975   2000.000     10.691      0.282    252.277      1.199    287.125      2.242     30.999     52.893    242.640     29.311      0.790      2.225   2000.000     10.180      0.303     23.982      0.247      1.169     56.856    257.268    310.295      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.3500       0.258      1.162     23.912      0.786    188.227   2000.000     10.509      0.285    252.272      1.203    290.110      2.244     28.503     53.102    233.836     31.391      0.790      2.216   2000.000     10.188      0.296     23.997      0.258      1.163     55.913    251.301    310.639      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.4750       0.268      1.151     23.922      0.747    185.394   2000.000     10.281      0.296    252.410      1.206    292.469      2.225     28.356     53.871    217.508     32.891      0.780      2.206   2000.000     10.209      0.277     24.004      0.268      1.151     56.129    248.673    310.865      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.6000       0.241      1.149     23.945      0.723    181.006   2000.000     10.209      0.302    252.608      1.211    296.536      2.216     27.180     54.498    207.294     35.185      0.773      2.209   2000.000     10.198      0.266     23.999      0.241      1.149     58.780    246.936    311.185      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.7250       0.192      1.192     23.982      0.710    176.995   2000.000     10.180      0.303    252.887      1.214    298.803      2.206     26.129     54.746    196.088     37.075      0.781      2.217   2000.000     10.111      0.264     24.012      0.192      1.192     59.592    246.796    311.360      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.8500       0.182      1.165     23.997      0.716    169.123   2000.000     10.188      0.296    253.091      1.219    301.655      2.210     23.490     54.298    189.388     36.787      0.786      2.229   2000.000      9.983      0.274     24.021      0.182      1.165     61.163    248.733    311.391      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 176.9750       0.246      1.146     24.004      0.726    164.585   2000.000     10.209      0.277    253.604      1.222    303.923      2.217     22.108     52.535    182.744     35.070      0.774      2.236   2000.000      9.667      0.307     24.018      0.246      1.146     61.693    251.022    311.241      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.1000       0.274      1.158     23.999      0.723    159.477   2000.000     10.197      0.266    253.890      1.229    307.986      2.229     22.663     51.049    181.068     32.911      0.762      2.239   2000.000      9.443      0.329     24.014      0.274      1.158     59.991    254.018    310.846      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.2250       0.277      1.025     24.012      0.718    156.543   2000.000     10.111      0.264    254.142      1.233    310.361      2.236     23.245     50.707    180.628     31.018      0.755      2.245   2000.000      9.137      0.352     24.011      0.277      1.025     58.145    255.585    310.545      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.3500       0.278      0.839     24.021      0.724    154.914   2000.000      9.982      0.274    254.248      1.237    313.385      2.239     27.051     51.196    181.096     28.504      0.759      2.246   2000.000      8.878      0.360     24.024      0.278      0.839     55.606    254.542    310.044      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.4750       0.263      0.869     24.018      0.745    156.343   2000.000      9.667      0.307    254.229      1.241    316.034      2.245     29.377     52.456    182.641     28.365      0.763      2.240   2000.000      8.351      0.353     24.074      0.263      0.868     54.166    250.855    309.643      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.6000       0.234      1.040     24.014      0.747    160.981   2000.000      9.442      0.329    254.155      1.248    320.415      2.245     31.112     53.893    184.850     27.188      0.753      2.213   2000.000      7.993      0.339     24.124      0.234      1.040     52.889    242.818    308.872      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.7250       0.264      1.108     24.011      0.715    166.070   2000.000      9.136      0.352    253.942      1.252    322.771      2.239     32.136     56.229    189.811     26.150      0.719      2.163   2000.000      7.477      0.319     24.235      0.264      1.108     53.086    234.180    308.446      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.8500       0.275      1.085     24.024      0.690    175.679   2000.000      8.877      0.360    253.693      1.257    325.534      2.212     32.086     56.261    195.876     23.501      0.703      2.166   2000.000      7.039      0.309     24.312      0.275      1.085     53.858    217.723    308.070      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 177.9750       0.277      0.787     24.074      0.685    181.194   2000.000      8.350      0.353    253.280      1.261    327.469      2.163     31.338     54.860    207.300     22.103      0.706      2.226   2000.000      6.357      0.311     24.413      0.277      0.787     54.493    207.534    307.844      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.1000       0.238      0.583     24.124      0.696    187.493   2000.000      7.992      0.339    252.974      1.267    330.835      2.167     30.279     53.451    213.312     22.658      0.716      2.264   2000.000      6.089      0.323     24.490      0.238      0.583     54.755    196.232    307.593      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.2250       0.149      0.594     24.235      0.703    191.229   2000.000      7.477      0.319    252.602      1.271    332.748      2.227     30.435     50.959    217.052     23.213      0.735      2.309   2000.000      6.062      0.346     24.581      0.149      0.594     54.336    189.534    307.568      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.3500       0.179      0.869     24.313      0.699    194.864   2000.000      7.038      0.309    252.393      1.275    335.124      2.265     30.699     51.062    215.778     27.031      0.744      2.341   2000.000      6.338      0.365     24.607      0.179      0.869     52.568    182.781    307.600      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.4750       0.192      1.083     24.413      0.705    195.265   2000.000      6.357      0.311    251.977      1.277    337.155      2.309     32.149     53.785    207.451     29.362      0.749      2.318   2000.000      7.214      0.395     24.618      0.192      1.083     51.056    181.078    307.700      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.6000       0.185      0.965     24.490      0.719    194.764   2000.000      6.089      0.323    251.719      1.281    340.465      2.341     33.598     57.095    200.188     31.102      0.757      2.264   2000.000      7.847      0.407     24.615      0.185      0.965     50.696    180.618    308.182      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.7250       0.177      1.008     24.581      0.736    194.263   2000.000      6.063      0.346    251.259      1.282    342.213      2.317     34.905     63.117    191.662     32.136      0.777      2.190   2000.000      8.620      0.415     24.608      0.177      1.008     51.168    181.062    308.508      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.8500       0.181      1.117     24.607      0.728    193.009   2000.000      6.340      0.365    250.783      1.284    344.209      2.262     38.921     66.497    186.904     32.092      0.789      2.158   2000.000      9.120      0.415     24.593      0.180      1.117     52.424    182.592    309.072      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 178.9750       0.229      1.209     24.618      0.697    192.006   2000.000      7.215      0.395    249.965      1.284    345.683      2.190     39.805     70.369    183.472     31.348      0.794      2.139   2000.000      9.675      0.409     24.574      0.229      1.209     53.838    184.737    309.549      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 179.1000       0.240      1.197     24.615      0.682    190.659   2000.000      7.849      0.407    249.473      1.285    347.943      2.157     41.426     71.527    183.510     30.278      0.790      2.143   2000.000      9.813      0.406     24.570      0.240      1.197     56.228    189.675    310.464      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 179.2250       0.226      1.167     24.608      0.684    189.480   2000.000      8.621      0.415    248.853      1.284    349.045      2.139     42.715     72.168    184.719     30.433      0.781      2.157   2000.000      9.819      0.406     24.585      0.226      1.167     56.293    195.609    311.015      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 179.3500       0.215      1.177     24.593      0.688    187.406   2000.000      9.121      0.415    248.442      1.283    350.198      2.144     45.300     73.608    185.671     30.685      0.773      2.168   2000.000      9.724      0.409     24.608      0.215      1.177     54.892    207.158    311.611      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 179.4750       0.211      1.197     24.574      0.676    186.303   2000.000      9.675      0.409    247.777      1.282    350.755      2.157     47.131     77.506    186.249     32.135      0.762      2.172   2000.000      9.418      0.414     24.639      0.211      1.197     53.511    213.221    311.887      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 179.6000       0.216      1.196     24.570      0.657    184.924   2000.000      9.813      0.406    247.220      1.277    351.740      2.168     49.116     80.303    185.862     33.585      0.755      2.163   2000.000      9.182      0.417     24.650      0.216      1.196     50.958    217.078    312.118      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
 179.7250       0.244      1.203     24.585      0.646    184.046   2000.000      9.818      0.406    247.225      1.274    352.307      2.172     50.840     84.800    184.857     34.865      0.751      2.138   2000.000      8.870      0.421     24.662      0.244      1.203     50.998    215.978    312.144      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000      0.000
