FORWARD_TEXT_FORMAT_1.0
STDEP =   174.1500
ENDEP =   863.4000
RLEV  =     0.1250
CURVENAME =  CNL, R4.0, RML, RMN, CAL, DEVI, AZIM, SP, GR, AC, SP1, RLL8, RILD, RILM, DEN, RILD%, RILM%, RLL8%, SP1%, RML%, RMN%, CAL%, DEN%, R4.0%, GR%, AC%, CNL%, SP%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           CNL       R4.0        RML        RMN        CAL       DEVI       AZIM         SP         GR         AC        SP1       RLL8       RILD       RILM        DEN      RILD%      RILM%      RLL8%       SP1%       RML%       RMN%       CAL%       DEN%      R4.0%        GR%        AC%       CNL%        SP%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 355.9000      21.946     26.350     16.441     19.085     22.217      0.253    299.175     51.836     90.247    246.570    124.947     27.877     27.246     28.337      2.538     28.071     28.452     25.716    124.957     10.093     13.460     22.132      2.520     13.573     66.115    229.554     24.307    338.111      0.100     53.612      0.000      0.100      0.010     99.900     46.288     99.900      0.100     -8.184     27.842      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.916     35.159     38.055      0.000  -9999.000  -9999.000      0.000
 356.0250      21.968     26.050     16.702     19.570     22.177      0.251    300.219     51.631     91.785    246.337    124.962     28.697     26.733     28.115      2.538     27.564     28.431     26.962    124.969     13.954     16.780     22.121      2.532     14.948     72.666    233.033     25.399    338.038      0.100     51.463      0.000      0.100      0.010     99.900     48.437     99.900      0.100     -8.163     27.246      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.702     35.289     35.872      0.000  -9999.000  -9999.000      0.000
 356.1500      21.911     26.231     15.724     17.995     22.170      0.243    297.926     51.343     94.236    249.001    124.975     27.938     26.509     27.888      2.530     26.862     28.224     28.987    124.981     13.404     15.884     22.107      2.540     16.166     77.528    236.790     25.646    337.900      0.100     47.915      0.000      0.100      0.010     99.900     51.985     99.900      0.100     -8.372     26.733      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.407     35.568     34.847      0.000  -9999.000  -9999.000      0.000
 356.2750      21.810     26.586     13.885     14.809     22.164      0.231    290.323     51.010     95.253    253.940    124.979     27.176     26.391     27.678      2.523     26.578     27.984     28.346    124.975     14.719     17.262     22.072      2.548     17.468     82.430    241.529     24.023    337.727      0.100     46.397      0.000      0.100      0.010     99.900     53.503     99.900      0.100     -8.664     26.509      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.723     35.858     35.794      0.000  -9999.000  -9999.000      0.000
 356.4000      21.631     26.903     11.670     12.625     22.158      0.212    275.298     50.602     95.879    256.140    124.956     26.512     26.322     27.482      2.520     26.427     27.771     27.446    124.933     17.522     20.231     22.058      2.555     18.654     85.309    246.408     22.793    337.278      0.100     45.451      0.000      0.100      0.010     99.900     54.449     99.900      0.100     -9.001     26.391      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.891     36.130     36.797      0.000  -9999.000  -9999.000      0.000
 356.5250      21.576     27.033     10.525     13.500     22.141      0.209    274.059     49.837     96.429    257.129    124.902     25.962     26.290     27.327      2.522     26.349     27.567     26.854    124.865     16.189     19.156     22.053      2.566     20.413     90.361    253.311     21.527    336.995      0.100     44.610      0.000      0.100      0.010     99.900     55.290     99.900      0.100     -9.412     26.322      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.991     36.388     37.718      0.000  -9999.000  -9999.000      0.000
 356.6500      21.671     26.551     10.676     14.886     22.131      0.205    269.185     49.173     94.637    255.813    124.746     25.721     26.284     27.225      2.533     26.290     27.380     26.105    124.603     15.435     17.273     22.060      2.572     21.006     91.899    255.047     20.227    336.683      0.100     47.319      0.000      0.100      0.010     99.900     52.581     99.900      0.100    -10.181     26.290      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.038     36.594     38.518      0.000  -9999.000  -9999.000      0.000
 356.7750      21.813     25.920     12.211     16.405     22.120      0.204    260.311     48.670     89.545    251.647    124.508     25.642     26.281     27.167      2.541     26.289     27.264     25.792    124.395     12.925     13.284     22.101      2.577     21.391     91.891    255.479     17.533    336.345      0.100     54.575      0.000      0.100      0.010     99.900     45.325     99.900      0.100    -10.849     26.284      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.045     36.731     38.878      0.000  -9999.000  -9999.000      0.000
 356.9000      21.833     25.149     13.601     17.479     22.105      0.221    249.902     48.172     85.566    247.601    124.275     26.069     26.302     27.241      2.549     26.280     27.179     25.637    124.133     10.896     12.219     22.124      2.580     21.510     89.592    254.557     16.288    335.714      0.100     59.816      0.000      0.100      0.010     99.900     40.084     99.900      0.100    -11.356     26.281      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.050     36.809     38.998      0.000  -9999.000  -9999.000      0.000
 357.0250      21.692     24.201     13.580     17.118     22.072      0.231    248.630     47.360     80.759    243.629    123.993     26.891     26.380     27.385      2.557     26.283     27.154     25.649    123.828     10.298     14.285     22.143      2.577     20.842     89.789    249.330     15.252    335.485      0.100     65.684      0.000      0.100      0.010     99.900     34.216     99.900      0.100    -11.857     26.302      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.020     36.710     38.360      0.000  -9999.000  -9999.000      0.000
 357.1500      21.528     22.193     13.667     16.995     22.058      0.238    251.708     46.701     76.323    240.429    123.550     27.504     26.528     27.458      2.567     26.324     27.343     26.561    123.224     10.906     15.253     22.156      2.572     20.190     89.977    246.836     14.530    335.320      0.100     70.681      0.000      0.100      0.010     99.900     29.219     99.900      0.100    -12.674     26.380      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.907     36.516     37.187      0.000  -9999.000  -9999.000      0.000
 357.2750      21.438     20.910     13.985     17.538     22.054      0.240    254.361     46.255     73.908    238.864    123.105     27.780     26.754     27.506      2.573     26.446     27.435     27.277    122.967     13.004     17.106     22.169      2.567     19.529     90.838    245.988     14.076    335.219      0.100     73.245      0.000      0.100      0.010     99.900     26.655     99.900      0.100    -13.336     26.528      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.696     36.419     36.359      0.000  -9999.000  -9999.000      0.000
 357.4000      21.464     20.060     14.610     18.581     22.062      0.239    261.022     45.860     72.728    239.771    122.866     27.446     27.379     27.587      2.578     26.623     27.486     27.768    122.747     13.962     17.705     22.172      2.565     18.998     93.848    247.098     14.251    335.247      0.100     74.460      0.000      0.100      0.010     99.900     25.440     99.900      0.100    -13.786     26.754      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.377     36.356     35.998      0.000  -9999.000  -9999.000      0.000
 357.5250      21.511     19.492     14.004     17.874     22.102      0.236    261.379     45.372     72.332    241.143    122.648     27.056     28.231     27.817      2.580     26.906     27.529     27.793    122.534     13.351     16.765     22.175      2.579     18.437     95.078    253.130     14.674    335.357      0.100     74.862      0.000      0.100      0.010     99.900     25.038     99.900      0.100    -14.185     27.379      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.524     36.249     36.435      0.000  -9999.000  -9999.000      0.000
 357.6500      21.434     19.252     13.366     16.659     22.125      0.228    264.545     45.071     73.123    242.542    122.341     27.400     28.948     28.295      2.576     27.925     27.655     27.046    122.119     13.856     17.133     22.177      2.591     18.327     95.633    255.689     15.466    335.512      0.100     74.057      0.000      0.100      0.010     99.900     25.843     99.900      0.100    -14.676     28.231      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.422     35.950     36.960      0.000  -9999.000  -9999.000      0.000
 357.7750      21.077     19.409     13.395     16.301     22.144      0.222    268.416     44.936     72.783    243.133    122.031     28.300     29.755     29.015      2.571     28.582     28.002     27.068    121.930     14.062     17.780     22.177      2.603     18.291     96.407    257.109     18.626    335.704      0.100     74.403      0.000      0.100      0.010     99.900     25.497     99.900      0.100    -14.981     28.948      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.545     35.343     36.497      0.000  -9999.000  -9999.000      0.000
 357.9000      19.496     19.784     13.559     17.038     22.157      0.221    270.362     44.829     71.084    241.832    121.853     30.473     31.122     30.469      2.566     29.365     28.629     27.779    121.765     14.935     19.055     22.175      2.611     18.323     96.475    257.171     20.633    336.116      0.100     76.110      0.000      0.100      0.010     99.900     23.790     99.900      0.100    -15.120     29.755      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.608     34.464     35.336      0.000  -9999.000  -9999.000      0.000
 358.0250      17.809     20.329     16.182     20.271     22.169      0.225    264.303     44.746     69.810    239.219    121.699     33.272     32.669     32.314      2.568     30.198     29.455     28.892    121.624     13.454     17.176     22.173      2.614     18.515     90.715    252.916     22.197    336.281      0.100     77.358      0.000      0.100      0.010     99.900     22.542     99.900      0.100    -15.231     31.122      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.132     32.821     32.816      0.000  -9999.000  -9999.000      0.000
 358.1500      16.333     21.746     24.376     27.831     22.173      0.224    257.044     44.756     68.634    233.943    121.490     35.537     33.761     33.895      2.582     32.170     31.618     32.265    121.338     13.314     16.356     22.171      2.607     18.649     87.059    248.952     22.953    336.409      0.100     78.485      0.000      0.100      0.010     99.900     21.415     99.900      0.100    -15.318     32.669      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.610     30.946     30.055      0.000  -9999.000  -9999.000      0.000
 358.2750      14.978     22.831     31.951     33.986     22.175      0.227    253.199     44.852     65.722    226.362    121.257     38.062     34.901     35.640      2.594     33.233     33.101     34.409    121.167     13.442     16.269     22.169      2.595     18.828     82.408    244.742     22.642    336.510      0.100     81.179      0.000      0.100      0.010     99.900     18.721     99.900      0.100    -15.312     33.761      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.620     29.503     28.140      0.000  -9999.000  -9999.000      0.000
 358.4000      13.391     23.802     31.461     35.555     22.177      0.234    247.645     45.019     63.701    221.814    121.089     43.174     36.410     38.466      2.605     34.355     34.788     36.806    121.002     13.628     17.486     22.169      2.580     19.078     77.286    241.283     22.241    336.665      0.100     82.971      0.000      0.100      0.010     99.900     16.929     99.900      0.100    -15.219     34.901      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.653     28.059     26.273      0.000  -9999.000  -9999.000      0.000
 358.5250      12.545     24.763     30.775     36.985     22.177      0.246    241.544     45.448     62.151    217.837    120.939     48.388     37.663     41.180      2.612     35.513     36.594     39.468    120.868     17.660     21.883     22.169      2.549     19.865     74.305    238.637     21.971    336.747      0.100     84.303      0.000      0.100      0.010     99.900     15.597     99.900      0.100    -15.057     36.410      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.465     25.997     23.162      0.000  -9999.000  -9999.000      0.000
 358.6500      12.294     26.333     27.500     32.924     22.175      0.258    234.336     45.870     60.087    214.578    120.804     48.908     38.027     42.163      2.613     37.411     40.554     47.307    120.733     28.245     31.258     22.169      2.538     20.400     73.079    239.338     21.885    336.830      0.100     86.021      0.000      0.100      0.010     99.900     13.879     99.900      0.100    -14.631     37.663      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.551     24.284     20.666      0.000  -9999.000  -9999.000      0.000
 358.7750      12.329     27.200     24.806     29.534     22.173      0.260    232.563     46.248     58.886    213.070    120.745     46.366     38.086     42.393      2.604     37.943     41.876     49.590    120.758     34.077     35.551     22.169      2.529     20.987     71.997    240.672     21.977    336.894      0.100     86.994      0.000      0.100      0.010     99.900     12.906     99.900      0.100    -14.213     38.027      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.297     23.717     20.446      0.000  -9999.000  -9999.000      0.000
 358.9000      13.338     27.698     26.988     30.627     22.171      0.262    230.255     46.671     59.780    214.708    120.798     40.729     37.515     41.133      2.592     38.120     42.481     48.154    120.843     29.968     35.557     22.169      2.523     21.579     73.026    242.120     21.964    336.894      0.100     86.273      0.000      0.100      0.010     99.900     13.627     99.900      0.100    -13.839     38.086      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.256     23.589     21.568      0.000  -9999.000  -9999.000      0.000
 359.0250      14.679     27.954     25.088     29.521     22.169      0.256    231.975     47.420     60.433    217.873    120.904     35.445     36.554     39.091      2.574     38.049     42.296     44.395    120.971     31.234     37.796     22.169      2.517     22.689     73.322    243.414     21.884    336.802      0.100     85.738      0.000      0.100      0.010     99.900     14.162     99.900      0.100    -13.420     37.515      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.656     24.311     24.553      0.000  -9999.000  -9999.000      0.000
 359.1500      16.155     27.631     18.655     22.951     22.169      0.250    234.963     48.032     60.215    223.839    121.134     33.066     35.622     37.434      2.547     36.930     39.858     36.705    121.313     25.391     30.171     22.169      2.518     23.223     71.677    242.556     21.773    336.647      0.100     85.917      0.000      0.100      0.010     99.900     13.983     99.900      0.100    -12.674     36.554      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.357     25.581     28.213      0.000  -9999.000  -9999.000      0.000
 359.2750      17.729     27.067     14.680     18.172     22.169      0.246    237.080     48.462     60.085    231.952    121.409     31.144     34.482     35.751      2.536     36.142     38.253     34.067    121.515     24.478     29.175     22.170      2.523     23.763     69.872    240.352     21.560    336.427      0.100     86.023      0.000      0.100      0.010     99.900     13.877     99.900      0.100    -12.067     35.622      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.073     26.714     30.242      0.000  -9999.000  -9999.000      0.000
 359.4000      19.793     26.359     13.365     16.374     22.169      0.258    232.296     48.842     61.284    236.608    121.617     28.867     32.810     33.510      2.528     35.056     36.542     31.977    121.728     28.392     31.439     22.171      2.531     24.324     69.684    236.911     21.583    335.741      0.100     85.032      0.000      0.100      0.010     99.900     14.868     99.900      0.100    -11.640     34.482      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.000     27.971     32.109      0.000  -9999.000  -9999.000      0.000
 359.5250      20.881     25.567     13.079     15.810     22.169      0.249    232.470     49.246     63.366    240.363    121.831     27.095     31.285     31.609      2.522     33.861     34.894     30.242    121.942     23.248     28.453     22.176      2.544     25.515     66.503    227.919     21.714    335.283      0.100     83.262      0.000      0.100      0.010     99.900     16.638     99.900      0.100    -11.264     32.810      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.478     29.842     34.642      0.000  -9999.000  -9999.000      0.000
 359.6500      21.215     24.116     13.073     16.119     22.169      0.241    232.912     49.438     66.910    243.082    122.121     26.832     30.527     30.819      2.517     31.677     32.017     27.383    122.314     16.110     19.903     22.187      2.541     26.107     64.144    223.215     21.862    334.780      0.100     80.097      0.000      0.100      0.010     99.900     19.803     99.900      0.100    -10.863     31.285      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.964     31.637     36.907      0.000  -9999.000  -9999.000      0.000
 359.7750      21.385     23.278     13.010     16.330     22.169      0.246    232.128     49.436     69.684    244.181    122.370     27.146     29.930     30.251      2.519     30.865     31.169     26.785    122.430     13.892     17.217     22.223      2.529     26.668     62.808    218.994     21.819    334.259      0.100     77.480      0.000      0.100      0.010     99.900     22.420     99.900      0.100    -10.676     30.527      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.758     32.447     37.269      0.000  -9999.000  -9999.000      0.000
 359.9000      21.461     22.789     13.097     16.536     22.169      0.244    235.732     49.340     70.322    242.997    122.457     28.108     29.526     30.120      2.525     30.165     30.444     26.882    122.485     13.076     15.912     22.243      2.508     27.214     60.833    215.517     21.630    333.206      0.100     76.860      0.000      0.100      0.010     99.900     23.040     99.900      0.100    -10.681     29.930      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.411     33.057     36.838      0.000  -9999.000  -9999.000      0.000
 360.0250      21.497     22.585     15.196     17.649     22.170      0.243    237.339     48.954     72.493    241.115    122.488     29.283     29.304     30.343      2.534     29.680     30.045     27.428    122.491     13.081     15.754     22.258      2.457     28.423     58.599    212.703     21.477    332.721      0.100     74.699      0.000      0.100      0.010     99.900     25.201     99.900      0.100    -10.782     29.526      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.868     33.201     35.577      0.000  -9999.000  -9999.000      0.000
 360.1500      21.694     23.453     16.241     18.118     22.172      0.246    236.815     48.498     77.733    239.964    122.429     30.336     29.289     30.781      2.543     29.363     30.200     28.830    122.363     13.069     16.318     22.261      2.438     29.084     59.457    213.797     21.419    332.310      0.100     69.135      0.000      0.100      0.010     99.900     30.765     99.900      0.100    -11.171     29.304      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.125     32.957     34.149      0.000  -9999.000  -9999.000      0.000
 360.2750      22.398     24.877     16.152     18.114     22.177      0.247    235.745     48.011     84.993    241.832    122.304     31.415     29.460     31.402      2.539     29.241     30.494     29.762    122.241     12.979     16.337     22.236      2.428     29.688     60.418    216.512     21.485    332.017      0.100     60.542      0.000      0.100      0.010     99.900     39.358     99.900      0.100    -11.631     29.289      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.142     32.488     32.964      0.000  -9999.000  -9999.000      0.000
 360.4000      26.233     26.913     15.735     17.761     22.189      0.231    235.208     47.429     89.049    247.064    122.161     31.826     30.017     32.242      2.525     29.340     31.084     30.940    122.076     13.161     16.644     22.214      2.431     30.122     60.463    220.556     21.524    331.898      0.100     55.248      0.000      0.100      0.010     99.900     44.652     99.900      0.100    -12.122     29.460      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.945     31.845     31.832      0.000  -9999.000  -9999.000      0.000
 360.5250      30.296     29.473     19.033     22.664     22.224      0.232    232.939     46.288     90.892    254.110    121.981     31.684     30.779     32.928      2.498     29.585     31.736     31.913    121.881     16.285     18.188     22.195      2.470     30.161     59.728    230.286     21.391    332.063      0.100     52.717      0.000      0.100      0.010     99.900     47.183     99.900      0.100    -12.707     30.017      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.315     31.015     31.421      0.000  -9999.000  -9999.000      0.000
 360.6500      32.532     34.443     27.862     30.431     22.244      0.241    230.605     45.301     90.701    262.565    121.654     31.901     31.496     33.351      2.453     30.468     32.772     31.735    121.417     16.217     18.081     22.181      2.497     29.773     60.783    235.209     20.925    332.355      0.100     52.983      0.000      0.100      0.010     99.900     46.917     99.900      0.100    -13.852     30.779      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.489     30.370     31.562      0.000  -9999.000  -9999.000      0.000
 360.7750      31.758     37.208     32.532     33.018     22.258      0.248    227.778     44.536     90.624    269.483    121.297     32.785     32.339     34.017      2.436     31.103     33.090     31.631    121.173     16.117     18.132     22.170      2.521     29.227     62.261    239.333     18.803    332.758      0.100     53.090      0.000      0.100      0.010     99.900     46.810     99.900      0.100    -14.843     31.496      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.750     29.984     31.347      0.000  -9999.000  -9999.000      0.000
 360.9000      25.268     38.791     23.161     24.626     22.260      0.253    223.927     43.767     91.037    269.438    121.071     35.125     33.757     35.505      2.429     31.903     33.621     32.182    120.965     15.533     17.566     22.169      2.537     28.617     65.508    242.361     17.329    333.838      0.100     52.515      0.000      0.100      0.010     99.900     47.385     99.900      0.100    -15.612     32.339      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.923     29.397     30.502      0.000  -9999.000  -9999.000      0.000
 361.0250      20.118     39.674     20.670     24.240     22.234      0.260    221.377     42.552     89.833    266.423    120.890     37.684     35.290     37.208      2.439     32.788     34.425     33.407    120.813     20.870     25.339     22.169      2.554     27.346     69.618    244.475     15.852    334.469      0.100     54.183      0.000      0.100      0.010     99.900     45.717     99.900      0.100    -16.385     33.757      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.624     28.165     28.469      0.000  -9999.000  -9999.000      0.000
 361.1500      17.320     39.585     25.367     29.351     22.213      0.266    219.210     41.654     84.696    257.102    120.789     39.362     36.305     38.367      2.476     34.752     36.613     36.891    120.764     31.513     33.090     22.169      2.559     26.734     69.811    243.616     14.556    335.110      0.100     60.915      0.000      0.100      0.010     99.900     38.985     99.900      0.100    -17.603     35.290      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.337     26.876     26.536      0.000  -9999.000  -9999.000      0.000
 361.2750      15.525     38.740     27.647     32.227     22.194      0.272    217.910     41.113     78.781    242.254    120.830     41.608     37.114     39.577      2.502     35.841     37.817     38.496    120.898     33.062     32.981     22.169      2.564     26.249     71.301    241.812     12.831    335.686      0.100     67.960      0.000      0.100      0.010     99.900     31.940     99.900      0.100    -18.505     36.305      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.545     26.064     25.405      0.000  -9999.000  -9999.000      0.000
 361.4000      14.190     37.344     28.646     33.595     22.180      0.289    213.465     40.700     77.139    232.493    121.019     48.029     37.426     41.415      2.524     36.777     38.927     40.243    121.142     18.043     20.308     22.169      2.570     25.998     74.766    239.785     12.408    336.519      0.100     69.792      0.000      0.100      0.010     99.900     30.108     99.900      0.100    -19.050     37.114      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.944     25.267     24.034      0.000  -9999.000  -9999.000      0.000
 361.5250      13.653     35.553     31.424     36.843     22.170      0.297    211.253     40.364     75.991    224.531    121.315     54.142     37.057     42.734      2.541     37.456     40.235     42.992    121.490     22.022     26.262     22.169      2.582     26.291     83.371    240.305     12.239    336.747      0.100     71.041      0.000      0.100      0.010     99.900     28.859     99.900      0.100    -19.467     37.426      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.719     24.146     20.821      0.000  -9999.000  -9999.000      0.000
 361.6500      13.602     32.156     36.332     44.024     22.169      0.293    210.058     40.285     76.989    219.382    121.985     52.782     36.221     42.391      2.555     37.397     42.606     53.117    122.485     27.079     30.931     22.169      2.588     26.662     88.061    244.722     12.372    336.848      0.100     69.956      0.000      0.100      0.010     99.900     29.944     99.900      0.100    -19.807     37.057      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.985     23.400     18.470      0.000  -9999.000  -9999.000      0.000
 361.7750      13.885     30.372     42.497     53.678     22.169      0.281    210.500     40.422     81.345    218.138    122.789     45.841     35.096     40.828      2.560     36.716     42.863     55.175    123.095     27.937     32.886     22.166      2.594     26.965     90.911    251.479     13.799    336.830      0.100     64.995      0.000      0.100      0.010     99.900     34.905     99.900      0.100    -19.889     36.221      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.608     23.590     18.946      0.000  -9999.000  -9999.000      0.000
 361.9000      15.914     29.412     43.699     49.941     22.169      0.267    212.021     40.702     86.034    221.037    123.412     34.394     33.064     36.908      2.566     35.725     41.918     50.385    123.730     29.005     33.954     22.163      2.600     27.051     90.858    259.049     15.097    336.519      0.100     59.219      0.000      0.100      0.010     99.900     40.681     99.900      0.100    -19.757     35.096      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.493     24.493     21.814      0.000  -9999.000  -9999.000      0.000
 362.0250      18.487     28.846     30.324     31.938     22.169      0.261    213.339     41.539     91.007    225.882    124.039     26.157     30.986     32.905      2.573     34.468     39.740     41.307    124.347     32.643     38.299     22.161      2.612     26.423     90.409    269.138     16.657    336.244      0.100     52.557      0.000      0.100      0.010     99.900     47.343     99.900      0.100    -19.481     33.064      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.244     27.094     29.075      0.000  -9999.000  -9999.000      0.000
 362.1500      21.115     28.164     18.269     19.116     22.169      0.258    212.933     42.396     95.999    234.100    124.873     24.219     29.670     30.711      2.583     31.668     34.094     27.525    125.396     38.182     46.895     22.161      2.617     25.792     91.025    270.125     18.237    335.878      0.100     45.268      0.000      0.100      0.010     99.900     54.632     99.900      0.100    -18.647     30.986      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.273     30.391     38.230      0.000  -9999.000  -9999.000      0.000
 362.2750      23.382     27.604     11.306     12.517     22.169      0.252    213.385     43.170     98.392    243.747    125.602     23.324     28.412     28.857      2.589     30.310     31.727     24.805    125.805     44.650     57.063     22.163      2.621     24.985     91.059    268.163     20.528    335.448      0.100     41.544      0.000      0.100      0.010     99.900     58.356     99.900      0.100    -17.794     29.670      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.705     32.561     41.290      0.000  -9999.000  -9999.000      0.000
 362.4000      24.472     26.957      8.148      9.564     22.169      0.241    219.295     43.991     98.212    247.709    125.971     22.308     26.837     26.733      2.595     29.038     29.709     23.642    126.135     43.228     46.405     22.166      2.625     24.002     87.567    263.210     21.047    334.497      0.100     41.829      0.000      0.100      0.010     99.900     58.071     99.900      0.100    -17.023     28.412      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.196     34.654     42.875      0.000  -9999.000  -9999.000      0.000
 362.5250      24.090     26.193     11.879     13.391     22.166      0.230    222.606     45.334     99.876    249.974    126.255     21.333     25.588     25.054      2.602     27.798     28.020     23.011    126.373     23.950     24.793     22.168      2.628     21.738     79.415    245.866     21.294    333.993      0.100     39.155      0.000      0.100      0.010     99.900     60.745     99.900      0.100    -16.206     26.837      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.262     37.408     44.827      0.000  -9999.000  -9999.000      0.000
 362.6500      23.215     24.625     16.016     18.017     22.163      0.228    224.830     46.353    100.885    249.798    126.472     21.063     25.132     24.466      2.613     25.898     25.474     21.621    126.568     15.477     16.327     22.169      2.626     20.703     77.620    235.636     21.428    333.490      0.100     37.496      0.000      0.100      0.010     99.900     62.404     99.900      0.100    -14.868     25.588      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.081     39.914     46.876      0.000  -9999.000  -9999.000      0.000
 362.7750      22.514     23.597     17.687     20.237     22.161      0.232    226.948     47.033     98.256    247.100    126.553     21.694     24.944     24.331      2.617     25.286     24.644     21.052    126.538      9.267     10.655     22.168      2.621     19.899     76.261    226.756     21.477    332.996      0.100     41.759      0.000      0.100      0.010     99.900     58.141     99.900      0.100    -13.852     25.132      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.790     40.873     47.477      0.000  -9999.000  -9999.000      0.000
