FORWARD_TEXT_FORMAT_1.0
STDEP =    30.0000
ENDEP =   720.0000
RLEV  =     0.1250
CURVENAME =  DSP, RLL8, RILD, RILM, GR, MMD, AC, CAL, RML, RMN, R4.0, SP, DEVI, AZIM, CNL, DEN, ac%, gr%, mmd%, cal%, rml%, rmn%, den%, cnl%, r4.0%, rild%, rilm%, rll8%, dsp%, sp%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           DSP       RLL8       RILD       RILM         GR        MMD         AC        CAL        RML        RMN       R4.0         SP       DEVI       AZIM        CNL        DEN        ac%        gr%       mmd%       cal%       rml%       rmn%       den%       cnl%      r4.0%      rild%      rilm%      rll8%       dsp%        sp%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
  54.0000      33.166    107.753     60.374     54.999     57.270      3.955    249.163     24.246     57.397     58.289    133.068    104.888      0.961     53.071     17.289      2.418    259.185     60.129     57.129     24.194     57.397     58.289      2.418     17.748      6.815     60.374     54.999    107.753     37.170    104.888     17.853     71.302      1.000     17.853     16.249     98.819     10.845     98.819     17.853    -21.527     60.374      1.000     -0.000      0.000      0.000      0.000      0.990      0.000      0.000      0.000      0.000      0.000     16.563     18.182      9.280      0.000     13.882     16.252      0.000
  54.1250      32.705    103.837     59.570     57.609     57.971     11.037    255.911     24.187     57.028     56.181    129.819    104.509      0.964     53.294     17.794      2.402    258.746     63.373      3.296     24.246     57.028     56.181      2.402     18.519      6.793     59.570     57.609    103.837     36.236    104.509     19.702     68.946      1.000     19.702     24.009     89.198     11.352     89.198     19.702    -21.912     59.570      1.000     -0.000      0.000      0.000      0.000      0.894      0.000      0.000      0.000      0.000      0.000     16.787     17.358      9.630      0.000     14.821     16.615      0.000
  54.2500      32.436    102.625     60.210     60.201     59.396     22.441    258.870     24.103     54.876     56.000    126.525    104.081      0.971     53.725     18.158      2.401    256.935     73.396    -13.184     24.279     54.876     56.000      2.401     19.514      6.836     60.210     60.201    102.625     35.309    104.081     20.512     67.084      1.000     20.512     26.332     84.800     12.403     84.800     20.512    -22.346     60.210      1.000      0.000      0.000      0.000      0.000      0.843      0.000      0.000      0.000      0.000      0.000     16.609     16.611      9.744      0.000     14.904     16.685      0.000
  54.3750      32.288    103.044     61.836     61.547     60.880      5.156    260.411     24.060     52.692     56.000    123.208    103.665      0.973     53.917     18.618      2.408    254.657     77.301     13.184     24.294     52.692     56.000      2.408     19.048      6.891     61.836     61.547    103.044     33.679    103.665     20.935     65.542      1.000     20.935     26.457     81.726     13.524     81.726     20.935    -22.767     61.836      1.000      0.000      0.000      0.000      0.000      0.802      0.000      0.000      0.000      0.000      0.000     16.172     16.248      9.705      0.000     14.458     16.831      0.000
  54.5000      32.288    103.011     64.355     62.274     62.040     12.854    261.526     24.048     55.436     55.036    118.724    103.483      0.977     54.093     18.801      2.420    251.161     78.499    -14.282     24.308     55.436     55.036      2.420     17.957      6.958     64.355     62.274    103.011     33.044    103.483     21.240     64.342      1.000     21.240     26.454     78.721     14.418     78.721     21.240    -22.956     64.355      1.000      0.000      0.000      0.000      0.000      0.759      0.000      0.000      0.000      0.000      0.000     15.539     16.058      9.708      0.000     13.738     16.764      0.000
  54.6250      32.362    102.596     67.636     63.093     62.384     28.024    263.036     24.051     57.617     55.869    116.413    103.344      0.984     54.275     18.720      2.446    246.706     76.695     13.184     24.316     57.617     55.869      2.446     16.600      7.026     67.636     63.093    102.596     32.623    103.344     21.654     63.659      1.000     21.654     28.267     75.028     14.687     75.028     21.654    -23.100     67.636      1.000      0.000      0.000      0.000      0.000      0.699      0.000      0.000      0.000      0.000      0.000     14.785     15.850      9.747      0.000     12.235     16.608      0.000
  54.7500      32.481    101.995     70.781     64.033     61.796     18.134    263.748     24.066     57.880     56.813    115.432    103.215      1.006     54.693     18.445      2.462    237.428     68.465     23.071     24.324     57.880     56.813      2.462     14.449      7.124     70.781     64.033    101.995     32.391    103.215     21.849     63.923      1.000     21.849     30.356     72.500     14.229     72.500     21.849    -23.235     70.781      1.000      0.000      0.000      0.000      0.000      0.653      0.000      0.000      0.000      0.000      0.000     14.128     15.617      9.804      0.000     11.301     16.461      0.000
  54.8750      32.702    100.031     74.762     64.799     60.885     26.191    264.171     24.079     55.562     56.761    114.879    103.096      1.017     54.917     17.687      2.471    234.227     65.239     24.170     24.326     55.562     56.761      2.471     14.075      7.146     74.762     64.799    100.031     32.263    103.096     21.965     64.508      1.000     21.965     32.675     69.996     13.527     69.996     21.965    -23.359     74.762      1.000      0.000      0.000      0.000      0.000      0.602      0.000      0.000      0.000      0.000      0.000     13.376     15.432      9.997      0.000     10.757     15.900      0.000
  55.0000      32.795     98.684     77.477     64.684     59.999     32.163    264.509     24.088     52.054     54.040    114.640    103.033      1.026     55.115     17.158      2.477    232.576     63.623    -18.677     24.328     52.054     54.040      2.477     14.274      7.139     77.477     64.684     98.684     32.294    103.033     22.057     65.088      1.000     22.057     35.001     68.353     12.855     68.353     22.057    -23.428     77.477      1.000      0.000      0.000      0.000      0.000      0.565      0.000      0.000      0.000      0.000      0.000     12.907     15.460     10.133      0.000     10.430     15.559      0.000
  55.1250      32.821     97.969     79.086     64.333     59.083     34.756    264.775     24.096     50.358     52.285    114.713    102.964      1.035     55.266     16.889      2.481    232.511     62.966     23.071     24.335     50.358     52.285      2.481     14.963      7.094     79.086     64.333     97.969     32.379    102.964     22.130     65.700      1.000     22.130     37.455     67.358     12.170     67.358     22.130    -23.503     79.086      1.000      0.000      0.000      0.000      0.000      0.541      0.000      0.000      0.000      0.000      0.000     12.644     15.544     10.207      0.000     10.200     15.482      0.000
  55.2500      32.820     98.108     79.581     63.994     59.231     36.054    264.756     24.121     49.257     51.287    115.014    102.865      1.051     55.131     16.769      2.483    236.642     61.263     19.775     24.345     49.257     51.287      2.483     16.797      6.903     79.581     63.994     98.108     32.507    102.865     22.125     65.595      1.000     22.125     37.093     67.151     12.280     67.151     22.125    -23.608     79.581      1.000      0.000      0.000      0.000      0.000      0.535      0.000      0.000      0.000      0.000      0.000     12.566     15.626     10.193      0.000     10.076     15.330      0.000
  55.3750      32.765     98.434     80.003     64.551     60.174     98.990    264.577     24.146     48.717     50.051    115.555    102.743      1.057     54.789     16.769      2.484    240.563     59.688     -5.493     24.354     48.717     50.051      2.484     17.468      6.775     80.003     64.551     98.434     32.751    102.743     22.076     64.937      1.000     22.076     34.781     67.127     12.987     67.127     22.076    -23.736     80.003      1.000      0.000      0.000      0.000      0.000      0.535      0.000      0.000      0.000      0.000      0.000     12.499     15.492     10.159      0.000     10.020     15.133      0.000
  55.5000      32.665     97.331     80.677     65.635     61.639    -19.311    264.391     24.170     50.795     49.903    117.037    102.661      1.059     54.244     16.729      2.483    245.267     58.088     43.945     24.330     50.795     49.903      2.483     17.914      6.651     80.677     65.635     97.331     32.806    102.661     22.025     63.868      1.000     22.025     31.719     66.999     14.107     66.999     22.025    -23.823     80.677      1.000      0.000      0.000      0.000      0.000      0.531      0.000      0.000      0.000      0.000      0.000     12.395     15.236     10.274      0.000     10.100     14.779      0.000
  55.6250      32.507     94.931     81.569     67.006     64.004     14.030    264.112     24.197     53.412     51.416    118.344    102.576      1.057     53.464     16.554      2.470    249.977     57.100     -4.395     24.288     53.412     51.416      2.470     18.249      6.616     81.569     67.006     94.931     32.825    102.576     21.949     62.079      1.000     21.949     27.548     66.864     15.973     66.864     21.949    -23.914     81.569      1.000      0.000      0.000      0.000      0.000      0.528      0.000      0.000      0.000      0.000      0.000     12.260     14.924     10.534      0.000     10.801     14.082      0.000
  55.7500      32.360     93.315     82.721     68.412     64.347     -8.932    263.293     24.239     54.675     53.177    119.627    102.456      1.049     51.393     16.286      2.460    257.159     58.154     14.282     24.231     54.675     53.177      2.460     18.756      7.815     82.721     68.412     93.315     32.819    102.456     21.724     62.027      1.000     21.724     25.872     67.127     16.249     67.127     21.724    -24.039     82.721      1.000      0.000      0.000      0.000      0.000      0.535      0.000      0.000      0.000      0.000      0.000     12.089     14.617     10.716      0.000     11.390     13.736      0.000
  55.8750      32.369     98.578     84.448     71.595     63.291      2.929    261.414     24.256     54.586     53.432    121.347    102.308      1.048     50.300     15.981      2.456    259.233     59.660     24.170     24.170     54.586     53.432      2.456     18.818      9.510     84.448     71.595     98.578     32.751    102.308     21.209     63.388      1.000     21.209     24.589     68.184     15.403     68.184     21.209    -24.194     84.448      1.000      0.000      0.000      0.000      0.000      0.561      0.000      0.000      0.000      0.000      0.000     11.842     13.968     10.144      0.000     11.627     13.669      0.000
  56.0000      32.537    106.715     85.423     73.839     61.549     10.362    258.276     24.255     51.369     51.693    126.683    102.225      1.048     49.213     15.765      2.461    260.663     61.141      1.099     24.077     51.369     51.693      2.461     18.683     11.916     85.423     73.839    106.715     32.642    102.225     20.350     65.613      1.000     20.350     22.505     70.959     14.038     70.959     20.350    -24.283     85.423      1.000      0.000      0.000      0.000      0.000      0.622      0.000      0.000      0.000      0.000      0.000     11.706     13.543      9.371      0.000     11.349     13.834      0.000
  56.1250      32.776    115.387     86.073     75.313     58.904     10.097    250.713     24.261     49.942     53.339    132.327    102.148      1.046     48.127     15.352      2.492    261.712     62.233     15.381     24.053     49.942     53.339      2.492     18.354     14.897     86.073     75.313    115.387     32.471    102.148     18.277     69.685      1.000     18.277     16.316     79.639     12.038     79.639     18.277    -24.365     86.073      1.000      0.000      0.000      0.000      0.000      0.773      0.000      0.000      0.000      0.000      0.000     11.618     13.278      8.666      0.000      9.572     13.982      0.000
  56.2500      32.997    121.369     86.926     76.451     58.123     33.868    246.031     24.334     52.998     64.132    138.177    102.043      1.044     46.227     14.568      2.514    263.323     62.417     30.762     24.047     52.998     64.132      2.514     17.430     22.047     86.926     76.451    121.369     32.330    102.043     16.995     71.542      1.000     16.995     12.414     85.899     11.463     85.899     16.995    -24.475     86.926      1.000      0.000      0.000      0.000      0.000      0.856      0.000      0.000      0.000      0.000      0.000     11.504     13.080      8.239      0.000      8.463     13.358      0.000
  56.3750      33.315    123.420     88.173     77.932     58.600     43.986    243.065     24.425     60.856     68.566    144.436    101.906      1.045     45.492     12.872      2.522    263.841     61.661     15.381     24.052     60.856     68.566      2.522     17.052     26.051     88.173     77.932    123.420     32.379    101.906     16.182     72.005      1.000     16.182      9.724     90.020     11.813     90.020     16.182    -24.619     88.173      1.000      0.000      0.000      0.000      0.000      0.903      0.000      0.000      0.000      0.000      0.000     11.341     12.832      8.102      0.000      8.089     11.564      0.000
  56.5000      33.610    124.663     88.666     78.517     60.270     32.642    241.274     24.521     74.339     72.846    154.052    101.817      1.048     44.920     11.973      2.518    264.243     60.715     28.564     24.072     74.339     72.846      2.518     16.825     30.268     88.666     78.517    124.663     32.580    101.817     15.692     71.249      1.000     15.692      7.703     92.880     13.059     92.880     15.692    -24.714     88.666      1.000     -0.000      0.000      0.000      0.000      0.933      0.000      0.000      0.000      0.000      0.000     11.278     12.736      8.022      0.000      8.281     10.316      0.000
  56.6250      33.914    128.519     88.369     78.401     66.394      9.315    242.073     24.619     74.892     75.825    160.126    101.713      1.048     44.523     12.099      2.490    264.568     59.841     32.959     24.082     74.892     75.825      2.490     16.747     34.574     88.369     78.401    128.519     32.831    101.713     15.910     66.157      1.000     15.910      5.935     91.625     17.932     91.625     15.910    -24.823     88.369      1.000     -0.000      0.000      0.000      0.000      0.920      0.000      0.000      0.000      0.000      0.000     11.316     12.755      7.781      0.000      9.690      9.078      0.000
  56.7500      34.201    133.206     87.540     77.852     70.525    -22.112    244.648     24.556     68.669     70.556    163.276    101.561      1.037     44.144     13.015      2.469    264.821     58.915     35.156     24.090     68.669     70.556      2.469     16.779     42.452     87.540     77.852    133.206     33.044    101.561     16.616     61.878      1.000     16.616      5.935     87.749     21.506     87.749     16.616    -24.981     87.540      1.000      0.000      0.000      0.000      0.000      0.878      0.000      0.000      0.000      0.000      0.000     11.423     12.845      7.507      0.000     10.826      8.994      0.000
  56.8750      34.575    133.359     86.659     75.669     72.349     64.089    248.199     24.515     64.288     67.078    165.122    101.378      1.025     44.022     15.431      2.460    264.742     59.302     36.255     24.099     64.288     67.078      2.460     16.710     45.562     86.659     75.669    133.359     33.392    101.378     17.589     59.250      1.000     17.589      7.045     82.814     23.161     82.814     17.589    -25.170     86.659      1.000      0.000      0.000      0.000      0.000      0.817      0.000      0.000      0.000      0.000      0.000     11.540     13.216      7.499      0.000     11.334     10.946      0.000
  57.0000      34.724    127.809     85.744     73.857     71.505     -7.504    252.070     24.507     66.248     65.287    164.647    101.286      1.011     43.857     16.737      2.458    264.540     60.371    113.159     24.130     66.248     65.287      2.458     16.491     48.131     85.744     73.857    127.809     33.673    101.286     18.649     58.962      1.000     18.649      9.451     78.034     22.389     78.034     18.649    -25.267     85.744      1.000      0.000      0.000      0.000      0.000      0.749      0.000      0.000      0.000      0.000      0.000     11.663     13.540      7.824      0.000     11.447     12.468      0.000
  57.1250      34.765    120.279     84.531     72.462     64.296      2.683    257.041     24.486     68.189     65.126    162.246    101.215      0.993     43.719     16.727      2.465    264.357     61.927    -49.438     24.153     68.189     65.126      2.465     16.202     50.266     84.531     72.462    120.279     33.984    101.215     20.011     63.781      1.000     20.011     18.073     72.702     16.208     72.702     20.011    -25.344     84.531      1.000      0.000      0.000      0.000      0.000      0.657      0.000      0.000      0.000      0.000      0.000     11.830     13.800      8.314      0.000     11.125     14.189      0.000
  57.2500      34.837    113.521     83.131     71.266     59.384      0.439    258.996     24.438     70.777     66.707    158.384    101.170      0.947     43.980     16.133      2.468    264.056     64.480     28.564     24.178     70.777     66.707      2.468     15.891     53.662     83.131     71.266    113.521     34.265    101.170     20.547     67.059      1.000     20.547     26.546     71.230     12.394     71.230     20.547    -25.395     83.131      1.000      0.000      0.000      0.000      0.000      0.628      0.000      0.000      0.000      0.000      0.000     12.029     14.032      8.809      0.000     10.945     14.663      0.000
  57.3750      35.039    107.942     80.469     69.501     57.029     17.993    259.793     24.412     71.871     68.932    153.422    101.157      0.922     44.394     15.105      2.466    263.117     64.316    -17.578     24.205     71.871     68.932      2.466     15.712     55.096     80.469     69.501    107.942     34.668    101.157     20.765     68.564      1.000     20.765     32.074     71.633     10.671     71.633     20.765    -25.413     80.469      1.000      0.000      0.000      0.000      0.000      0.636      0.000      0.000      0.000      0.000      0.000     12.427     14.388      9.264      0.000     11.064     14.117      0.000
  57.5000      35.142    106.108     78.499     68.443     56.798     21.318    260.386     24.406     68.786     70.122    143.940    101.172      0.899     45.023     14.811      2.459    261.019     63.053      7.690     24.253     68.786     70.122      2.459     15.202     56.465     78.499     68.443    106.108     34.741    101.172     20.928     68.567      1.000     20.928     33.679     71.963     10.505     71.963     20.928    -25.405     78.499      1.000      0.000      0.000      0.000      0.000      0.643      0.000      0.000      0.000      0.000      0.000     12.739     14.611      9.424      0.000     11.472     13.869      0.000
  57.6250      35.203    105.296     77.125     67.603     60.486      1.613    261.324     24.409     65.269     70.106    136.738    101.192      0.881     45.957     15.230      2.437    257.635     61.198     10.986     24.257     65.269     70.106      2.437     14.301     57.907     77.125     67.603    105.296     34.772    101.192     21.185     65.592      1.000     21.185     28.503     71.666     13.223     71.666     21.185    -25.390     77.125      1.000      0.000      0.000      0.000      0.000      0.637      0.000      0.000      0.000      0.000      0.000     12.966     14.792      9.497      0.000     12.737     13.527      0.000
  57.7500      35.254    103.617     76.028     66.740     63.723     -0.673    261.834     24.428     62.363     63.426    131.792    101.229      0.855     48.357     16.010      2.420    249.083     58.364      9.888     24.255     62.363     63.426      2.420     12.265     61.500     76.028     66.740    103.617     34.857    101.229     21.324     62.928      1.000     21.324     24.618     71.692     15.748     71.692     21.324    -25.359     76.028      1.000      0.000      0.000      0.000      0.000      0.637      0.000      0.000      0.000      0.000      0.000     13.153     14.983      9.651      0.000     13.700     13.601      0.000
  57.8750      35.183     97.966     74.692     65.892     66.466      9.605    262.100     24.450     60.015     59.655    127.358    101.285      0.839     49.644     17.570      2.410    245.307     58.066     39.551     24.264     60.015     59.655      2.410     11.847     63.876     74.692     65.892     97.966     35.095    101.285     21.397     60.610      1.000     21.397     21.782     72.100     17.993     72.100     21.397    -25.309     74.692      1.000      0.000      0.000      0.000      0.000      0.645      0.000      0.000      0.000      0.000      0.000     13.388     15.176     10.208      0.000     14.269     14.532      0.000
  58.0000      35.041     93.989     74.203     65.719     68.847     25.166    262.134     24.472     59.343     59.108    120.608    101.314      0.819     51.043     18.636      2.405    242.531     58.727     45.044     24.365     59.343     59.108      2.405     12.208     66.793     74.203     65.719     93.989     35.156    101.314     21.406     58.568      1.000     21.406     19.509     72.319     20.025     72.319     21.406    -25.286     74.203      1.000      0.000      0.000      0.000      0.000      0.650      0.000      0.000      0.000      0.000      0.000     13.477     15.216     10.640      0.000     14.544     15.029      0.000
  58.1250      34.893     92.061     74.208     65.849     71.420      2.437    264.687     24.496     58.914     58.775    115.572    101.334      0.800     52.495     19.195      2.406    240.973     60.640     29.663     24.452     58.914     58.775      2.406     13.366     62.861     74.208     65.849     92.061     35.217    101.334     22.106     55.582      1.000     22.106     23.013     69.775     22.312     69.775     22.106    -25.271     74.208      1.000      0.000      0.000      0.000      0.000      0.597      0.000      0.000      0.000      0.000      0.000     13.476     15.186     10.862      0.000     14.403     14.947      0.000
  58.2500      34.788     91.899     74.443     66.050     72.213     36.485    266.158     24.538     58.752     58.667    112.169    101.341      0.765     55.115     19.596      2.409    242.339     67.785      4.395     24.551     58.752     58.667      2.409     16.336     61.734     74.443     66.050     91.899     35.266    101.341     22.509     54.454      1.000     22.509     26.026     68.272     23.037     68.272     22.509    -25.270     74.443      1.000      0.000      0.000      0.000      0.000      0.563      0.000      0.000      0.000      0.000      0.000     13.433     15.140     10.882      0.000     14.219     15.146      0.000
  58.3750      34.802     94.479     75.704     66.745     72.292     52.453    267.033     24.571     58.749     58.443    109.351    101.335      0.747     56.237     19.972      2.411    245.211     71.192    -28.564     24.650     58.749     58.443      2.411     16.914     67.824     75.704     66.745     94.479     35.156    101.335     22.749     54.142      1.000     22.749     28.425     66.869     23.109     66.869     22.749    -25.282     75.704      1.000      0.000      0.000      0.000      0.000      0.528      0.000      0.000      0.000      0.000      0.000     13.209     14.982     10.584      0.000     14.141     15.501      0.000
  58.5000      34.837     97.184     77.104     67.582     72.379   -180.383    267.684     24.596     55.832     56.769    106.833    101.332      0.727     57.204     20.124      2.411    248.931     72.632     86.792     24.513     55.832     56.769      2.411     16.644     74.317     77.104     67.582     97.184     35.004    101.332     22.927     53.883      1.000     22.927     30.527     65.644     23.190     65.644     22.927    -25.290     77.104      1.000      0.000      0.000      0.000      0.000      0.495      0.000      0.000      0.000      0.000      0.000     12.970     14.797     10.290      0.000     14.142     15.631      0.000
  58.6250      34.813    100.000     78.561     68.673     72.723    -84.261    268.064     24.621     52.173     55.109    106.263    101.342      0.708     57.910     20.101      2.414    252.844     71.227    -30.762     24.516     52.173     55.109      2.414     15.904     80.834     78.561     68.673    100.000     34.857    101.342     23.031     53.461      1.000     23.031     32.093     64.664     23.507     64.664     23.031    -25.286     78.561      1.000      0.000      0.000      0.000      0.000      0.467      0.000      0.000      0.000      0.000      0.000     12.729     14.562     10.000      0.000     13.964     15.519      0.000
  58.7500      34.688    103.366     80.272     69.975     72.879     11.892    267.451     24.663     51.553     53.555    107.362    101.375      0.680     58.829     20.002      2.421    258.083     62.575     10.986     24.503     51.553     53.555      2.421     14.744     92.386     80.272     69.975    103.366     34.766    101.375     22.863     53.485      1.000     22.863     31.287     64.445     23.652     64.445     22.863    -25.260     80.272      1.000      0.000      0.000      0.000      0.000      0.461      0.000      0.000      0.000      0.000      0.000     12.458     14.291      9.674      0.000     13.557     15.380      0.000
  58.8750      34.427    110.566     83.439     72.293     72.963     15.135    266.193     24.696     54.797     53.444    109.493    101.431      0.676     59.185     19.674      2.432    259.225     58.587     -2.197     24.478     54.797     53.444      2.432     14.841     96.881     83.439     72.293    110.566     34.814    101.431     22.519     53.751      1.000     22.519     29.488     64.201     23.730     64.201     22.519    -25.209     83.439      1.000      0.000      0.000      0.000      0.000      0.453      0.000      0.000      0.000      0.000      0.000     11.985     13.833      9.044      0.000     12.954     15.029      0.000
  59.0000      34.350    115.651     85.592     73.831     72.983     30.205    264.466     24.724     61.027     61.188    115.045    101.454      0.679     59.483     19.380      2.444    259.937     56.637     23.071     24.420     61.027     61.188      2.444     15.408    100.273     85.592     73.831    115.651     34.845    101.454     22.045     54.205      1.000     22.045     26.326     64.846     23.749     64.846     22.045    -25.191     85.592      1.000      0.000      0.000      0.000      0.000      0.473      0.000      0.000      0.000      0.000      0.000     11.683     13.544      8.647      0.000     12.272     14.730      0.000
  59.1250      34.360    119.618     87.163     74.987     72.385     33.433    260.079     24.758     65.891     65.221    120.199    101.450      0.687     59.710     19.207      2.457    260.500     56.838     20.874     24.408     65.891     65.221      2.457     16.289    109.964     87.163     74.987    119.618     34.802    101.450     20.844     55.961      1.000     20.844     18.516     68.350     23.195     68.350     20.844    -25.201     87.163      1.000      0.000      0.000      0.000      0.000      0.565      0.000      0.000      0.000      0.000      0.000     11.473     13.336      8.360      0.000     11.497     14.713      0.000
  59.2500      34.331    124.483     88.577     76.122     71.004     20.050    257.950     24.819     67.500     65.774    124.540    101.377      0.715     59.972     19.092      2.462    261.534     61.416     -3.296     24.404     67.500     65.774      2.462     18.167    121.846     88.577     76.122    124.483     34.650    101.377     20.260     57.804      1.000     20.260     15.608     69.938     21.936     69.938     20.260    -25.280     88.577      1.000      0.000      0.000      0.000      0.000      0.601      0.000      0.000      0.000      0.000      0.000     11.290     13.137      8.033      0.000     11.277     14.950      0.000
  59.3750      34.050    134.899     90.442     77.574     68.456     -9.303    256.305     24.867     67.565     66.220    129.111    101.211      0.734     60.023     18.676      2.459    261.910     64.315      0.000     24.411     67.565     66.220      2.459     18.856    120.944     90.442     77.574    134.899     34.350    101.211     19.810     60.504      1.000     19.810     14.122     70.915     19.686     70.915     19.810    -25.452     90.442      1.000      0.000      0.000      0.000      0.000      0.621      0.000      0.000      0.000      0.000      0.000     11.057     12.891      7.413      0.000     11.457     15.164      0.000
  59.5000      33.855    140.580     91.096     77.944     64.952     22.143    254.416     24.900     65.167     66.552    137.068    101.089      0.757     60.000     18.029      2.454    262.149     67.022     12.085     24.437     65.167     66.552      2.454     19.355    119.494     91.096     77.944    140.580     34.350    101.089     19.292     63.967      1.000     19.292     14.881     72.754     16.741     72.754     19.292    -25.579     91.096      1.000      0.000      0.000      0.000      0.000      0.658      0.000      0.000      0.000      0.000      0.000     10.977     12.830      7.113      0.000     11.767     15.341      0.000
  59.6250      33.851    140.332     90.970     77.498     59.202      1.246    251.970     24.929     63.732     64.919    143.337    100.969      0.780     59.863     17.193      2.447    262.130     69.321     28.564     24.457     63.732     64.919      2.447     19.711    117.818     90.970     77.498    140.332     34.363    100.969     18.622     69.119      1.000     18.622     17.404     75.728     12.259     75.728     18.622    -25.705     90.970      1.000      0.000      0.000      0.000      0.000      0.711      0.000      0.000      0.000      0.000      0.000     10.993     12.904      7.126      0.000     12.210     15.760      0.000
  59.7500      34.037    136.317     90.305     76.726     57.086      5.149    251.075     24.953     64.592     63.564    147.322    100.826      0.825     59.335     16.236      2.444    265.356     71.969     -4.395     24.480     64.592     63.564      2.444     20.097    114.951     90.305     76.726    136.317     34.320    100.826     18.377     70.911      1.000     18.377     18.667     77.155     10.712     77.155     18.377    -25.855     90.305      1.000      0.000      0.000      0.000      0.000      0.735      0.000      0.000      0.000      0.000      0.000     11.074     13.033      7.336      0.000     12.398     15.236      0.000
  59.8750      34.613    125.999     88.601     74.928     57.492     47.256    251.006     24.957     63.628     62.899    150.290    100.636      0.849     58.985     15.105      2.443    266.369     72.278     47.241     24.504     63.628     62.899      2.443     20.137    114.209     88.601     74.928    125.999     33.954    100.636     18.358     70.638      1.000     18.358     18.120     78.034     11.004     78.034     18.358    -26.050     88.601      1.000      0.000      0.000      0.000      0.000      0.749      0.000      0.000      0.000      0.000      0.000     11.287     13.346      7.937      0.000     12.415     14.024      0.000
  60.0000      35.007    119.026     87.344     73.395     59.293    -36.529    251.407     24.944     60.059     60.715    152.245    100.528      0.875     58.603     14.751      2.443    267.209     72.296     53.833     24.554     60.059     60.715      2.443     20.083    114.193     87.344     73.395    119.026     33.819    100.528     18.468     69.206      1.000     18.468     16.689     78.113     12.327     78.113     18.468    -26.164     87.344      1.000      0.000      0.000      0.000      0.000      0.750      0.000      0.000      0.000      0.000      0.000     11.449     13.625      8.402      0.000     12.424     13.299      0.000
  60.1250      35.216    114.305     86.241     71.912     64.211      6.186    253.704     24.918     57.708     59.450    152.500    100.429      0.902     58.200     15.127      2.438    267.811     72.402   -242.797     24.580     57.708     59.450      2.438     19.963    115.128     86.241     71.912    114.305     33.862    100.429     19.097     64.764      1.000     19.097     14.775     75.769     16.139     75.769     19.097    -26.268     86.241      1.000      0.000      0.000      0.000      0.000      0.712      0.000      0.000      0.000      0.000      0.000     11.595     13.906      8.749      0.000     12.696     12.608      0.000
  60.2500      35.301    109.025     84.951     70.332     67.360     52.759    256.051     24.853     56.109     58.039    151.590    100.338      0.953     57.376     15.813      2.430    268.132     72.809    -41.748     24.604     56.109     58.039      2.430     19.531    119.623     84.951     70.332    109.025     34.100    100.338     19.740     61.513      1.000     19.740     14.637     73.619     18.747     73.619     19.740    -26.366     84.951      1.000      0.000      0.000      0.000      0.000      0.674      0.000      0.000      0.000      0.000      0.000     11.771     14.218      9.172      0.000     13.089     12.564      0.000
  60.3750      35.306     99.435     82.065     67.799     69.275     17.064    258.250     24.798     53.026     56.903    149.970    100.244      0.976     56.958     17.011      2.423    267.267     72.897     26.367     24.629     53.026     56.903      2.423     19.305    122.845     82.065     67.799     99.435     34.802    100.244     20.342     59.259      1.000     20.342     15.288     72.526     20.399     72.526     20.342    -26.465     82.065      1.000      0.000      0.000      0.000      0.000      0.654      0.000      0.000      0.000      0.000      0.000     12.185     14.749     10.057      0.000     13.506     13.300      0.000
  60.5000      35.241     93.517     80.000     66.152     70.568     21.376    260.205     24.769     49.365     52.160    145.252    100.193      0.997     56.551     17.840      2.416    265.902     72.981     12.085     24.680     49.365     52.160      2.416     19.158    126.325     80.000     66.152     93.517     35.083    100.193     20.878     57.578      1.000     20.878     17.079     71.426     21.544     71.426     20.878    -26.521     80.000      1.000      0.000      0.000      0.000      0.000      0.632      0.000      0.000      0.000      0.000      0.000     12.500     15.117     10.693      0.000     13.865     13.807      0.000
  60.6250      35.076     90.804     78.606     65.050     71.256     24.671    262.971     24.759     47.470     49.239    140.275    100.134      1.013     56.208     18.311      2.414    264.074     72.984     35.156     24.704     47.470     49.239      2.414     19.059    129.693     78.606     65.050     90.804     35.266    100.134     21.636     56.201      1.000     21.636     21.226     69.298     22.163     69.298     21.636    -26.587     78.606      1.000      0.000      0.000      0.000      0.000      0.587      0.000      0.000      0.000      0.000      0.000     12.722     15.373     11.013      0.000     13.964     14.105      0.000
  60.7500      34.829     89.306     77.448     64.025     70.864      1.307    264.691     24.814     47.981     49.000    135.835    100.029      1.038     55.720     18.757      2.418    258.981     72.221     32.959     24.735     47.981     49.000      2.418     18.481    134.671     77.448     64.025     89.306     35.315    100.029     22.107     56.083      1.000     22.107     24.097     68.195     21.810     68.195     22.107    -26.697     77.448      1.000      0.000      0.000      0.000      0.000      0.561      0.000      0.000      0.000      0.000      0.000     12.912     15.619     11.197      0.000     13.745     14.650      0.000
