FORWARD_TEXT_FORMAT_1.0
STDEP =   159.1000
ENDEP =   899.1000
RLEV  =     0.1250
CURVENAME =  RML, RMN, CAL, CNL, DEN, RILD, RILM, RLL8, DSP, SP, DEVI, AZIM, SP1, MMD, GR, AC, SP%, cal%, rml%, rmn%, GR%, AC%, MMD%, rild%, rilm%, rll8%, DSP%, den%, cnl%, SP1%, R4.0, R4.0%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           RML        RMN        CAL        CNL        DEN       RILD       RILM       RLL8        DSP         SP       DEVI       AZIM        SP1        MMD         GR         AC        SP%       cal%       rml%       rmn%        GR%        AC%       MMD%      rild%      rilm%      rll8%       DSP%       den%       cnl%       SP1%       R4.0      R4.0%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 303.6000      12.413     15.309     22.498     17.612      2.544     25.684     25.903     26.932     87.604     80.234      0.206    277.011     35.955    -14.204     80.399    262.231     76.890     22.411     12.413     15.309     94.847    282.300     -6.810     25.684     25.903     26.932     67.569      2.544     17.612     37.901     41.765     29.316     14.766     67.844      1.000     14.766      2.447     92.260     17.390     98.402     14.766     -9.954     25.684      1.000      0.000      0.000      0.000      0.000      0.927      0.000      0.000      0.000      0.000      0.000     38.935     38.605     37.131      0.000      7.119     12.605      0.000
 303.7250      13.215     19.252     22.491     17.899      2.545     25.683     26.042     27.278     87.696     80.600      0.209    275.733     35.997    -14.755     80.236    260.266     76.642     22.429     13.215     19.252     90.459    278.963    -24.576     25.683     26.042     27.278     67.419      2.545     17.899     38.002     43.599     23.689     14.915     67.613      1.000     14.915      2.570     91.484     17.473     98.236     14.915     -9.618     25.683      1.000      0.000      0.000      0.000      0.000      0.919      0.000      0.000      0.000      0.000      0.000     38.937     38.399     36.660      0.000      7.071     12.929      0.000
 303.8500      22.600     36.354     22.485     19.112      2.537     25.653     26.187     27.743     87.763     80.939      0.213    274.351     36.031     -3.576     83.591    261.800     76.432     22.446     22.600     36.354     86.583    276.300    -14.676     25.653     26.187     27.743     67.225      2.537     19.112     38.088     45.571     19.464     15.486     64.992      1.000     15.486      2.976     88.680     19.522     97.626     15.486     -9.317     25.653      1.000      0.000      0.000      0.000      0.000      0.889      0.000      0.000      0.000      0.000      0.000     38.982     38.187     36.045      0.000      7.434     13.366      0.000
 303.9750      35.595     48.113     22.478     21.999      2.518     25.559     26.168     28.022     87.804     81.244      0.216    272.894     36.053      6.680     90.101    267.689     76.264     22.464     35.595     48.113     83.951    274.313     38.369     25.559     26.168     28.022     66.988      2.518     21.999     38.162     47.451     16.466      0.102     66.473      0.000      0.102      0.010     99.899     33.426     99.900      0.102     -9.053     25.559      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.125     38.215     35.686      0.000  -9997.778  -9997.777      0.000
 304.1000      28.371     31.335     22.466     27.113      2.490     25.354     25.975     27.921     87.816     81.511      0.220    271.359     36.063     -8.667     98.350    277.180     76.144     22.482     28.371     31.335     81.537    272.600    -26.243     25.354     25.975     27.921     66.700      2.490     27.113     38.221     49.128     14.550      0.100     58.385      0.000      0.100      0.010     99.900     41.515     99.900      0.100     -8.827     25.354      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.441     38.499     35.815      0.000  -9999.000  -9999.000      0.000
 304.2250      12.180     12.406     22.453     32.286      2.460     25.147     25.675     27.387     87.799     81.740      0.223    269.738     36.062    -22.711    110.365    288.284     76.070     22.500     12.180     12.406     81.683    271.025    -27.991     25.147     25.675     27.387     66.360      2.460     32.286     38.262     50.632     13.460      0.100     44.820      0.000      0.100      0.010     99.900     55.080     99.900      0.100     -8.640     25.147      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.766     38.948     36.514      0.000  -9999.000  -9999.000      0.000
 304.3500      11.052     12.798     22.437     34.065      2.438     25.100     25.348     26.634     87.749     81.930      0.227    268.124     36.047      5.788    120.827    297.943     76.040     22.493     11.052     12.798     82.561    269.550     16.437     25.100     25.348     26.634     65.964      2.438     34.065     38.284     52.029     12.957      0.100     31.020      0.000      0.100      0.010     99.900     68.880     99.900      0.100     -8.493     25.100      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.840     39.451     37.546      0.000  -9999.000  -9999.000      0.000
 304.4750      11.671     13.545     22.429     33.487      2.437     25.274     25.143     25.932     87.666     82.081      0.230    266.507     36.024      0.031    126.006    302.744     76.050     22.487     11.671     13.545     83.804    268.025      2.074     25.274     25.143     25.932     65.511      2.437     33.487     38.288     53.327     12.874      0.100     23.413      0.000      0.100      0.010     99.900     76.487     99.900      0.100     -8.386     25.274      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.566     39.772     38.563      0.000  -9999.000  -9999.000      0.000
 304.6000       9.045      9.228     22.427     29.981      2.458     25.620     25.217     25.570     87.547     82.191      0.234    264.896     35.995    -28.904    124.836    300.383     76.089     22.481      9.045      9.228     85.047    266.513    -12.080     25.620     25.217     25.570     64.997      2.458     29.981     38.279     54.411     13.103      0.100     25.179      0.000      0.100      0.010     99.900     74.721     99.900      0.100     -8.317     25.620      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.033     39.655     39.108      0.000  -9999.000  -9999.000      0.000
 304.7250       7.343      5.874     22.430     24.462      2.493     26.097     25.609     25.883     87.390     82.264      0.237    263.290     35.964     -3.421    121.358    290.450     76.152     22.470      7.343      5.874     84.755    265.150    -24.577     26.097     25.609     25.883     64.429      2.493     24.462     38.261     55.134     13.588      0.100     30.265      0.000      0.100      0.010     99.900     69.635     99.900      0.100     -8.286     26.097      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.319     39.048     38.636      0.000  -9999.000  -9999.000      0.000
 304.8500       8.307      9.553     22.443     18.334      2.529     26.606     26.329     27.138     87.190     82.298      0.240    261.810     35.936     -6.393    111.219    274.769     76.230     22.457      8.307      9.553     83.804    264.000      6.067     26.606     26.329     27.138     63.811      2.529     18.334     38.231     55.479     14.316      0.100     43.766      0.000      0.100      0.010     99.900     56.134     99.900      0.100     -8.292     26.606      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.586     37.981     36.848      0.000  -9999.000  -9999.000      0.000
 304.9750      15.271     20.097     22.469     14.419      2.557     27.064     27.277     29.473     86.945     82.295      0.242    260.456     35.916    -11.355     98.372    257.108     76.312     22.440     15.271     20.097     82.488    263.625     26.879     27.064     27.277     29.473     63.152      2.557     14.419     38.188     55.608     15.314      0.100     58.362      0.000      0.100      0.010     99.900     41.538     99.900      0.100     -8.333     27.064      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.950     36.661     33.929      0.000  -9999.000  -9999.000      0.000
 305.1000      25.755     34.531     22.508     12.670      2.560     27.466     28.271     32.834     86.649     82.258      0.245    259.188     35.910     -9.725     88.134    242.054     76.388     22.429     25.755     34.531     80.879    264.525    -37.486     27.466     28.271     32.834     62.461      2.560     12.670     38.134     55.800     16.613      0.100     68.269      0.000      0.100      0.010     99.900     31.631     99.900      0.100     -8.406     27.466      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.409     35.372     30.456      0.000  -9999.000  -9999.000      0.000
 305.2250      30.636     42.118     22.545     13.047      2.534     27.716     29.162     36.814     86.301     82.188      0.247    258.001     35.921    -19.939     82.140    233.635     76.448     22.427     30.636     42.118     80.952    266.462     -6.364     27.716     29.162     36.814     61.754      2.534     13.047     38.072     56.364     18.246      0.100     73.449      0.000      0.100      0.010     99.900     26.451     99.900      0.100     -8.506     27.716      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.080     34.291     27.164      0.000  -9999.000  -9999.000      0.000
 305.3500      33.487     43.522     22.582     15.664      2.484     27.754     29.757     40.337     85.897     82.091      0.248    256.928     35.948      5.276     81.757    233.988     76.482     22.427     33.487     43.522     81.171    268.800     18.648     27.754     29.757     40.337     61.046      2.484     15.664     38.002     57.692     20.232      0.100     73.766      0.000      0.100      0.010     99.900     26.134     99.900      0.100     -8.630     27.754      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.031     33.605     24.791      0.000  -9999.000  -9999.000      0.000
 305.4750      36.048     41.256     22.622     20.778      2.417     27.611     29.872     42.001     85.435     81.971      0.250    255.971     35.989    -14.861     91.769    243.100     76.488     22.437     36.048     41.256     81.391    270.325    -12.864     27.611     29.872     42.001     60.355      2.417     20.778     37.921     60.250     22.575      0.100     64.912      0.000      0.100      0.010     99.900     34.988     99.900      0.100     -8.771     27.611      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.218     33.476     23.809      0.000  -9999.000  -9999.000      0.000
 305.6000      28.244     30.698     22.655     26.119      2.350     27.287     29.456     41.118     84.913     81.833      0.251    255.131     36.040    -27.084    110.383    258.745     76.458     22.459     28.244     30.698     81.976    269.688    -17.284     27.287     29.456     41.118     59.696      2.350     26.119     37.830     64.481     25.260      0.100     44.798      0.000      0.100      0.010     99.900     55.102     99.900      0.100     -8.923     27.287      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.647     33.949     24.320      0.000  -9999.000  -9999.000      0.000
 305.7250      15.816     18.343     22.676     31.021      2.307     26.720     28.578     37.995     84.337     81.684      0.252    254.374     36.098     13.804    131.376    276.879     76.390     22.497     15.816     18.343     80.733    266.875     -8.954     26.720     28.578     37.995     59.086      2.307     31.021     37.730     70.390     28.211      0.100     14.924      0.000      0.100      0.010     99.900     84.976     99.900      0.100     -9.079     26.720      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.426     34.992     26.319      0.000  -9999.000  -9999.000      0.000
 305.8500      13.576     17.104     22.683     34.230      2.302     25.955     27.346     33.933     83.713     81.532      0.254    253.728     36.158      1.225    150.788    293.101     76.288     22.536     13.576     17.104     79.636    263.113      8.745     25.955     27.346     33.933     58.538      2.302     34.230     37.626     77.370     31.326      0.100      0.002      0.000      0.100      0.010     99.900     99.898     99.900      0.100     -9.234     25.955      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.528     36.569     29.470      0.000  -9999.000  -9999.000      0.000
 305.9750      15.178     14.860     22.674     34.248      2.335     25.077     25.906     30.206     83.049     81.380      0.254    253.286     36.210    -10.303    162.796    303.849     76.148     22.571     15.178     14.860     81.610    260.213      1.956     25.077     25.906     30.206     58.066      2.335     34.248     37.516     84.241     34.496      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -9.385     25.077      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     39.878     38.601     33.106      0.000  -9999.000  -9999.000      0.000
 306.1000      12.128      6.304     22.669     31.919      2.389     24.155     24.454     27.404     82.356     81.232      0.255    253.053     36.249    -11.902    162.202    307.305     75.974     22.613     12.128      6.304     88.118    260.387    -32.939     24.155     24.454     27.404     57.674      2.389     31.919     37.398     89.650     37.640      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -9.530     24.155      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     41.399     40.893     36.491      0.000  -9999.000  -9999.000      0.000
 306.2250       6.732      7.334     22.655     29.106      2.450     23.211     23.089     25.445     81.648     81.091      0.255    253.049     36.273     -1.564    151.680    304.156     75.776     22.650      6.732      7.334     94.626    265.024      0.629     23.211     23.089     25.445     57.370      2.450     29.106     37.269     92.743     40.734      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -9.665     23.211      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     43.083     43.311     39.300      0.000  -9999.000  -9999.000      0.000
 306.3500       7.493      9.882     22.627     26.474      2.498     22.275     21.812     23.947     80.943     80.959      0.256    253.005     36.279      1.972    138.167    297.228     75.556     22.672      7.493      9.882    106.838    273.761     17.545     22.275     21.812     23.947     57.150      2.498     26.474     37.132     93.276     43.764      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -9.789     22.275      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     44.894     45.846     41.759      0.000  -9999.000  -9999.000      0.000
 306.4750       8.697     10.960     22.599     24.733      2.522     21.437     20.659     22.850     80.256     80.838      0.256    252.949     36.263    -28.544    124.049    290.059     75.324     22.687      8.697     10.960    118.392    284.961    -39.829     21.437     20.659     22.850     57.009      2.522     24.733     36.987     91.333     46.666      0.100     11.580      0.000      0.100      0.010     99.900     88.320     99.900      0.100     -9.902     21.437      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     46.649     48.404     43.763      0.000  -9999.000  -9999.000      0.000
 306.6000       9.889     12.220     22.571     24.899      2.522     20.746     19.712     22.215     79.604     80.729      0.257    252.869     36.224    -17.597    113.847    285.879     75.089     22.674      9.889     12.220    126.363    295.836     -4.072     20.746     19.712     22.215     56.939      2.522     24.899     36.837     86.948     49.280      0.100     29.270      0.000      0.100      0.010     99.900     70.630     99.900      0.100    -10.006     20.746      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     48.203     50.731     45.015      0.000  -9999.000  -9999.000      0.000
 306.7250      14.433     16.473     22.542     26.682      2.509     20.164     18.968     21.974     79.004     80.628      0.258    252.767     36.159     16.760    110.910    286.631     74.864     22.672     14.433     16.473    125.194    302.724     -1.943     20.164     18.968     21.974     56.929      2.509     26.682     36.680     80.105     51.348      0.100     33.868      0.000      0.100      0.010     99.900     66.032     99.900      0.100    -10.101     20.164      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     49.593     52.721     45.507      0.000  -9999.000  -9999.000      0.000
 306.8500      12.007     13.074     22.529     29.696      2.486     19.672     18.350     21.981     78.467     80.537      0.258    252.555     36.075     -6.221    112.007    292.458     74.666     22.662     12.007     13.074    124.024    302.787    -16.479     19.672     18.350     21.981     56.960      2.486     29.696     36.520     70.804     52.615      0.100     32.175      0.000      0.100      0.010     99.900     67.725     99.900      0.100    -10.186     19.672      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     50.833     54.495     45.494      0.000  -9999.000  -9999.000      0.000
 306.9750       8.277      8.634     22.518     33.092      2.461     19.300     17.862     22.051     78.007     80.455      0.258    252.230     35.976    -19.971    113.218    302.214     74.510     22.635      8.277      8.634    115.323    294.938      0.246     19.300     17.862     22.051     57.015      2.461     33.092     36.355     59.528     52.956      0.100     30.272      0.000      0.100      0.010     99.900     69.628     99.900      0.100    -10.264     19.300      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     51.815     55.986     45.350      0.000  -9999.000  -9999.000      0.000
 307.1000       7.445      7.400     22.516     36.743      2.440     19.086     17.494     22.096     77.629     80.380      0.259    251.868     35.867     -0.172    114.248    314.006     74.404     22.606      7.445      7.400    101.941    280.302    -32.270     19.086     17.494     22.096     57.081      2.440     36.743     36.189     47.477     52.498      0.100     28.626      0.000      0.100      0.010     99.900     71.274     99.900      0.100    -10.339     19.086      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     52.394     57.163     45.256      0.000  -9999.000  -9999.000      0.000
 307.2250       7.889      7.873     22.527     40.291      2.425     19.014     17.203     22.017     77.337     80.308      0.259    251.461     35.754      7.904    113.272    325.643     74.357     22.581      7.889      7.873     90.314    262.277      7.906     19.014     17.203     22.017     57.146      2.425     40.291     36.021     36.317     51.573      0.100     30.187      0.000      0.100      0.010     99.900     69.713     99.900      0.100    -10.416     19.014      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     52.594     58.128     45.419      0.000  -9999.000  -9999.000      0.000
 307.3500       7.442      6.748     22.541     42.519      2.411     19.122     17.035     21.767     77.129     80.235      0.259    250.986     35.648     -4.825    109.843    335.247     74.378     22.545      7.442      6.748     83.220    245.452     -0.654     19.122     17.035     21.767     57.203      2.411     42.519     35.845     27.443     50.604      0.100     35.487      0.000      0.100      0.010     99.900     64.413     99.900      0.100    -10.497     19.122      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     52.297     58.704     45.941      0.000  -9999.000  -9999.000      0.000
 307.4750       7.077      6.073     22.562     44.306      2.395     19.510     17.087     21.552     76.999     80.157      0.259    250.432     35.554    -27.579    106.273    341.471     74.468     22.533      7.077      6.073     79.709    234.401    -46.856     19.510     17.087     21.552     57.251      2.395     44.306     35.663     21.506     49.927      0.100     40.718      0.000      0.100      0.010     99.900     59.182     99.900      0.100    -10.588     19.510      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     51.255     58.523     46.398      0.000  -9999.000  -9999.000      0.000
 307.6000       6.097      5.572     22.596     44.273      2.380     20.203     17.418     21.689     76.938     80.070      0.259    249.903     35.478      2.415    103.260    343.322     74.625     22.519      6.097      5.572     86.363    231.913     17.388     20.203     17.418     21.689     57.286      2.380     44.273     35.479     18.364     49.756      0.100     44.913      0.000      0.100      0.010     99.900     54.987     99.900      0.100    -10.691     20.203      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     49.497     57.410     46.106      0.000  -9999.000  -9999.000      0.000
 307.7250       5.027      5.558     22.605     41.372      2.368     21.143     18.033     22.410     76.934     79.970      0.258    249.445     35.421      8.150    100.906    340.172     74.842     22.514      5.027      5.558    103.912    238.649      5.754     21.143     18.033     22.410     57.320      2.368     41.372     35.287     17.209     50.272      0.100     48.058      0.000      0.100      0.010     99.900     51.842     99.900      0.100    -10.813     21.143      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     47.296     55.455     44.622      0.000  -9999.000  -9999.000      0.000
 307.8500       5.110      6.166     22.600     37.382      2.366     22.376     18.972     23.872     76.968     79.851      0.257    249.045     35.385    -32.108     98.958    331.870     75.114     22.523      5.110      6.166    124.899    253.086     -8.934     22.376     18.972     23.872     57.357      2.366     37.382     35.084     17.199     51.663      0.100     50.576      0.000      0.100      0.010     99.900     49.324     99.900      0.100    -10.959     22.376      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     44.691     52.710     41.889      0.000  -9999.000  -9999.000      0.000
 307.9750       5.593      6.461     22.587     32.171      2.379     23.974     20.311     26.185     77.025     79.708      0.256    248.613     35.368    -14.056     96.910    318.790     75.433     22.537      5.593      6.461    145.886    271.423    -13.369     23.974     20.311     26.185     57.402      2.379     32.171     34.869     17.708     54.170      0.100     53.143      0.000      0.100      0.010     99.900     46.757     99.900      0.100    -11.131     23.974      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     41.713     49.235     38.190      0.000  -9999.000  -9999.000      0.000
 308.1000       9.648      7.435     22.554     25.698      2.407     25.871     22.165     29.897     77.091     79.541      0.255    248.131     35.371     10.963     94.196    302.224     75.790     22.551      9.648      7.435    161.756    289.085     -8.619     25.871     22.165     29.897     57.465      2.407     25.698     34.636     18.317     57.998      0.100     56.422      0.000      0.100      0.010     99.900     43.478     99.900      0.100    -11.330     25.871      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.653     45.117     33.448      0.000  -9999.000  -9999.000      0.000
 308.2250      15.456     17.749     22.498     20.969      2.439     28.006     24.591     36.445     77.155     79.344      0.254    247.586     35.388     -0.274     90.188    284.439     76.173     22.592     15.456     17.749    165.121    302.073     14.198     28.006     24.591     36.445     57.551      2.439     20.969     34.386     18.754     63.090      0.100     61.021      0.000      0.100      0.010     99.900     38.879     99.900      0.100    -11.560     28.006      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.707     40.665     27.439      0.000  -9999.000  -9999.000      0.000
 308.3500      23.205     32.054     22.426     18.918      2.467     30.451     27.541     47.435     77.210     79.117      0.252    247.149     35.416    -10.529     87.151    267.938     76.570     22.606     23.205     32.054    155.689    307.812    -25.309     30.451     27.541     47.435     57.661      2.467     18.918     34.117     18.908     69.177      0.100     64.321      0.000      0.100      0.010     99.900     35.579     99.900      0.100    -11.820     30.451      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.839     36.309     21.082      0.000  -9999.000  -9999.000      0.000
 308.4750      36.207     45.457     22.334     17.541      2.485     33.311     30.997     62.728     77.256     78.862      0.250    246.774     35.456     -9.713     86.435    254.824     76.971     22.603     36.207     45.457    142.746    306.175    -35.752     33.311     30.997     62.728     57.798      2.485     17.541     33.826     18.804     75.692     13.392     65.752      1.000     13.392      1.597     87.962     20.855     97.467     13.392    -12.107     33.311      1.000      0.000      0.000      0.000      0.000      0.880      0.000      0.000      0.000      0.000      0.000     30.020     32.261     15.942      0.000      9.931      9.791      0.000
 308.6000      35.850     44.870     22.260     17.462      2.496     36.513     35.062     80.679     77.291     78.578      0.248    246.462     35.502      4.211     87.825    246.124     77.370     22.593     35.850     44.870    127.975    299.663     22.809     36.513     35.062     80.679     57.960      2.496     17.462     33.522     18.519     81.928     12.943     65.994      1.000     12.943      1.421     86.478     21.063     97.136     12.943    -12.414     36.513      1.000      0.000      0.000      0.000      0.000      0.863      0.000      0.000      0.000      0.000      0.000     27.387     28.521     12.395      0.000      9.307      9.299      0.000
 308.7250      35.383     44.015     22.190     18.036      2.504     40.009     39.939     98.888     77.325     78.274      0.245    246.217     35.552    -10.868     89.491    241.477     77.758     22.569     35.383     44.015    115.323    291.813      3.312     40.009     39.939     98.888     58.144      2.504     18.036     33.210     18.093     87.194     12.788     65.458      1.000     12.788      1.447     83.460     21.754     91.675     12.788    -12.732     40.009      1.000      0.000      0.000      0.000      0.000      0.886      0.000      0.000      0.000      0.000      0.000     24.995     25.039     10.112      0.000      8.916      9.366      0.000
 308.8500      34.948     42.695     22.121     18.451      2.509     43.594     45.688    112.745     77.364     77.959      0.242    246.050     35.599    -31.202     91.020    239.877     78.125     22.515     34.948     42.695    110.569    286.163    -27.385     43.594     45.688    112.745     58.342      2.509     18.451     32.899     17.516     90.798     12.866     64.478      1.000     12.866      1.637     79.544     22.656     85.414     12.866    -13.055     43.594      1.000      0.000      0.000      0.000      0.000      0.839      0.000      0.000      0.000      0.000      0.000     22.939     21.888      8.870      0.000      8.686      9.304      0.000
 308.9750      34.299     41.959     22.066     18.454      2.512     46.714     52.168    119.708     77.412     77.640      0.238    246.012     35.642      9.025     89.608    240.683     78.470     22.452     34.299     41.959    111.665    285.250     -3.535     46.714     52.168    119.708     58.544      2.512     18.454     32.599     16.803     92.269     13.136     64.648      1.000     13.136      1.990     75.507     22.216     81.452     13.136    -13.370     46.714      1.000      0.000      0.000      0.000      0.000      0.785      0.000      0.000      0.000      0.000      0.000     21.407     19.169      8.354      0.000      8.566      9.748      0.000
 309.1000      33.474     40.762     22.050     17.938      2.511     48.984     59.056    121.748     77.478     77.328      0.234    246.065     35.682     10.546     84.830    243.465     78.790     22.355     33.474     40.762    112.762    289.687      7.274     48.984     59.056    121.748     58.734      2.511     17.938     32.312     16.088     91.409     13.591     66.153      1.000     13.591      2.567     71.647     20.256     78.476     13.591    -13.668     48.984      1.000      0.000      0.000      0.000      0.000      0.727      0.000      0.000      0.000      0.000      0.000     20.415     16.933      8.214      0.000      8.607     10.653      0.000
 309.2250      32.162     39.961     22.052     17.188      2.507     50.572     65.702    123.451     77.568     77.033      0.230    246.221     35.716    -21.347     78.820    248.156     79.086     22.279     32.162     39.961    114.225    298.586      9.299     50.572     65.702    123.451     58.901      2.507     17.188     32.045     15.614     88.253     14.210     67.813      1.000     14.210      3.476     67.913     17.977     75.057     14.210    -13.937     50.572      1.000      0.000      0.000      0.000      0.000      0.661      0.000      0.000      0.000      0.000      0.000     19.774     15.220      8.100      0.000      8.789     11.550      0.000
 309.3500      33.801     42.769     22.072     16.024      2.501     51.663     71.069    128.077     77.682     76.767      0.226    246.495     35.747    -12.527     72.542    254.535     79.354     22.210     33.801     42.769    114.298    310.224    -36.016     51.663     71.069    128.077     59.037      2.501     16.024     31.808     15.669     83.133     14.857     69.400      1.000     14.857      4.656     64.715     15.744     70.970     14.857    -14.170     51.663      1.000      0.000      0.000      0.000      0.000      0.694      0.000      0.000      0.000      0.000      0.000     19.356     14.071      7.808      0.000      9.046     11.951      0.000
 309.4750      37.590     46.822     22.106     14.525      2.498     52.452     74.263    133.648     77.822     76.538      0.222    246.889     35.774     -4.656     67.713    261.203     79.594     22.140     37.590     46.822    111.008    322.349     -8.973     52.452     74.263    133.648     59.128      2.498     14.525     31.600     16.491     76.477     15.358     70.515      1.000     15.358      5.785     62.453     14.127     67.555     15.358    -14.363     52.452      1.000      0.000      0.000      0.000      0.000      0.652      0.000      0.000      0.000      0.000      0.000     19.065     13.466      7.482      0.000      9.190     11.556      0.000
 309.6000      39.865     52.517     22.151     13.345      2.502     53.077     75.718    138.322     77.988     76.348      0.219    247.293     35.799      3.252     65.699    266.369     79.803     22.072     39.865     52.517    107.278    332.899     27.496     53.077     75.718    138.322     59.173      2.502     13.345     31.432     18.313     68.839     15.556     70.978      1.000     15.556      6.329     61.417     13.466     65.689     15.556    -14.510     53.077      1.000      0.000      0.000      0.000      0.000      0.632      0.000      0.000      0.000      0.000      0.000     18.841     13.207      7.230      0.000      9.005     10.812      0.000
 309.7250      43.896     60.723     22.198     11.973      2.513     53.331     76.116    138.955     78.174     76.204      0.215    247.703     35.823    -17.388     64.915    268.410     79.986     22.050     43.896     60.723    104.061    340.412    -34.408     53.331     76.116    138.955     59.171      2.513     11.973     31.309     21.413     60.825     15.341     71.706      1.000     15.341      5.842     61.995     12.953     66.312     15.341    -14.611     53.331      1.000      0.000      0.000      0.000      0.000      0.643      0.000      0.000      0.000      0.000      0.000     18.751     13.138      7.197      0.000      8.522      9.607      0.000
 309.8500      44.538     64.565     22.253     10.453      2.530     52.986     75.261    134.476     78.373     76.107      0.212    248.071     35.841    -23.747     63.047    266.192     80.139     22.048     44.538     64.565    101.501    343.800    -27.055     52.986     75.261    134.476     59.121      2.530     10.453     31.234     26.028     53.084     14.748     73.555      1.000     14.748      4.566     64.299     11.697     69.685     14.748    -14.666     52.986      1.000      0.000      0.000      0.000      0.000      0.687      0.000      0.000      0.000      0.000      0.000     18.873     13.287      7.436      0.000      7.758      8.475      0.000
 309.9750      45.404     66.903     22.296      9.611      2.551     51.957     73.190    126.827     78.573     76.055      0.208    248.405     35.853     16.192     60.709    260.082     80.264     22.064     45.404     66.903     99.600    342.275     14.463     51.957     73.190    126.827     59.032      2.551      9.611     31.213     32.110     46.204     13.954     75.891      1.000     13.954      3.592     68.040     10.156     75.187     13.954    -14.680     51.957      1.000      0.000      0.000      0.000      0.000      0.749      0.000      0.000      0.000      0.000      0.000     19.247     13.663      7.885      0.000      6.825      8.104      0.000
