FORWARD_TEXT_FORMAT_1.0
STDEP =   120.0000
ENDEP =  1020.0000
RLEV  =     0.1250
CURVENAME =  SP, GR, AC, DEVI, AZIM, SP1, MMD, rll8, RILD, RILM, SSD, LSD, SP2, TEN, SPD, DEN, CORR, CNL, CAL, RML, RMN, R4.0, rll8%, rild%, rilm%, sp1%, cal%, rml%, rmn%, sp%, cn%, ac%, gr%, den%, r4.0%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, cnl%
END
#DEPTH            SP         GR         AC       DEVI       AZIM        SP1        MMD       rll8       RILD       RILM        SSD        LSD        SP2        TEN        SPD        DEN       CORR        CNL        CAL        RML        RMN       R4.0      rll8%      rild%      rilm%       sp1%       cal%       rml%       rmn%        sp%        cn%        ac%        gr%       den%      r4.0%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP       cnl%
 303.3750      98.487     92.434    235.800      1.022    159.721    120.288    489.258    134.997     62.183     53.650    202.199    183.102     -1.099    259.401    531.900      2.568     -0.110     17.963     23.637    116.902    127.526    179.781    134.997     62.183     53.650    120.306     23.637     61.228     66.724    102.492     25.250    198.265     71.034      2.568     54.810     12.393     71.916      1.000     12.393      2.123     64.304     15.691     85.373     12.393     -4.060     62.183      1.000      0.000      0.000      0.000      0.000      0.456      0.000      0.000      0.000      0.000      0.000     16.082     18.639      7.408      0.000      6.063     12.591      0.000     17.963
 303.5000      98.511     97.400    245.737      1.022    159.721    120.321    458.984     82.714     57.235     48.150    196.638    171.991     -1.099    260.170    532.440      2.550     -0.118     19.268     23.786     91.409     98.560    180.804     82.714     57.235     48.150    120.343     23.786     55.639     59.850    102.407     25.940    200.175     71.429      2.550     53.250     13.357     67.431      1.000     13.357      3.083     62.919     19.213     91.150     13.357     -4.037     57.235      1.000      0.000      0.000      0.000      0.000      0.412      0.000      0.000      0.000      0.000      0.000     17.472     20.768     12.090      0.000      6.886     12.433      0.000     19.268
 303.6250      98.569    101.591    255.467      0.996    159.200    120.387    532.227     69.448     54.248     45.663    201.310    179.063     -1.099    260.170    533.520      2.529     -0.106     20.664     23.948     61.231     66.728    180.036     69.448     54.248     45.663    120.453     23.948     44.184     49.190    102.358     26.205    204.088     74.680      2.529     51.368     14.300     63.071      1.000     14.300      4.429     61.010     22.629     90.590     14.300     -3.979     54.248      1.000      0.000      0.000      0.000      0.000      0.343      0.000      0.000      0.000      0.000      0.000     18.434     21.900     14.399      0.000      7.801     12.494      0.000     20.664
 303.7500      98.619    105.349    259.091      0.957    159.062    120.480    510.254     61.587     51.528     43.854    208.829    191.087     -1.099    271.193    525.420      2.508     -0.088     22.692     24.020     55.640     59.851    177.062     61.587     51.528     43.854    120.520     24.020     31.506     42.506    102.309     26.605    216.857     82.127      2.508     46.939     14.652     60.007      1.000     14.652      4.877     61.329     25.341     90.685     14.652     -3.930     51.528      1.000      0.000      0.000      0.000      0.000      0.355      0.000      0.000      0.000      0.000      0.000     19.407     22.803     16.237      0.000      8.723     13.244      0.000     22.692
 303.8750      98.668    109.522    260.868      0.902    158.835    120.554    454.102     55.803     48.476     42.576    216.808    204.682     -1.099    281.447    523.260      2.483     -0.070     24.670     24.066     44.185     49.191    171.353     55.803     48.476     42.576    120.605     24.066     28.575     40.188    102.260     27.821    224.523     85.632      2.483     44.693     14.824     56.898      1.000     14.824      4.927     62.609     28.278     91.060     14.824     -3.882     48.476      1.000      0.000      0.000      0.000      0.000      0.402      0.000      0.000      0.000      0.000      0.000     20.629     23.487     17.920      0.000     10.009     13.702      0.000     24.670
 304.0000      98.717    137.699    259.726      0.902    159.829    120.647    477.539     52.373     45.654     41.963    228.176    229.196     -1.099    289.650    521.100      2.476     -0.054     25.565     24.094     31.508     42.506    167.716     52.373     45.654     41.963    120.709     24.094     23.842     34.983    102.163     30.044    232.729     90.388      2.476     42.645      0.100      4.986      0.000      0.100      0.010     99.900     94.914     99.900      0.100     -3.833     45.654      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.904     23.831     19.094      0.000  -9999.000  -9999.000      0.000     25.565
 304.1250      98.810    211.706    255.899      0.731    159.789    120.805    513.184     52.594     44.577     42.235    231.215    239.235     -1.099    289.394    520.560      2.474     -0.055     26.061     24.084     28.575     40.188    164.423     52.594     44.577     42.235    120.947     24.084     24.814     38.517    102.102     32.418    240.655     95.668      2.474     40.922      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -3.740     44.577      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.433     23.677     19.013      0.000  -9999.000  -9999.000      0.000     26.061
 304.2500      98.852    298.906    252.316      0.731    160.077    120.999    482.422     54.247     43.862     42.836    233.090    247.419     -1.099    286.061    520.020      2.483     -0.059     26.388     24.025     23.842     34.983    161.296     54.247     43.862     42.836    121.075     24.025     33.022     49.220    102.016     31.585    253.787    100.145      2.483     38.140      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -3.699     43.862      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.799     23.345     18.434      0.000  -9999.000  -9999.000      0.000     26.388
 304.3750      98.866    372.106    248.770      0.729    159.386    121.129    520.996     55.378     43.582     44.301    234.142    253.051     -1.099    286.830    516.780      2.515     -0.062     27.163     23.939     24.814     38.517    158.204     55.378     43.582     44.301    121.209     23.939     47.745     64.016    101.918     28.230    258.133    103.886      2.515     37.037      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -3.685     43.582      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.945     22.573     18.058      0.000  -9999.000  -9999.000      0.000     27.163
 304.5000      98.855    414.878    244.732      0.728    159.439    121.266    452.637     54.630     43.809     46.109    234.038    253.909     -1.099    276.576    511.380      2.541     -0.064     28.842     23.808     33.021     49.219    157.323     54.630     43.809     46.109    121.350     23.808     55.445     66.102    101.723     24.567    260.614    107.676      2.541     36.113      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -3.696     43.809      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.826     21.688     18.305      0.000  -9999.000  -9999.000      0.000     28.842
 304.6250      98.742    431.645    240.700      0.722    161.003    121.467    568.847     54.339     44.452     47.108    232.710    249.416     -1.099    276.064    507.600      2.571     -0.064     31.135     23.668     47.744     64.015    156.870     54.339     44.452     47.108    121.643     23.668     50.135     53.756    101.613     21.467    261.274    112.462      2.571     35.396      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -3.810     44.452      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.496     21.228     18.403      0.000  -9999.000  -9999.000      0.000     31.135
 304.7500      98.598    428.982    238.566      0.681    160.813    121.701    462.891     56.093     45.387     48.125    230.650    243.140     -1.099    279.396    509.760      2.598     -0.064     32.035     23.629     55.445     66.102    157.128     56.093     45.387     48.125    121.789     23.629     43.247     49.662    101.479     17.768    257.255    177.987      2.598     34.941      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -3.955     45.387      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.033     20.779     17.828      0.000  -9999.000  -9999.000      0.000     32.035
 304.8750      98.418    423.860    236.694      0.668    160.929    121.843    501.953     60.473     47.275     49.925    228.392    236.668     -1.099    287.343    509.220      2.617     -0.065     30.041     23.612     50.135     53.758    158.623     60.473     47.275     49.925    121.924     23.612     52.052     65.884    101.333     16.966    253.729    265.640      2.617     35.337      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -4.135     47.275      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.153     20.030     16.536      0.000  -9999.000  -9999.000      0.000     30.041
 305.0000      98.212    393.763    234.974      0.671    160.946    121.967    497.559     64.704     49.770     52.130    226.546    228.539     -1.099    290.932    515.700      2.608     -0.061     26.543     23.577     43.248     49.662    160.066     64.704     49.770     52.130    122.033     23.577     63.224     75.843    101.027     16.620    250.053    352.222      2.608     36.158      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -4.341     49.770      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     20.092     19.183     15.455      0.000  -9999.000  -9999.000      0.000     26.543
 305.1250      97.748    317.186    233.792      0.657    161.845    122.092    508.301     66.000     51.410     53.331    228.213    228.634     -1.099    294.264    517.320      2.593     -0.053     23.138     23.520     52.052     65.882    161.562     66.000     51.410     53.331    122.180     23.520     70.968     81.224    100.856     16.515    246.710    404.036      2.593     37.365      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -4.806     51.410      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     19.451     18.751     15.152      0.000  -9999.000  -9999.000      0.000     23.138
 305.2500      97.461    226.493    233.776      0.674    160.533    122.194    467.774     67.257     53.148     54.463    231.273    231.376     -1.099    299.904    523.800      2.573     -0.041     19.761     23.479     63.223     75.842    163.727     67.257     53.148     54.463    122.216     23.479     68.422     77.330    100.686     15.915    241.550    432.324      2.573     40.661      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -5.093     53.148      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.816     18.361     14.868      0.000  -9999.000  -9999.000      0.000     19.761
 305.3750      97.181    148.956    234.256      0.696    160.536    122.219    559.082     77.682     55.764     56.279    234.368    235.516     -1.099    294.008    527.580      2.534     -0.033     17.398     23.448     70.967     81.223    167.719     77.682     55.764     56.279    122.223     23.448     58.683     69.000    100.502     14.974    239.329    430.552      2.534     42.648      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -5.373     55.764      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.933     17.769     12.873      0.000  -9999.000  -9999.000      0.000     17.398
 305.5000      96.901    101.880    236.132      0.726    160.531    122.210    500.977     99.836     58.826     58.894    235.244    240.215     -1.099    303.493    528.120      2.512     -0.036     16.806     23.417     68.423     77.330    171.335     99.836     58.826     58.894    122.192     23.417     52.428     67.253    100.100     13.655    237.334    426.445      2.512     44.852      0.100     63.240      0.000      0.100      0.010     99.900     36.660     99.900      0.100     -5.654     58.826      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.999     16.980     10.016      0.000  -9999.000  -9999.000      0.000     16.806
 305.6250      96.375     81.377    239.047      0.759    160.521    122.124    531.250    117.788     60.830     61.189    232.244    238.352     -1.099    305.031    532.980      2.492     -0.048     16.572     23.369     58.684     69.000    176.108    117.788     60.830     61.189    122.021     23.369     52.441     69.075     99.880     12.228    235.658    419.676      2.492     47.247      0.100     83.743      0.000      0.100      0.010     99.900     16.157     99.900      0.100     -6.181     60.830      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.439     16.343      8.490      0.000  -9999.000  -9999.000      0.000     16.572
 305.7500      96.116     80.596    240.407      0.853    160.568    121.965    468.262    124.547     62.988     63.500    227.954    234.039     -1.099    300.929    530.820      2.478     -0.063     16.238     23.325     52.428     67.253    183.550    124.547     62.988     63.500    121.881     23.325     56.734     69.610     99.660     10.374    233.865    351.737      2.478     52.322      0.100     84.392      0.000      0.100      0.010     99.900     15.508     99.900      0.100     -6.440     62.988      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.876     15.748      8.029      0.000  -9999.000  -9999.000      0.000     16.238
 305.8750      95.906     79.488    240.294      0.899    160.474    121.813    513.184    119.784     65.926     66.124    223.727    228.905     -1.099    299.391    531.360      2.477     -0.077     15.480     23.291     52.441     69.074    195.764    119.784     65.926     66.124    121.710     23.291     58.946     67.087     99.453     10.567    233.673    261.040      2.477     54.811      0.100     85.299      0.000      0.100      0.010     99.900     14.601     99.900      0.100     -6.650     65.926      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.169     15.123      8.348      0.000  -9999.000  -9999.000      0.000     15.480
 306.0000      95.710     75.882    236.441      0.941    160.390    121.637    536.621    117.341     69.082     69.122    219.281    223.544     -1.099    296.571    535.680      2.486     -0.092     14.363     23.281     56.733     69.610    204.301    117.341     69.082     69.122    121.527     23.281     54.214     67.581     99.025     11.808    233.943    170.243      2.486     57.234      0.100     88.134      0.000      0.100      0.010     99.900     11.766     99.900      0.100     -6.847     69.082      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.476     14.467      8.522      0.000  -9999.000  -9999.000      0.000     14.363
 306.1250      95.382     71.312    229.653      1.057    160.745    121.375    459.473    124.029     70.712     71.563    219.527    224.883     -1.099    282.216    534.060      2.499     -0.093     12.994     23.275     58.946     67.088    214.026    124.029     70.712     71.563    121.142     23.275     54.510     76.740     98.806     14.096    234.768    114.228      2.499     59.486      0.100     91.487      0.000      0.100      0.010     99.900      8.413     99.900      0.100     -7.176     70.712      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.142     13.974      8.063      0.000  -9999.000  -9999.000      0.000     12.994
 306.2500      95.229     71.198    225.331      1.119    158.915    121.067    514.160    136.324     71.405     73.987    220.897    228.021     -1.099    283.241    527.040      2.513     -0.091     11.368     23.260     54.214     67.581    227.309    136.324     71.405     73.987    120.953     23.260     83.594    117.584     98.598     19.855    238.363     81.696      2.513     63.392      0.100     91.567      0.000      0.100      0.010     99.900      8.333     99.900      0.100     -7.329     71.405      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.005     13.516      7.335      0.000  -9999.000  -9999.000      0.000     11.368
 306.3750      95.128     73.629    222.629      1.074    159.753    120.886    525.391    153.766     69.293     74.831    222.753    231.512     -1.099    298.878    526.500      2.533     -0.087     10.464     23.250     54.509     76.739    246.692    153.766     69.293     74.831    120.782     23.250    140.333    177.760     98.403     21.841    240.169     80.854      2.533     65.157      0.100     89.819      0.000      0.100      0.010     99.900     10.081     99.900      0.100     -7.430     69.293      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.432     13.363      6.503      0.000  -9999.000  -9999.000      0.000     10.464
 306.5000      95.053     78.669    223.690      1.021    160.344    120.724    524.902    157.705     64.755     72.572    226.021    235.124     -1.099    302.724    522.720      2.541     -0.075     11.144     23.270     83.591    117.580    256.290    157.705     64.755     72.572    120.636     23.270    154.177    178.229     98.049     22.740    240.798     80.172      2.541     66.856      0.100     85.958      0.000      0.100      0.010     99.900     13.942     99.900      0.100     -7.506     64.755      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.443     13.779      6.341      0.000  -9999.000  -9999.000      0.000     11.144
 306.6250      95.013     84.403    228.906      1.078    160.384    120.559    490.234    130.768     60.886     68.033    226.908    235.046     -1.099    299.904    522.180      2.545     -0.071     12.872     23.311    140.327    177.754    263.505    130.768     60.886     68.033    120.440     23.311    117.399    133.383     97.890     22.703    239.465     78.364      2.545     68.514      0.100     81.146      0.000      0.100      0.010     99.900     18.754     99.900      0.100     -7.547     60.886      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.424     14.699      7.647      0.000  -9999.000  -9999.000      0.000     12.872
 306.7500      95.020     87.316    235.011      1.184    160.201    120.421    519.531     99.609     56.812     62.400    227.344    234.453     -1.099    305.287    525.960      2.543     -0.067     16.776     23.341    154.176    178.229    267.095     99.609     56.812     62.400    120.392     23.341     71.303     80.607     97.756     21.188    231.459     71.792      2.543     71.971      0.100     78.517      0.000      0.100      0.010     99.900     21.383     99.900      0.100     -7.539     56.812      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.602     16.026     10.039      0.000  -9999.000  -9999.000      0.000     16.776
 306.8750      95.055     91.362    241.977      1.215    160.496    120.387    469.727     72.912     51.358     54.672    227.555    234.054     -1.099    306.569    523.800      2.530     -0.065     20.780     23.368    117.402    133.388    264.755     72.912     51.358     54.672    120.379     23.368     36.299     37.362     97.634     20.206    226.672     70.519      2.530     73.992      0.100     74.643      0.000      0.100      0.010     99.900     25.257     99.900      0.100     -7.505     51.358      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     19.471     18.291     13.715      0.000  -9999.000  -9999.000      0.000     20.780
 307.0000      95.124     99.705    250.635      1.195    160.913    120.389    514.160     53.179     45.582     46.496    227.599    235.319     -1.099    296.315    520.560      2.522     -0.067     22.260     23.377     71.308     80.613    256.945     53.179     45.582     46.496    120.404     23.377     26.830     30.731     97.487     19.235    223.111     72.322      2.522     76.164      0.100     65.768      0.000      0.100      0.010     99.900     34.132     99.900      0.100     -7.436     45.582      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.938     21.507     18.805      0.000  -9999.000  -9999.000      0.000     22.260
 307.1250      95.352    110.059    258.381      1.193    159.253    120.459    452.149     45.306     42.661     42.422    227.412    236.697     -1.099    297.084    517.860      2.517     -0.071     22.723     23.370     36.302     37.367    245.531     45.306     42.661     42.422    120.544     23.370     29.330     33.099     97.487     18.375    221.830     75.796      2.517     78.574      0.100     52.861      0.000      0.100      0.010     99.900     47.039     99.900      0.100     -7.209     42.661      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.440     23.573     22.072      0.000  -9999.000  -9999.000      0.000     22.723
 307.2500      95.519    113.127    259.528      1.187    159.124    120.585    546.875     39.254     40.195     39.136    227.081    237.897     -1.099    294.008    519.480      2.515     -0.074     21.996     23.363     26.831     30.732    227.222     39.254     40.195     39.136    120.648     23.363     28.843     31.903     97.524     17.296    226.779     83.440      2.515     84.563      0.100     48.583      0.000      0.100      0.010     99.900     51.317     99.900      0.100     -7.043     40.195      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.878     25.552     25.475      0.000  -9999.000  -9999.000      0.000     21.996
 307.3750      95.688    113.097    258.334      1.210    159.756    120.693    478.027     34.940     37.692     36.186    226.582    238.333     -1.099    284.267    519.480      2.512     -0.078     20.729     23.365     29.330     33.099    197.437     34.940     37.692     36.186    120.764     23.365     25.324     28.932     97.585     17.038    232.447     86.005      2.512     88.238      0.100     48.625      0.000      0.100      0.010     99.900     51.275     99.900      0.100     -6.873     37.692      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.531     27.635     28.620      0.000  -9999.000  -9999.000      0.000     20.729
 307.5000      95.870    109.846    254.159      1.133    158.774    120.814    487.305     32.893     35.547     34.102    225.358    236.254     -1.099    279.140    523.260      2.508     -0.081     19.752     23.370     28.843     31.904    180.158     32.893     35.547     34.102    120.892     23.370     32.401     39.530     97.756     16.875    239.287     89.501      2.508     92.435      0.100     53.150      0.000      0.100      0.010     99.900     46.750     99.900      0.100     -6.692     35.547      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.131     29.324     30.401      0.000  -9999.000  -9999.000      0.000     19.752
 307.6250      96.262    105.885    248.582      1.171    160.362    120.997    515.625     33.943     34.816     33.861    224.880    234.216     -1.099    274.013    522.180      2.503     -0.080     18.833     23.375     25.324     28.932    164.255     33.943     34.816     33.861    121.161     23.375     41.930     52.347     97.878     16.764    246.472     94.470      2.503     97.245      0.100     58.337      0.000      0.100      0.010     99.900     41.563     99.900      0.100     -6.301     34.816      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.722     29.532     29.461      0.000  -9999.000  -9999.000      0.000     18.833
 307.7500      96.534    104.924    245.650      1.070    160.785    121.213    509.766     36.391     34.420     34.145    224.612    232.148     -1.099    271.706    522.180      2.500     -0.078     17.870     23.386     32.401     39.529    148.271     36.391     34.420     34.145    121.295     23.386     48.189     59.623     98.000     16.564    257.605    108.468      2.500    108.919      0.100     59.544      0.000      0.100      0.010     99.900     40.356     99.900      0.100     -6.029     34.420      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.053     29.287     27.479      0.000  -9999.000  -9999.000      0.000     17.870
 307.8750      96.801    104.478    243.296      1.078    159.012    121.340    451.172     41.189     34.630     35.327    224.611    230.419     -1.099    271.706    524.340      2.504     -0.075     17.175     23.401     41.929     52.346    130.283     41.189     34.630     35.327    121.411     23.401     51.093     60.355     98.110     16.396    259.684    112.729      2.504    115.785      0.100     60.098      0.000      0.100      0.010     99.900     39.802     99.900      0.100     -5.763     34.630      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.877     28.307     24.278      0.000  -9999.000  -9999.000      0.000     17.175
 308.0000      97.069    102.324    240.781      1.062    158.737    121.446    464.844     47.435     35.515     37.268    225.041    227.621     -1.099    272.475    523.260      2.509     -0.068     16.962     23.417     48.188     59.623    124.196     47.435     35.515     37.268    121.502     23.417     49.765     57.732     98.256     16.175    259.267    113.796      2.509    123.412      0.100     62.713      0.000      0.100      0.010     99.900     37.187     99.900      0.100     -5.495     35.515      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.157     26.832     21.082      0.000  -9999.000  -9999.000      0.000     16.962
 308.1250      97.611     98.331    238.324      1.075    159.574    121.543    494.629     52.756     36.635     38.906    225.024    225.943     -1.099    270.424    527.040      2.513     -0.065     16.823     23.424     51.093     60.355    120.078     52.756     36.635     38.906    121.606     23.424     49.328     57.769     98.281     15.905    256.764    111.921      2.513    131.549      0.100     67.316      0.000      0.100      0.010     99.900     32.584     99.900      0.100     -4.953     36.635      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.296     25.703     18.955      0.000  -9999.000  -9999.000      0.000     16.823
 308.2500      97.944     96.329    237.312      1.080    158.490    121.611    523.926     59.580     38.136     40.855    224.646    224.109     -1.099    274.782    524.340      2.515     -0.064     16.670     23.426     49.765     57.733    117.387     59.580     38.136     40.855    121.618     23.426     52.735     63.042     98.256     15.220    249.763    106.345      2.515    148.281      0.100     69.510      0.000      0.100      0.010     99.900     30.390     99.900      0.100     -4.621     38.136      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.222     24.477     16.784      0.000  -9999.000  -9999.000      0.000     16.670
 308.3750      98.249     94.887    236.463      1.080    158.490    121.611    491.699     67.303     41.017     43.887    224.016    222.553     -1.099    283.241    524.880      2.510     -0.064     16.485     23.430     49.328     57.769    115.917     67.303     41.017     43.887    121.600     23.430     59.167     70.627     98.195     14.872    246.584    105.108      2.510    156.448      0.100     71.045      0.000      0.100      0.010     99.900     28.855     99.900      0.100     -4.317     41.017      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.380     22.786     14.858      0.000  -9999.000  -9999.000      0.000     16.485
 308.5000      98.543     93.563    235.105      0.926    158.802    121.581    465.820     73.172     44.913     47.438    223.015    222.031     -1.099    275.551    529.740      2.503     -0.069     16.292     23.423     52.735     63.042    116.506     73.172     44.913     47.438    121.551     23.423     61.668     72.793     98.012     14.599    244.068    104.612      2.503    164.037      0.100     72.421      0.000      0.100      0.010     99.900     27.479     99.900      0.100     -4.023     44.913      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.265     21.080     13.667      0.000  -9999.000  -9999.000      0.000     16.292
 308.6250      99.076     90.998    233.263      0.922    158.228    121.483    554.199     75.634     47.660     49.641    222.995    223.086     -1.099    278.114    529.200      2.497     -0.071     16.048     23.393     59.166     70.626    117.819     75.634     47.660     49.641    121.374     23.393     62.211     74.249     97.854     14.466    241.984    104.251      2.497    170.720      0.100     75.002      0.000      0.100      0.010     99.900     24.898     99.900      0.100     -3.491     47.660      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     20.982     20.145     13.222      0.000  -9999.000  -9999.000      0.000     16.048
 308.7500      99.342     89.519    232.059      0.938    157.917    121.325    463.867     79.465     50.524     51.870    223.185    224.319     -1.099    277.858    527.040      2.494     -0.072     15.582     23.351     61.668     72.792    120.577     79.465     50.524     51.870    121.246     23.351     59.219     75.261     97.670     14.478    238.734     99.047      2.494    179.406      0.100     76.440      0.000      0.100      0.010     99.900     23.460     99.900      0.100     -3.224     50.524      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     19.792     19.279     12.584      0.000  -9999.000  -9999.000      0.000     15.582
 308.8750      99.563     87.380    230.805      0.939    156.872    121.192    492.676     87.614     54.456     55.107    223.320    225.111     -1.099    279.652    526.500      2.496     -0.072     15.056     23.304     62.211     74.249    125.959     87.614     54.456     55.107    121.106     23.304     59.000     75.962     97.475     14.345    237.626     97.111      2.496    180.906      0.100     78.457      0.000      0.100      0.010     99.900     21.443     99.900      0.100     -3.004     54.456      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     18.364     18.146     11.414      0.000  -9999.000  -9999.000      0.000     15.056
 309.0000      99.772     83.324    229.334      1.044    156.586    121.045    462.891     98.259     58.774     58.855    223.060    224.317     -1.099    262.221    525.420      2.501     -0.072     14.743     23.240     59.219     75.261    129.914     98.259     58.774     58.855    120.947     23.240     65.607     76.800     97.072     13.981    236.776     94.992      2.501    180.498      0.100     82.087      0.000      0.100      0.010     99.900     17.813     99.900      0.100     -2.796     58.774      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     17.014     16.991     10.177      0.000  -9999.000  -9999.000      0.000     14.743
 309.1250     100.077     79.871    228.001      0.964    157.909    120.813    514.648    105.073     61.014     60.973    222.900    223.425     -1.099    266.579    525.420      2.508     -0.072     14.536     23.181     59.000     75.962    134.360    105.073     61.014     60.973    120.599     23.181     68.306     77.711     96.853     13.425    235.927     94.706      2.508    178.644      0.100     84.988      0.000      0.100      0.010     99.900     14.912     99.900      0.100     -2.491     61.014      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     16.390     16.401      9.517      0.000  -9999.000  -9999.000      0.000     14.536
 309.2500     100.220     78.883    227.532      0.922    158.371    120.529    486.816    111.889     63.119     62.701    222.893    223.130     -1.099    273.756    527.580      2.516     -0.071     14.472     23.174     65.606     76.799    140.439    111.889     63.119     62.701    120.416     23.174     73.646     84.009     96.645     12.304    233.696     91.604      2.516    172.273      0.100     85.786      0.000      0.100      0.010     99.900     14.114     99.900      0.100     -2.348     63.119      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.843     15.949      8.937      0.000  -9999.000  -9999.000      0.000     14.472
 309.3750     100.332     77.940    227.013      0.972    159.306    120.348    530.273    120.578     66.100     64.592    223.060    223.854     -1.099    267.091    524.340      2.528     -0.072     14.415     23.192     68.306     77.711    149.920    120.578     66.100     64.592    120.239     23.192     81.696     93.344     96.462     11.997    232.517     89.956      2.528    168.560      0.100     86.537      0.000      0.100      0.010     99.900     13.363     99.900      0.100     -2.237     66.100      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     15.129     15.482      8.293      0.000  -9999.000  -9999.000      0.000     14.415
