FORWARD_TEXT_FORMAT_1.0
STDEP =    15.0000
ENDEP =   980.0000
RLEV  =     0.1250
CURVENAME =  DEVI, AZIM, DEN, SP1, Rll8, RILD, RILM, GR, MMD, AC, CNl, RML, RMN, SP, sp%, ac%, gr%, mmd%, den%, CNL%, rild%, rilm%, rll8%, sp1%, RML%, RMN%, r4.0%, r4.0, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, CAL, cal%
END
#DEPTH          DEVI       AZIM        DEN        SP1       Rll8       RILD       RILM         GR        MMD         AC        CNl        RML        RMN         SP        sp%        ac%        gr%       mmd%       den%       CNL%      rild%      rilm%      rll8%       sp1%       RML%       RMN%      r4.0%       r4.0       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP        CAL       cal%
 291.7500       0.444    127.965      2.533     29.303     66.070     60.407     58.457     68.011    -60.852    219.457     18.235     24.065     24.597     38.009    149.391    236.992     78.926     41.992      2.490     18.235     46.631     44.615     45.066    103.686     24.065     24.597     49.736     45.969     10.400     76.083      1.000     10.400      0.552     85.774     13.517     96.977     10.400    -21.998     60.407      1.000      0.000      0.000      0.000      0.000      0.962      0.000      0.000      0.000      0.000      0.000     16.554     17.107     15.136      0.000      7.613     13.314      0.000     22.250     23.466
 291.8750       0.470    127.569      2.543     29.384     63.416     61.467     59.031     69.275     18.312    221.651     18.704     29.582     27.529     37.252    149.518    238.951     79.383    -90.332      2.488     18.704     48.093     45.795     46.300    103.314     29.582     27.529     50.937     46.957     10.703     74.919      1.000     10.703      0.669     82.996     14.379     96.341     10.703    -22.756     61.467      1.000      0.000      0.000      0.000      0.000      0.934      0.000      0.000      0.000      0.000      0.000     16.269     16.940     15.769      0.000      7.188     13.372      0.000     22.279     23.485
 292.0000       0.452    129.817      2.563     29.411     58.231     63.451     59.398     68.463    -20.069    222.573     19.037     32.272     28.507     36.659    149.642    239.751     80.326     64.941      2.478     19.037     51.374     48.841     49.870    102.734     32.272     28.507     52.359     48.810     10.830     75.156      1.000     10.830      0.742     80.877     14.013     95.844     10.830    -23.350     63.451      1.000      0.000      0.000      0.000      0.000      0.913      0.000      0.000      0.000      0.000      0.000     15.760     16.836     17.173      0.000      6.291     13.970      0.000     22.312     23.511
 292.1250       0.465    130.879      2.572     29.461     57.874     64.789     60.075     64.754     -0.734    222.389     18.770     24.294     21.061     36.259    149.882    239.496     83.237    -11.230      2.474     18.770     52.811     50.859     53.462    102.520     24.294     21.061     55.959     49.887     10.805     77.138      1.000     10.805      0.747     80.196     12.058     95.682     10.805    -23.751     64.789      1.000      0.000      0.000      0.000      0.000      0.905      0.000      0.000      0.000      0.000      0.000     15.435     16.646     17.279      0.000      5.893     14.865      0.000     22.361     23.562
 292.2500       0.485    130.760      2.577     29.641     61.228     65.874     61.355     62.042      5.759    219.879     16.259     17.169     16.342     35.891    149.997    237.168     84.574    -20.996      2.473     16.259     53.994     52.895     58.817    102.331     17.169     16.342     58.252     51.113     10.458     79.011      1.000     10.458      0.723     81.751     10.531     96.050     10.458    -24.120     65.874      1.000      0.000      0.000      0.000      0.000      0.922      0.000      0.000      0.000      0.000      0.000     15.180     16.299     16.333      0.000      5.664     13.151      0.000     22.404     23.576
 292.3750       0.482    130.704      2.581     29.842     66.440     66.961     62.869     60.700     56.065    214.731     13.909     37.964     20.478     35.379    150.108    235.900     85.320     18.066      2.476     13.909     54.862     54.767     66.150    102.173     37.964     20.478     60.863     52.801      9.748     80.723      1.000      9.748      0.010     86.044      9.529     97.039      9.748    -24.633     66.961      1.000      0.000      0.000      0.000      0.000      0.964      0.000      0.000      0.000      0.000      0.000     14.934     15.906     15.051      0.000      5.491     11.180      0.000     22.424     23.581
 292.5000       0.470    131.371      2.592     30.103     74.380     68.747     65.266     60.988     33.959    211.135     12.213     64.286     33.943     35.011    150.213    234.740     86.051     38.086      2.489     12.213     55.785     56.363     67.405    101.983     64.286     33.943     63.468     56.237      9.252     81.339      1.000      9.252      0.010     88.748      9.409     97.641      9.252    -25.001     68.747      1.000      0.000      0.000      0.000      0.000      0.989      0.000      0.000      0.000      0.000      0.000     14.546     15.322     13.445      0.000      5.008      9.403      0.000     22.439     23.577
 292.6250       0.482    130.471      2.600     30.458     78.068     69.946     67.105     61.003     19.471    207.761     11.086     68.427     32.005     34.802    150.397    233.907     86.172   -104.980      2.493     11.086     56.057     55.581     61.043    101.959     68.427     32.005     68.405     58.566      8.786     82.033      1.000      8.786      0.010     91.903      9.181     98.325      8.786    -25.212     69.946      1.000      0.000      0.000      0.000      0.000      1.016      0.000      0.000      0.000      0.000      0.000     14.297     14.902     12.809      0.000      4.689      8.272      0.000     22.457     23.561
 292.7500       0.478    130.925      2.604     31.343     80.206     71.056     68.592     60.200    -53.318    204.735     11.011     60.659     39.484     34.639    150.471    233.216     85.355    -17.090      2.494     11.011     56.248     54.591     54.271    101.941     60.659     39.484     70.504     61.173      0.100     83.504      0.000      0.100      0.010     99.900     16.396     99.900      0.100    -25.375     71.056      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     14.073     14.579     12.468      0.000  -9999.000  -9999.000      0.000     22.475     23.554
 292.8750       0.464    130.915      2.600     32.066     84.197     72.231     69.669     60.588     33.581    202.734     11.875     45.044     39.194     34.495    150.529    233.278     84.040    -50.781      2.492     11.875     56.357     53.985     50.596    101.916     45.044     39.194     72.159     64.050      0.100     83.120      0.000      0.100      0.010     99.900     16.780     99.900      0.100    -25.520     72.231      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     13.844     14.354     11.877      0.000  -9999.000  -9999.000      0.000     22.489     23.551
 293.0000       0.440    129.635      2.573     32.698     90.222     72.967     70.786     63.135    -10.337    203.819     13.268     36.149     32.877     34.446    150.569    233.183     81.197     49.316      2.495     13.268     55.874     53.010     49.362    101.977     36.149     32.877     73.249     68.650      0.100     80.527      0.000      0.100      0.010     99.900     19.373     99.900      0.100    -25.570     72.967      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     13.705     14.127     11.084      0.000      6.622     10.541      0.000     22.505     23.551
 293.1250       0.414    128.516      2.556     33.319     88.088     72.846     70.506     66.059     -8.755    206.271     14.845     30.677     28.624     34.482    150.578    232.646     77.916    -20.996      2.498     14.845     55.571     52.389     48.618    102.136     30.677     28.624     73.435     70.694      8.580     79.938      1.000      8.580      0.010     91.873     11.482     98.319      8.580    -25.535     72.846      1.000      0.000      0.000      0.000      0.000      1.016      0.000      0.000      0.000      0.000      0.000     13.728     14.183     11.352      0.000      6.622     10.541      0.000     22.540     23.559
 293.2500       0.386    128.590      2.546     34.232     80.676     72.217     68.901     68.924     21.939    210.426     16.959     26.677     23.978     34.567    150.542    229.730     71.637    -59.082      2.499     16.959     55.225     51.730     47.975    102.362     26.677     23.978     72.561     72.283      9.154     77.574      1.000      9.154      0.010     87.370     13.272     97.336      9.154    -25.452     72.217      1.000      0.000      0.000      0.000      0.000      0.977      0.000      0.000      0.000      0.000      0.000     13.847     14.514     12.395      0.000      7.036     11.742      0.000     22.587     23.562
 293.3750       0.379    128.347      2.546     34.770     72.841     71.279     66.917     71.904     52.041    215.841     18.055     22.454     20.770     34.811    150.473    227.461     68.235     67.871      2.497     18.055     55.083     51.152     47.098    102.643     22.454     20.770     71.215     73.270      9.901     74.751      1.000      9.901      0.010     82.307     15.347     96.181      9.901    -25.208     71.279      1.000      0.000      0.000      0.000      0.000      0.927      0.000      0.000      0.000      0.000      0.000     14.029     14.944     13.729      0.000      7.044     11.832      0.000     22.630     23.558
 293.5000       0.381    127.219      2.558     35.123     63.947     68.887     63.381     75.259     43.792    218.177     18.495     21.375     20.829     35.066    150.372    225.003     64.425    -21.973      2.483     18.495     55.618     52.144     50.343    103.253     21.375     20.829     69.468     73.338     10.223     72.269      1.000     10.223      0.567     81.491     17.507     95.989     10.223    -24.954     68.887      1.000      0.000      0.000      0.000      0.000      0.919      0.000      0.000      0.000      0.000      0.000     14.517     15.777     15.638      0.000      6.501     11.066      0.000     22.679     23.542
 293.6250       0.370    127.852      2.562     35.433     59.304     66.925     60.649     76.898    -10.391    220.007     18.782     22.744     22.059     35.291    150.068    222.437     61.594    -70.312      2.479     18.782     56.024     53.430     54.862    103.546     22.744     22.059     65.870     72.413     10.476     70.845      1.000     10.476      0.639     80.991     18.679     95.871     10.476    -24.730     66.925      1.000      0.000      0.000      0.000      0.000      0.914      0.000      0.000      0.000      0.000      0.000     14.942     16.488     16.862      0.000      6.327     10.734      0.000     22.757     23.466
 293.7500       0.395    127.480      2.562     35.880     56.868     65.190     58.777     76.910    -31.703    221.551     18.898     24.121     21.739     35.529    149.866    218.164     60.376    -56.640      2.480     18.898     56.546     54.777     60.898    103.827     24.121     21.739     64.010     71.025     10.689     70.478      1.000     10.689      0.704     80.679     18.833     95.797     10.689    -24.493     65.190      1.000      0.000      0.000      0.000      0.000      0.910      0.000      0.000      0.000      0.000      0.000     15.340     17.013     17.585      0.000      6.354     10.845      0.000     22.837     23.414
 293.8750       0.413    127.705      2.561     36.138     55.634     63.475     57.389     76.331     27.648    222.983     18.694     22.473     20.498     35.914    149.633    217.832     64.296     -7.324      2.485     18.694     57.144     55.916     64.568    104.089     22.473     20.498     62.268     69.081     10.887     70.505      1.000     10.887      0.766     80.507     18.609     95.756     10.887    -24.109     63.475      1.000      0.000      0.000      0.000      0.000      0.909      0.000      0.000      0.000      0.000      0.000     15.754     17.425     17.975      0.000      6.401     10.862      0.000     22.887     23.359
 294.0000       0.449    126.117      2.571     36.274     55.863     60.987     55.605     77.019    -13.271    223.474     18.251     22.718     21.539     36.219    149.368    218.780     68.422     26.367      2.499     18.251     58.647     57.467     65.004    104.370     22.718     21.539     60.694     65.672     10.954     69.961      1.000     10.954      0.764     81.704     19.084     96.039     10.954    -23.805     60.987      1.000      0.000      0.000      0.000      0.000      0.921      0.000      0.000      0.000      0.000      0.000     16.397     17.984     17.901      0.000      5.963     10.156      0.000     22.931     23.307
 294.1250       0.462    125.802      2.581     36.322     56.178     59.647     54.671     77.784    -16.549    223.758     17.712     24.053     22.585     36.409    148.760    221.081     70.661     -0.488      2.506     17.712     59.601     58.055     66.255    104.388     24.053     22.585     58.158     63.828     10.994     69.410      1.000     10.994      0.764     82.368     19.596     96.195     10.994    -23.616     59.647      1.000      0.000      0.000      0.000      0.000      0.928      0.000      0.000      0.000      0.000      0.000     16.765     18.291     17.801      0.000      5.509      9.321      0.000     22.978     23.215
 294.2500       0.472    125.722      2.589     36.179     56.218     58.939     54.056     77.166     48.524    223.782     16.804     26.022     23.755     36.568    148.423    226.219     74.265    -52.734      2.510     16.804     60.657     58.582     66.012    104.419     26.022     23.755     57.179     62.105     10.997     69.797      1.000     10.997      0.756     82.840     19.206     96.305     10.997    -23.458     58.939      1.000      0.000      0.000      0.000      0.000      0.933      0.000      0.000      0.000      0.000      0.000     16.967     18.499     17.788      0.000      5.175      8.653      0.000     23.010     23.168
 294.3750       0.481    125.983      2.591     35.947     56.417     58.495     53.666     76.699     22.504    223.432     16.091     23.458     24.483     36.743    148.072    228.321     77.210    104.004      2.511     16.091     61.719     59.170     62.608    104.474     23.458     24.483     56.328     60.435     10.949     70.171      1.000     10.949      0.731     83.463     18.880     96.449     10.949    -23.284     58.495      1.000      0.000      0.000      0.000      0.000      0.939      0.000      0.000      0.000      0.000      0.000     17.095     18.634     17.725      0.000      5.084      8.119      0.000     23.017     23.116
 294.5000       0.474    127.046      2.580     35.582     57.725     58.407     53.764     75.280     50.485    223.000     15.529     21.930     23.978     36.847    147.712    229.744     79.367    -70.801      2.509     15.529     63.991     59.469     56.868    104.693     21.930     23.978     55.594     58.060     10.889     71.147      1.000     10.889      0.706     83.912     17.964     96.553     10.889    -23.182     58.407      1.000      0.000      0.000      0.000      0.000      0.944      0.000      0.000      0.000      0.000      0.000     17.121     18.600     17.324      0.000      5.533      8.092      0.000     23.019     23.061
 294.6250       0.473    127.102      2.572     35.049     59.292     58.597     54.277     74.850    -24.550    222.472     15.024     23.945     24.842     36.883    146.990    230.404     79.801    -14.648      2.506     15.024     65.038     60.264     58.188    104.889     23.945     24.842     54.439     57.094     10.816     71.529      1.000     10.816      0.680     84.252     17.655     96.631     10.816    -23.146     58.597      1.000      0.000      0.000      0.000      0.000      0.947      0.000      0.000      0.000      0.000      0.000     17.066     18.424     16.866      0.000      5.882      7.745      0.000     23.020     22.953
 294.7500       0.450    126.584      2.566     33.775     60.789     58.836     54.662     75.141     -4.000    221.927     14.614     27.596     27.210     36.901    146.641    228.811     77.787    -54.687      2.503     14.614     66.135     61.695     62.175    105.169     27.596     27.210     54.131     56.256     10.741     71.479      1.000     10.741      0.654     84.577     17.780     96.705     10.741    -23.129     58.836      1.000      0.000      0.000      0.000      0.000      0.950      0.000      0.000      0.000      0.000      0.000     16.997     18.294     16.450      0.000      6.159      7.228      0.000     23.020     22.910
 294.8750       0.438    125.920      2.561     32.795     61.476     58.992     54.752     74.747      2.091    221.501     14.598     27.763     27.157     36.921    146.307    226.206     75.202     20.996      2.498     14.598     67.218     63.235     67.770    105.548     27.763     27.157     53.775     55.482     10.682     71.815      1.000     10.682      0.634     84.858     17.503     96.770     10.682    -23.110     58.992      1.000      0.000      0.000      0.000      0.000      0.953      0.000      0.000      0.000      0.000      0.000     16.951     18.264     16.266      0.000      6.390      7.358      0.000     23.020     22.880
 295.0000       0.448    125.577      2.551     31.958     60.905     59.196     54.742     73.059    -18.499    221.579     14.854     28.639     27.843     36.948    145.993    223.289     72.420    -26.367      2.472     14.854     69.224     65.900     76.442    106.592     28.639     27.843     53.420     54.410     10.693     72.796      1.000     10.693      0.640     84.639     16.511     96.719     10.693    -23.083     59.196      1.000      0.000      0.000      0.000      0.000      0.951      0.000      0.000      0.000      0.000      0.000     16.893     18.267     16.419      0.000      6.828      8.224      0.000     23.020     22.862
 295.1250       0.456    125.319      2.545     31.135     60.777     59.251     54.660     71.646    -25.817    221.835     15.159     28.782     27.619     36.993    145.441    220.761     71.536     45.898      2.454     15.159     70.172     67.482     78.576    107.214     28.782     27.619     52.749     54.097     10.728     73.554      1.000     10.728      0.654     84.364     15.718     96.657     10.728    -23.040     59.251      1.000      0.000      0.000      0.000      0.000      0.948      0.000      0.000      0.000      0.000      0.000     16.877     18.295     16.454      0.000      7.094      9.026      0.000     23.020     22.868
 295.2500       0.463    125.037      2.540     29.936     60.807     59.286     54.598     71.662     53.097    222.305     15.360     25.814     25.253     37.066    145.206    218.231     70.518    -23.437      2.439     15.360     71.332     68.939     80.715    107.849     25.814     25.253     52.534     53.742     10.793     73.439      1.000     10.793      0.679     83.911     15.768     96.553     10.793    -22.968     59.286      1.000      0.000      0.000      0.000      0.000      0.944      0.000      0.000      0.000      0.000      0.000     16.867     18.316     16.445      0.000      7.300      9.221      0.000     23.020     22.886
 295.3750       0.466    124.626      2.537     29.281     60.594     59.383     54.450     70.870    -10.660    222.955     15.299     23.355     23.897     37.269    144.997    218.071     68.094     91.797      2.431     15.299     72.512     69.898     85.285    108.465     23.355     23.897     52.487     53.358     10.883     73.743      1.000     10.883      0.715     83.260     15.374     96.402     10.883    -22.766     59.383      1.000      0.000      0.000      0.000      0.000      0.937      0.000      0.000      0.000      0.000      0.000     16.840     18.365     16.503      0.000      7.461      9.431      0.000     23.020     22.907
 295.5000       0.486    124.270      2.532     28.947     60.181     59.864     54.352     68.991     39.891    223.199     15.103     24.819     25.852     37.496    144.812    218.118     67.551   -101.562      2.422     15.103     73.109     71.064     91.765    109.472     24.819     25.852     52.685     52.730     10.916     74.731      1.000     10.916      0.735     82.708     14.352     96.274     10.916    -22.540     59.864      1.000      0.000      0.000      0.000      0.000      0.932      0.000      0.000      0.000      0.000      0.000     16.704     18.399     16.617      0.000      7.648      9.864      0.000     23.021     22.928
 295.6250       0.485    124.723      2.531     28.755     59.586     60.469     54.280     66.900    -32.581    223.295     14.886     27.816     27.292     37.716    144.497    218.703     69.134     38.574      2.417     14.886     72.764     70.331     86.937    109.863     27.816     27.292     54.084     52.530     10.930     75.833      1.000     10.930      0.747     82.209     13.238     96.158     10.930    -22.321     60.469      1.000      0.000      0.000      0.000      0.000      0.926      0.000      0.000      0.000      0.000      0.000     16.537     18.423     16.782      0.000      7.718     10.320      0.000     23.026     22.961
 295.7500       0.484    124.846      2.530     28.717     59.100     61.332     54.631     65.581      6.203    223.016     14.379     26.457     26.155     37.973    144.359    221.301     69.622    -31.250      2.415     14.379     72.046     68.454     78.716    110.205     26.457     26.155     55.377     52.505     10.891     76.580      1.000     10.891      0.742     81.872     12.529     96.079     10.891    -22.065     61.332      1.000      0.000      0.000      0.000      0.000      0.923      0.000      0.000      0.000      0.000      0.000     16.305     18.305     16.921      0.000      7.742     10.222      0.000     23.033     22.974
 295.8750       0.493    124.644      2.530     28.754     59.102     62.409     55.604     64.248    -21.464    221.917     13.793     26.559     25.712     38.466    144.227    222.508     65.626      7.324      2.426     13.793     71.039     66.436     71.000    110.504     26.559     25.712     57.350     52.807     10.740     77.494      1.000     10.740      0.728     82.129     11.766     96.139     10.740    -21.572     62.409      1.000      0.000      0.000      0.000      0.000      0.926      0.000      0.000      0.000      0.000      0.000     16.023     17.984     16.920      0.000      7.751     10.040      0.000     23.037     22.985
 296.0000       0.495    126.651      2.530     28.835     62.896     64.889     58.183     61.365    -31.707    220.335     13.112     25.127     24.726     38.930    144.101    222.733     62.616    -20.508      2.463     13.112     68.212     62.424     61.736    110.998     25.127     24.726     60.109     54.195     10.521     79.238      1.000     10.521      0.770     81.953     10.241     96.098     10.521    -21.109     64.889      1.000      0.000      0.000      0.000      0.000      0.924      0.000      0.000      0.000      0.000      0.000     15.411     17.187     15.899      0.000      7.759     10.196      0.000     23.041     22.995
 296.1250       0.493    127.155      2.530     28.996     67.661     66.890     60.577     60.489     -6.762    218.172     12.312     24.470     24.987     39.295    143.856    221.544     60.631     70.312      2.479     12.312     66.521     60.093     58.542    111.181     24.470     24.987     68.539     55.543     10.223     80.103      1.000     10.223      0.710     82.702      9.674     96.273     10.223    -20.746     66.890      1.000      0.000      0.000      0.000      0.000      0.931      0.000      0.000      0.000      0.000      0.000     14.950     16.508     14.780      0.000      7.755      9.641      0.000     23.041     23.009
 296.2500       0.490    127.016      2.531     29.490     73.198     68.710     62.961     58.638     55.306    215.109     11.167     27.220     27.955     39.673    143.738    215.779     60.870     20.996      2.485     11.167     64.773     58.365     56.342    111.303     27.220     27.955     73.948     57.579      9.800     81.582      1.000      9.800      0.010     84.561      8.618     96.702      9.800    -20.368     68.710      1.000      0.000      0.000      0.000      0.000      0.950      0.000      0.000      0.000      0.000      0.000     14.554     15.883     13.662      0.000      7.728      9.000      0.000     23.038     23.013
 296.3750       0.490    126.917      2.532     29.920     78.599     70.637     65.130     55.657    -46.791    211.202     10.561     33.623     28.727     40.295    143.625    212.150     61.279     65.918      2.484     10.561     63.067     57.082     55.411    111.328     33.623     28.727     79.789     60.797      9.261     83.671      1.000      9.261      0.010     87.479      7.068     97.360      9.261    -19.747     70.637      1.000      0.000      0.000      0.000      0.000      0.978      0.000      0.000      0.000      0.000      0.000     14.157     15.354     12.723      0.000      7.651      9.168      0.000     23.036     23.017
 296.5000       0.507    124.701      2.538     30.377     82.589     73.929     68.360     53.038     24.828    209.634     10.457     37.128     30.878     40.834    143.518    208.628     60.322    -95.215      2.477     10.457     60.333     55.141     56.005    111.133     37.128     30.878     85.681     68.974      9.044     85.059      1.000      9.044      0.010     87.233      5.896     97.305      9.044    -19.209     73.929      1.000      0.000      0.000      0.000      0.000      0.975      0.000      0.000      0.000      0.000      0.000     13.527     14.629     12.108      0.000      7.397      9.707      0.000     23.037     23.022
 296.6250       0.516    124.659      2.540     30.933     83.974     75.795     70.255     54.036    -25.922    208.664     10.528     36.469     29.404     41.210    143.343    205.618     59.897     50.293      2.478     10.528     59.431     54.523     56.232    110.888     36.469     29.404     96.569     74.411      8.911     84.851      1.000      8.911      0.010     87.243      6.239     97.308      8.911    -18.834     75.795      1.000      0.000      0.000      0.000      0.000      0.975      0.000      0.000      0.000      0.000      0.000     13.194     14.234     11.908      0.000      7.294      9.537      0.000     23.045     23.026
 296.7500       0.508    125.991      2.540     32.161     85.100     76.313     71.212     54.248      3.262    208.696     10.727     28.909     25.961     41.572    143.280    202.547     62.299     -7.812      2.484     10.727     58.784     53.910     56.213    110.486     28.909     25.961    101.466     80.247      8.915     84.758      1.000      8.915      0.010     86.910      6.327     97.233      8.915    -18.473     76.313      1.000      0.000      0.000      0.000      0.000      0.972      0.000      0.000      0.000      0.000      0.000     13.104     14.043     11.751      0.000      7.296      9.684      0.000     23.057     23.021
 296.8750       0.497    126.252      2.539     33.188     87.398     75.809     71.564     55.440    -39.756    210.260     10.891     25.414     25.478     42.102    143.237    203.198     65.210    -16.602      2.494     10.891     58.405     53.589     56.481    109.912     25.414     25.478    106.053     86.515      9.131     83.952      1.000      9.131      0.010     85.456      6.917     96.905      9.131    -17.945     75.809      1.000      0.000      0.000      0.000      0.000      0.959      0.000      0.000      0.000      0.000      0.000     13.191     13.974     11.442      0.000      7.363      9.553      0.000     23.066     23.003
 297.0000       0.494    125.622      2.536     34.191     84.639     71.454     68.820     59.839    -47.691    212.962     11.163     27.069     26.402     42.529    143.216    205.360     68.168     10.742      2.515     11.163     58.408     53.820     58.117    108.416     27.069     26.402    110.150     96.938      9.504     81.485      1.000      9.504      0.010     85.097      9.011     96.824      9.504    -17.518     71.454      1.000      0.000      0.000      0.000      0.000      0.955      0.000      0.000      0.000      0.000      0.000     13.995     14.531     11.815      0.000      7.504      8.672      0.000     23.076     22.966
 297.1250       0.504    125.317      2.533     35.312     76.284     67.043     64.850     64.333     10.564    217.152     11.868     28.652     27.876     42.796    143.233    208.538     70.803     49.805      2.523     11.868     58.656     54.422     59.662    107.599     28.652     27.876    115.705    101.805     10.082     78.471      1.000     10.082      0.549     83.581     11.447     96.476     10.082    -17.252     67.043      1.000      0.000      0.000      0.000      0.000      0.887      0.000      0.000      0.000      0.000      0.000     14.916     15.420     13.109      0.000      7.614      8.089      0.000     23.092     22.804
 297.2500       0.499    125.869      2.529     37.395     65.066     62.651     60.211     70.012     40.791    224.868     15.199     34.740     30.087     43.038    143.270    215.132     74.649     57.617      2.528     15.199     58.892     54.737     61.145    106.756     34.740     30.087    116.556    106.351     11.147     73.797      1.000     11.147      0.873     79.436     15.056     95.500     11.147    -17.011     62.651      1.000      0.000      0.000      0.000      0.000      0.838      0.000      0.000      0.000      0.000      0.000     15.961     16.608     15.369      0.000      7.777      9.621      0.000     23.111     22.683
 297.3750       0.499    126.445      2.523     38.830     54.834     58.092     55.515     77.373    -62.987    237.016     19.157     23.704     18.846     43.372    143.323    217.610     76.782      9.277      2.532     19.157     59.023     54.757     61.581    105.938     23.704     18.846    115.787    110.547     12.823     66.543      1.000     12.823      1.899     73.294     20.634     93.975     12.823    -16.678     58.092      1.000      0.000      0.000      0.000      0.000      0.753      0.000      0.000      0.000      0.000      0.000     17.214     18.013     18.237      0.000      8.044     10.925      0.000     23.127     22.551
 297.5000       0.499    127.739      2.510     39.896     43.881     50.505     47.748     86.256      5.579    244.266     22.821     12.033      9.859     43.642    143.389    219.593     77.186    -59.570      2.544     22.821     59.251     54.737     60.692    104.620     12.033      9.859    113.432    115.765      0.100     49.918      0.000      0.100      0.010     99.900     49.982     99.900      0.100    -16.409     50.505      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     19.800     20.943     22.789      0.000  -9999.000  -9999.000      0.000     23.147     22.426
 297.6250       0.498    127.036      2.505     40.894     38.491     45.635     42.958     89.101    -12.942    250.853     25.889      9.516     10.078     43.819    143.552    221.043     76.218     38.086      2.550     25.889     59.251     54.635     60.803    104.175      9.516     10.078    104.829    116.503      0.100     45.091      0.000      0.100      0.010     99.900     54.809     99.900      0.100    -16.233     45.635      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.913     23.279     25.980      0.000  -9999.000  -9999.000      0.000     23.194     22.254
 297.7500       0.510    125.379      2.503     42.491     35.432     42.362     39.817     91.429     -1.515    257.349     27.837      7.610     10.450     43.997    143.643    222.825     76.616      1.465      2.554     27.837     59.297     54.586     60.809    103.875      7.610     10.450     98.843    115.627      0.100     40.931      0.000      0.100      0.010     99.900     58.969     99.900      0.100    -16.056     42.362      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.606     25.115     28.223      0.000  -9999.000  -9999.000      0.000     23.259     22.216
 297.8750       0.509    125.830      2.499     43.495     32.551     39.702     37.078     93.327    -34.932    263.375     28.077      6.235     10.020     44.307    143.737    223.379     78.032    -50.293      2.550     28.077     59.410     54.407     60.526    103.717      6.235     10.020     91.939    112.862      0.100     37.396      0.000      0.100      0.010     99.900     62.504     99.900      0.100    -15.748     39.702      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.188     26.970     30.721      0.000  -9999.000  -9999.000      0.000     23.319     22.202
 298.0000       0.491    125.719      2.482     44.107     28.844     36.511     33.692     93.406    -51.481    263.707     27.379      7.024     10.128     44.607    143.832    223.711     77.161     68.359      2.520     27.379     60.008     54.335     60.072    103.717      7.024     10.128     84.405    104.440      0.100     37.246      0.000      0.100      0.010     99.900     62.654     99.900      0.100    -15.448     36.511      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.389     29.681     34.669      0.000  -9999.000  -9999.000      0.000     23.383     22.205
 298.1250       0.493    126.185      2.473     44.489     27.653     34.892     32.170     91.860     33.847    261.701     26.334      7.315      9.125     44.855    144.023    223.877     77.177     -1.465      2.504     26.334     60.616     54.263     59.432    103.766      7.315      9.125     68.726     98.403      0.100     40.141      0.000      0.100      0.010     99.900     59.759     99.900      0.100    -15.201     34.892      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.660     31.085     36.162      0.000  -9999.000  -9999.000      0.000     23.460     22.237
 298.2500       0.523    125.180      2.472     44.655     28.214     34.131     31.722     90.239     12.211    256.348     24.109      6.207      9.228     45.132    144.115    223.543     75.493     83.008      2.495     24.109     61.558     54.747     58.994    103.857      6.207      9.228     61.490     91.468      0.100     43.082      0.000      0.100      0.010     99.900     56.818     99.900      0.100    -14.925     34.131      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.299     31.524     35.444      0.000  -9999.000  -9999.000      0.000     23.512     22.263
 298.3750       0.525    124.328      2.479     44.656     29.566     33.696     31.610     88.618    -55.518    247.831     22.359     14.906     13.871     45.640    144.201    223.150     74.742    -31.738      2.496     22.359     62.679     55.875     59.136    104.040     14.906     13.871     55.390     83.447      0.100     45.930      0.000      0.100      0.010     99.900     53.970     99.900      0.100    -14.418     33.696      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.677     31.636     33.822      0.000  -9999.000  -9999.000      0.000     23.503     22.295
