FORWARD_TEXT_FORMAT_1.0
STDEP =   128.5750
ENDEP =   875.3250
RLEV  =     0.1250
CURVENAME =  RML, RMN, CAL, R4.0, RILD, RILM, RLL8, SP1, SP, DEVI, AZIM, DEN, CNL, GR, AC, CNL%, RILD%, RILM%, RLL8%, SP1%, CAL%, RML%, RMN%, DEN%, SP%, R4.0%, GR%, AC%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           RML        RMN        CAL       R4.0       RILD       RILM       RLL8        SP1         SP       DEVI       AZIM        DEN        CNL         GR         AC       CNL%      RILD%      RILM%      RLL8%       SP1%       CAL%       RML%       RMN%       DEN%        SP%      R4.0%        GR%        AC%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 300.7000      18.511     16.252     23.552     43.098     36.847     39.134     38.834     58.080    100.644      0.657    187.012      2.635     16.218     72.352    226.068     13.518     38.287     41.630     40.659     57.635     23.520      8.609      6.989      2.584     98.060     36.025     71.328    220.085      0.100     54.946      0.000      0.100      0.010     99.900     44.954     99.900      0.100     -0.822     36.847      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.139     25.553     25.750      0.000  -9999.000  -9999.000      0.000
 300.8250      10.540      9.125     23.554     41.645     36.010     37.531     36.736     58.253    100.530      0.658    187.003      2.634     17.852     75.568    231.674     11.820     37.031     39.485     39.236     57.873     23.525      7.611      6.920      2.585     97.980     35.324     72.127    222.387      0.100     50.730      0.000      0.100      0.010     99.900     49.170     99.900      0.100     -0.936     36.010      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.770     26.644     27.222      0.000  -9999.000  -9999.000      0.000
 300.9500       9.638      8.845     23.550     40.374     35.151     35.903     33.776     58.308    100.383      0.659    186.998      2.634     19.521     79.663    237.057     11.921     36.243     37.980     37.515     58.033     23.523     11.135     10.266      2.584     97.886     35.043     74.065    226.533      0.100     45.033      0.000      0.100      0.010     99.900     54.867     99.900      0.100     -1.083     35.151      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.449     27.853     29.607      0.000  -9999.000  -9999.000      0.000
 301.0750      10.714      9.251     23.531     39.202     34.767     35.314     32.177     58.309    100.145      0.659    186.989      2.628     21.586     83.062    241.706     12.897     35.244     36.058     34.176     58.237     23.516     12.687     11.351      2.584     97.745     35.253     80.676    234.357      0.100     40.004      0.000      0.100      0.010     99.900     59.896     99.900      0.100     -1.322     34.767      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.763     28.317     31.078      0.000  -9999.000  -9999.000      0.000
 301.2000      10.787      8.826     23.523     37.717     34.482     35.056     31.202     58.227     99.899      0.660    186.978      2.621     24.063     85.049    245.227     15.010     34.845     35.395     32.463     58.305     23.509     15.139     14.531      2.578     97.651     36.212     85.925    241.415      0.100     36.934      0.000      0.100      0.010     99.900     62.966     99.900      0.100     -1.568     34.482      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.001     28.525     32.049      0.000  -9999.000  -9999.000      0.000
 301.3250      10.800      8.674     23.521     36.501     34.361     35.175     31.261     58.040     99.703      0.660    186.961      2.610     25.306     86.376    247.034     16.772     34.511     35.049     31.237     58.320     23.510     18.120     16.547      2.571     97.482     36.936     91.744    251.693      0.100     34.828      0.000      0.100      0.010     99.900     65.072     99.900      0.100     -1.764     34.361      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.102     28.429     31.989      0.000  -9999.000  -9999.000      0.000
 301.4500       8.430      6.977     23.525     35.657     34.280     35.562     32.023     57.844     99.537      0.661    186.947      2.604     25.479     86.199    246.425     18.139     34.386     35.080     31.089     58.272     23.512     18.246     15.707      2.560     97.369     37.805     93.996    255.223      0.100     35.110      0.000      0.100      0.010     99.900     64.790     99.900      0.100     -1.930     34.280      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.172     28.120     31.228      0.000  -9999.000  -9999.000      0.000
 301.5750       8.243      7.520     23.522     35.131     34.273     35.882     33.050     57.572     99.332      0.660    186.931      2.595     25.061     84.629    244.380     17.509     34.282     35.485     31.825     58.081     23.511     16.872     14.478      2.555     97.299     38.420     92.622    254.617      0.100     37.591      0.000      0.100      0.010     99.900     62.309     99.900      0.100     -2.136     34.273      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.177     27.869     30.258      0.000  -9999.000  -9999.000      0.000
 301.7000      11.414     10.461     23.515     35.141     34.257     36.092     34.709     57.278     99.187      0.660    186.921      2.593     22.310     81.368    240.271     16.246     34.271     35.815     32.668     57.909     23.505     12.486     10.419      2.545     97.205     39.269     89.427    249.833      0.100     42.545      0.000      0.100      0.010     99.900     57.355     99.900      0.100     -2.282     34.257      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.191     27.707     28.811      0.000  -9999.000  -9999.000      0.000
 301.8250      13.128     11.923     23.509     35.679     34.094     35.880     36.723     56.900     99.114      0.659    186.909      2.595     20.234     77.702    236.260     15.333     34.281     36.103     34.294     57.631     23.498     13.006     10.058      2.543     97.148     39.562     81.952    235.929      0.100     47.808      0.000      0.100      0.010     99.900     52.092     99.900      0.100     -2.355     34.094      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.331     27.871     27.231      0.000  -9999.000  -9999.000      0.000
 301.9500      15.675     14.894     23.510     36.884     33.745     35.121     39.094     56.685     99.052      0.657    186.905      2.593     18.984     75.725    234.556     16.416     34.179     36.055     36.061     57.379     23.477     12.279      8.214      2.545     97.111     39.687     76.257    226.207      0.100     50.519      0.000      0.100      0.010     99.900     49.381     99.900      0.100     -2.417     33.745      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.634     28.473     25.579      0.000  -9999.000  -9999.000      0.000
 302.0750      18.143     16.396     23.512     38.455     33.365     34.191     39.655     56.501     99.034      0.655    186.899      2.575     18.290     76.939    235.517     18.174     33.816     35.308     38.879     56.951     23.478      7.135      5.648      2.543     97.040     39.584     70.039    215.973      0.100     48.865      0.000      0.100      0.010     99.900     51.035     99.900      0.100     -2.435     33.365      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.971     29.247     25.218      0.000  -9999.000  -9999.000      0.000
 302.2000      17.999     15.485     23.510     41.112     32.705     32.847     38.797     56.396     99.038      0.654    186.886      2.556     19.359     83.194    242.114     19.824     33.516     34.512     39.793     56.734     23.482      5.741      5.381      2.526     96.984     39.080     69.522    211.264      0.100     39.804      0.000      0.100      0.010     99.900     60.096     99.900      0.100     -2.432     32.705      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.576     30.444     25.775      0.000  -9999.000  -9999.000      0.000
 302.3250      16.081     13.746     23.504     43.563     31.864     31.361     36.539     56.323     99.038      0.651    186.856      2.528     21.336     91.517    251.477     21.983     32.877     33.150     39.205     56.526     23.493      5.467      4.947      2.507     96.880     38.694     70.183    210.223      0.100     26.221      0.000      0.100      0.010     99.900     73.679     99.900      0.100     -2.432     31.864      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.383     31.887     27.368      0.000  -9999.000  -9999.000      0.000
 302.4500      12.580     10.354     23.494     45.477     30.812     29.484     32.951     56.321     99.060      0.649    186.839      2.506     23.431    102.200    261.775     24.531     32.148     31.865     37.473     56.418     23.480      6.014      5.350      2.479     96.805     38.307     71.675    212.397      0.100      5.851      0.000      0.100      0.010     99.900     94.049     99.900      0.100     -2.411     30.812      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.455     33.917     30.348      0.000  -9999.000  -9999.000      0.000
 302.5750      12.875      9.725     23.477     46.825     30.243     28.490     30.543     56.340     99.034      0.645    186.830      2.484     25.263    112.331    271.190     25.481     30.945     29.723     33.511     56.325     23.471      7.687      6.405      2.457     96.711     38.157     74.948    215.752      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.437     30.243      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.066     35.100     32.741      0.000  -9999.000  -9999.000      0.000
 302.7000      11.349      7.751     23.479     47.475     29.735     27.680     28.250     56.348     98.983      0.643    186.828      2.485     28.922    120.023    278.384     25.478     30.380     28.706     31.135     56.316     23.468      9.896      8.454      2.434     96.617     38.318     74.778    217.712      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.488     29.735      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.630     36.127     35.398      0.000  -9999.000  -9999.000      0.000
 302.8250       6.883      5.600     23.484     47.348     29.542     27.297     26.630     56.334     98.926      0.637    186.804      2.505     30.181    124.294    281.528     24.966     29.798     27.789     28.624     56.336     23.480     12.688     11.857      2.434     96.462     38.684     72.782    218.850      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.546     29.542      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.850     36.634     37.551      0.000  -9999.000  -9999.000      0.000
 302.9500       5.692      5.302     23.491     46.538     29.631     27.272     25.242     56.297     98.886      0.634    186.783      2.528     30.854    122.299    279.055     21.709     29.533     27.328     27.041     56.351     23.491     17.477     14.730      2.454     96.406     39.322     70.988    219.030      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.586     29.631      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.748     36.668     39.616      0.000  -9999.000  -9999.000      0.000
 303.0750       5.566      5.020     23.478     45.576     29.955     27.700     25.265     56.242     98.832      0.631    186.756      2.564     31.373    117.035    273.562     19.901     29.571     27.196     25.304     56.341     23.485     12.335     10.424      2.477     96.335     39.920     69.548    220.262      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.641     29.955      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.383     36.101     39.580      0.000  -9999.000  -9999.000      0.000
 303.2000       6.317      5.542     23.470     44.443     30.529     28.523     26.400     56.200     98.787      0.627    186.732      2.585     29.093    108.176    263.957     18.776     29.825     27.514     25.044     56.310     23.477      9.658      9.259      2.514     96.316     41.016     70.477    222.558      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.686     30.529      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.755     35.060     37.879      0.000  -9999.000  -9999.000      0.000
 303.3250       8.087      6.777     23.470     43.890     31.348     29.723     28.767     56.179     98.779      0.620    186.699      2.593     26.908     98.947    254.516     18.179     30.375     28.299     25.979     56.253     23.478     14.037     11.836      2.534     96.429     41.614     73.960    229.077      0.100     12.434      0.000      0.100      0.010     99.900     87.466     99.900      0.100     -2.694     31.348      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.900     33.644     34.762      0.000  -9999.000  -9999.000      0.000
 303.4500      10.403      9.072     23.482     44.491     32.587     31.563     32.671     56.209     98.790      0.616    186.693      2.593     24.833     91.476    247.427     19.626     31.026     29.243     27.757     56.208     23.495     18.596     16.377      2.543     96.617     42.269     76.945    233.897      0.100     26.292      0.000      0.100      0.010     99.900     73.608     99.900      0.100     -2.683     32.587      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.687     31.683     30.608      0.000  -9999.000  -9999.000      0.000
 303.5750      13.558     12.379     23.490     46.148     33.500     32.879     35.450     56.292     98.774      0.612    186.701      2.593     22.784     87.182    242.038     21.725     32.385     31.270     32.020     56.175     23.497     14.832     14.604      2.543     96.923     42.670     81.985    239.757      0.100     33.524      0.000      0.100      0.010     99.900     66.376     99.900      0.100     -2.701     33.500      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.851     30.415     28.209      0.000  -9999.000  -9999.000      0.000
 303.7000      16.542     13.947     23.483     50.851     34.543     34.398     38.003     56.426     98.701      0.609    186.719      2.598     20.760     85.402    237.594     23.819     33.237     32.504     34.765     56.191     23.494     15.573     13.848      2.542     97.317     43.009     83.981    243.368      0.100     36.378      0.000      0.100      0.010     99.900     63.522     99.900      0.100     -2.773     34.543      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.949     29.071     26.314      0.000  -9999.000  -9999.000      0.000
 303.8250      11.848     10.212     23.477     56.765     35.495     35.926     39.441     56.637     98.498      0.603    186.761      2.607     20.130     83.972    233.936     25.591     34.343     34.083     37.651     56.268     23.491     14.783     12.741      2.547     98.079     42.917     85.958    246.811      0.100     38.610      0.000      0.100      0.010     99.900     61.290     99.900      0.100     -2.977     35.495      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.173     27.835     25.354      0.000  -9999.000  -9999.000      0.000
 303.9500      10.456      9.729     23.481     64.369     36.620     37.825     40.503     56.788     98.238      0.600    186.794      2.618     19.559     82.409    231.191     29.680     35.187     35.412     39.133     56.371     23.509     12.209     12.488      2.557     98.568     42.550     86.730    247.223      0.100     40.992      0.000      0.100      0.010     99.900     58.908     99.900      0.100     -3.237     36.620      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.308     26.437     24.690      0.000  -9999.000  -9999.000      0.000
 304.0750      14.868     12.664     23.495     73.059     37.169     38.881     40.884     56.946     97.819      0.596    186.849      2.623     18.888     81.854    229.474     30.296     36.482     37.575     40.430     56.602     23.519     11.575     10.894      2.567     99.155     42.138     85.749    245.748      0.100     41.824      0.000      0.100      0.010     99.900     58.076     99.900      0.100     -3.657     37.169      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.904     25.719     24.460      0.000  -9999.000  -9999.000      0.000
 304.2000      17.910     16.054     23.496     86.856     37.554     39.839     41.512     57.069     97.394      0.592    186.910      2.609     18.836     82.541    231.240     30.981     37.062     38.625     40.736     56.747     23.529     10.645      7.437      2.573     99.550     41.472     83.680    243.220      0.100     40.793      0.000      0.100      0.010     99.900     59.107     99.900      0.100     -4.082     37.554      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.628     25.101     24.089      0.000  -9999.000  -9999.000      0.000
 304.3250      14.968     14.466     23.494     99.980     37.676     40.358     42.202     57.201     97.020      0.586    187.031      2.569     20.611     83.496    236.307     31.462     37.513     39.700     41.357     56.920     23.542     12.576     10.180      2.560    100.077     41.310     79.412    237.776      0.100     39.342      0.000      0.100      0.010     99.900     60.558     99.900      0.100     -4.456     37.676      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.542     24.778     23.696      0.000  -9999.000  -9999.000      0.000
 304.4500      15.429     13.646     23.495    111.644     37.585     40.543     42.822     57.268     96.645      0.583    187.106      2.526     23.032     86.502    244.839     28.552     37.687     40.287     42.010     57.032     23.599     16.815     15.564      2.521    100.284     41.466     76.257    234.980      0.100     34.625      0.000      0.100      0.010     99.900     65.275     99.900      0.100     -4.832     37.585      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.606     24.665     23.352      0.000  -9999.000  -9999.000      0.000
 304.5750      14.312     12.695     23.511    121.666     37.302     40.270     42.722     57.340     96.195      0.579    187.186      2.461     26.799     90.013    254.196     26.533     37.639     40.587     42.815     57.186     23.633     18.020     17.623      2.479    100.401     41.888     75.275    234.199      0.100     28.812      0.000      0.100      0.010     99.900     71.088     99.900      0.100     -5.282     37.302      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.808     24.832     23.407      0.000  -9999.000  -9999.000      0.000
 304.7000      12.093     12.196     23.521    131.176     36.854     39.669     42.214     57.423     95.858      0.575    187.238      2.430     32.326     90.928    262.883     24.444     37.411     40.404     42.845     57.251     23.663     16.862     15.994      2.412    100.420     43.141     78.339    236.626      0.100     27.243      0.000      0.100      0.010     99.900     72.657     99.900      0.100     -5.620     36.854      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.134     25.209     23.689      0.000  -9999.000  -9999.000      0.000
 304.8250      11.405     10.261     23.532    136.478     36.303     38.749     41.616     57.556     95.662      0.567    187.329      2.425     32.421     89.173    267.243     22.404     36.955     39.841     42.333     57.325     23.681     14.375     12.422      2.381    100.312     44.109     87.274    246.727      0.100     30.234      0.000      0.100      0.010     99.900     69.666     99.900      0.100     -5.816     36.303      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.546     25.807     24.029      0.000  -9999.000  -9999.000      0.000
 304.9500      10.999      7.940     23.553    136.579     35.429     37.327     40.791     57.670     95.518      0.562    187.382      2.441     30.361     84.380    265.234     20.384     36.531     39.121     41.835     57.389     23.691      9.888      7.973      2.374    100.143     45.411     95.076    255.463      0.100     37.979      0.000      0.100      0.010     99.900     61.921     99.900      0.100     -5.961     35.429      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.226     26.790     24.515      0.000  -9999.000  -9999.000      0.000
 305.0750      13.354     11.167     23.605    133.696     34.783     36.247     40.177     57.819     95.443      0.557    187.445      2.485     26.825     78.682    260.307     20.072     35.578     37.566     40.919     57.531     23.681      6.617      5.369      2.389     99.837     46.418    108.168    267.062      0.100     46.432      0.000      0.100      0.010     99.900     53.468     99.900      0.100     -6.036     34.783      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.750     27.588     24.890      0.000  -9999.000  -9999.000      0.000
 305.2000      17.036     15.942     23.639    124.737     34.152     34.988     39.284     57.980     95.434      0.552    187.500      2.511     20.174     74.116    253.585     19.441     34.954     36.570     40.383     57.633     23.662      5.014      4.260      2.434     99.536     47.814    115.813    274.642      0.100     52.662      0.000      0.100      0.010     99.900     47.238     99.900      0.100     -6.045     34.152      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.281     28.582     25.455      0.000  -9999.000  -9999.000      0.000
 305.3250      17.808     17.324     23.666    113.956     33.847     33.952     37.983     58.201     95.523      0.545    187.597      2.547     17.698     72.627    249.371     18.761     34.237     35.223     39.520     57.786     23.631      6.612      6.342      2.460     98.822     48.185    123.537    281.507      0.100     54.594      0.000      0.100      0.010     99.900     45.306     99.900      0.100     -5.956     33.847      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.545     29.453     26.327      0.000  -9999.000  -9999.000      0.000
 305.4500      16.405     15.337     23.683    101.632     33.779     32.959     35.839     58.355     95.670      0.541    187.648      2.562     17.775     77.126    250.177     18.853     33.881     34.242     38.537     57.922     23.560     12.545     12.037      2.496     98.333     48.072    124.925    281.545      0.100     48.607      0.000      0.100      0.010     99.900     51.293     99.900      0.100     -5.810     33.779      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.605     30.340     27.902      0.000  -9999.000  -9999.000      0.000
 305.5750      13.550     11.603     23.689     89.098     34.033     32.822     34.145     58.532     95.885      0.535    187.714      2.575     19.444     83.575    253.689     21.015     33.738     33.035     36.229     58.167     23.524     19.902     16.180      2.512     97.628     47.509    120.114    276.983      0.100     39.221      0.000      0.100      0.010     99.900     60.679     99.900      0.100     -5.595     34.033      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.383     30.467     29.287      0.000  -9999.000  -9999.000      0.000
 305.7000       9.286      7.493     23.677     72.849     34.614     33.430     32.469     58.708     96.083      0.531    187.761      2.579     24.185     89.309    258.656     23.496     33.906     32.720     34.605     58.310     23.495     42.613     40.500      2.525     96.988     45.748    114.478    270.719      0.100     30.005      0.000      0.100      0.010     99.900     69.895     99.900      0.100     -5.397     34.614      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.890     29.913     30.799      0.000  -9999.000  -9999.000      0.000
 305.8250       6.322      5.165     23.656     59.539     35.594     35.159     32.016     58.929     96.201      0.525    187.839      2.581     26.681     92.661    261.017     27.560     34.434     33.148     32.689     58.495     23.476     35.522     37.500      2.528     95.935     44.453    102.951    258.349      0.100     24.204      0.000      0.100      0.010     99.900     75.696     99.900      0.100     -5.280     35.594      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.095     28.442     31.235      0.000  -9999.000  -9999.000      0.000
 305.9500       5.309      4.644     23.618     49.960     37.166     38.459     33.432     59.054     96.252      0.521    187.881      2.585     26.628     91.170    257.532     33.426     35.180     34.324     31.772     58.647     23.476     32.472     34.000      2.531     95.371     42.892     95.633    251.343      0.100     26.824      0.000      0.100      0.010     99.900     73.076     99.900      0.100     -5.230     37.166      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.907     26.001     29.912      0.000  -9999.000  -9999.000      0.000
 306.0750       7.706      7.392     23.553     42.377     38.371     41.569     37.254     59.163     96.268      0.517    187.923      2.589     24.880     86.174    249.931     32.188     36.900     37.794     32.786     58.899     23.481     40.070     36.000      2.535     94.760     41.874     88.040    244.191      0.100     35.150      0.000      0.100      0.010     99.900     64.750     99.900      0.100     -5.214     38.371      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.061     24.056     26.842      0.000  -9999.000  -9999.000      0.000
 306.2000      13.903     12.801     23.518     34.953     39.840     45.610     45.362     59.227     96.241      0.514    187.942      2.593     18.790     77.459    235.761     29.938     38.003     40.558     35.469     59.024     23.485     54.565     52.000      2.539     94.441     40.878     86.475    240.261      0.100     48.146      0.000      0.100      0.010     99.900     51.754     99.900      0.100     -5.241     39.840      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.101     21.925     22.045      0.000  -9999.000  -9999.000      0.000
 306.3250      24.098     20.673     23.492     29.716     41.280     49.512     59.070     59.267     96.163      0.509    187.951      2.597     14.996     68.948    221.421     26.105     39.531     44.756     42.884     59.147     23.490     52.257     47.500      2.543     94.163     40.918     84.518    235.397      0.100     59.174      0.000      0.100      0.010     99.900     40.726     99.900      0.100     -5.319     41.280      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.225     20.197     16.929      0.000  -9999.000  -9999.000      0.000
 306.4500      41.302     39.945     23.476     26.621     42.947     53.775     81.197     59.244     96.091      0.507    187.949      2.593     13.138     61.964    210.017     18.800     40.813     48.298     53.166     59.214     23.500     35.113     39.500      2.547     94.220     41.539     83.523    232.735      0.100     67.147      0.000      0.100      0.010     99.900     32.753     99.900      0.100     -5.392     42.947      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.285     18.596     12.316      0.000  -9999.000  -9999.000      0.000
 306.5750      34.958     36.852     23.477     24.453     43.664     55.335     94.738     59.169     95.975      0.504    187.941      2.579     11.363     56.681    201.357     17.442     42.751     53.330     77.643     59.270     23.504     31.971     35.500      2.544     94.525     42.394     81.494    229.924      0.100     72.603      0.000      0.100      0.010     99.900     27.297     99.900      0.100     -5.508     43.664      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.902     18.072     10.555      0.000  -9999.000  -9999.000      0.000
 306.7000      33.879     34.370     23.481     22.801     43.939     55.616    101.773     59.038     95.896      0.502    187.941      2.572      9.946     53.446    195.595     17.852     43.562     55.171     92.365     59.261     23.505     18.915     14.609      2.529     94.976     44.241     82.148    229.105      0.100     75.719      0.000      0.100      0.010     99.900     24.181     99.900      0.100     -5.587     43.939      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.759     17.981      9.826      0.000  -9999.000  -9999.000      0.000
 306.8250      42.756     38.965     23.486     21.933     43.518     53.955     96.987     58.819     95.835      0.499    187.933      2.570      9.295     51.992    192.974     19.814     43.984     55.847    102.188     59.193     23.503     11.302      9.347      2.522     95.912     45.273     82.862    232.986      0.100     77.066      0.000      0.100      0.010     99.900     22.834     99.900      0.100     -5.650     43.518      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.979     18.534     10.311      0.000  -9999.000  -9999.000      0.000
 306.9500      54.137     51.166     23.492     21.766     42.368     50.307     83.384     58.635     95.708      0.497    187.920      2.568      9.249     53.964    194.423     25.201     43.798     54.891    100.471     59.094     23.501      7.105      5.884      2.520     96.476     46.270     84.014    239.020      0.100     75.230      0.000      0.100      0.010     99.900     24.670     99.900      0.100     -5.776     42.368      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.602     19.878     11.993      0.000  -9999.000  -9999.000      0.000
 307.0750      49.076     46.015     23.500     21.835     41.093     47.157     71.701     58.397     95.507      0.495    187.890      2.574      9.502     58.649    198.653     27.025     42.640     51.021     86.072     58.860     23.509      6.577      5.551      2.518     97.228     46.737     88.531    249.585      0.100     70.626      0.000      0.100      0.010     99.900     29.274     99.900      0.100     -5.978     41.093      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.335     21.206     13.947      0.000  -9999.000  -9999.000      0.000
 307.2000      34.530     38.757     23.504     22.178     39.420     43.624     59.222     58.123     95.318      0.494    187.854      2.583     12.020     66.868    208.841     26.536     41.519     48.069     74.968     58.694     23.519      7.822      7.219      2.523     97.717     46.782     91.221    257.950      0.100     61.644      0.000      0.100      0.010     99.900     38.256     99.900      0.100     -6.167     39.420      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.368     22.923     16.886      0.000  -9999.000  -9999.000      0.000
 307.3250      29.545     31.617     23.505     22.592     37.829     40.538     49.178     57.718     95.092      0.490    187.779      2.595     14.330     75.581    221.194     24.494     39.760     44.306     61.483     58.451     23.534      8.740      7.551      2.532     98.347     46.307     90.691    266.893      0.100     50.713      0.000      0.100      0.010     99.900     49.187     99.900      0.100     -6.393     37.829      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.435     24.668     20.334      0.000  -9999.000  -9999.000      0.000
 307.4500      17.499     13.630     23.503     23.117     35.923     37.174     38.733     57.399     94.843      0.489    187.729      2.596     16.954     86.646    234.567     17.459     38.359     41.494     52.157     58.230     23.554      9.887      7.996      2.545     98.591     45.321     87.941    267.527      0.100     34.393      0.000      0.100      0.010     99.900     65.507     99.900      0.100     -6.643     35.923      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.838     26.900     25.818      0.000  -9999.000  -9999.000      0.000
 307.5750      10.520      8.702     23.503     23.766     34.947     35.709     34.324     56.996     94.493      0.486    187.656      2.579     20.842     96.579    247.601     14.421     36.173     37.556     39.880     57.788     23.562     12.060     10.730      2.546     98.685     44.310     81.494    263.376      0.100     17.010      0.000      0.100      0.010     99.900     82.890     99.900      0.100     -6.993     34.947      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.615     28.004     29.134      0.000  -9999.000  -9999.000      0.000
