FORWARD_TEXT_FORMAT_1.0
STDEP =   149.7500
ENDEP =   900.0000
RLEV  =     0.1250
CURVENAME =  SP1, RLL8, RILD, RILM, GR, AC, SP, DEVI, AZIM, DEN, CNL, CAL, RML, RMN, DEN%, GR%, AC%, cnl%, RILD%, RILM%, RLL8%, SP1%, SP%, R4.0, CAL%, RML%, RMN%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, R4.0%
END
#DEPTH           SP1       RLL8       RILD       RILM         GR         AC         SP       DEVI       AZIM        DEN        CNL        CAL        RML        RMN       DEN%        GR%        AC%       cnl%      RILD%      RILM%      RLL8%       SP1%        SP%       R4.0       CAL%       RML%       RMN%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP      R4.0%
 252.1250      43.397     45.676     29.409     31.116    117.255    244.953     97.145      1.070     82.850      2.554     15.656     23.450     49.007     56.623      2.566    126.860    266.762     15.882     30.529     31.372     38.799    119.250     92.004     59.731     23.382     64.767     73.306      0.100     29.642      0.000      0.100      0.010     99.900     70.258     99.900      0.100     -3.601     29.409      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.004     32.138     21.893      0.000  -9999.000  -9999.000      0.000    207.790
 252.2500      43.680     42.165     30.210     31.488    116.213    239.922     97.135      1.080     81.870      2.558     14.953     23.444     63.127     70.155      2.566    132.970    275.573     18.117     30.941     31.133     35.051    119.256     91.589     61.465     23.371     61.517     67.061      0.100     31.758      0.000      0.100      0.010     99.900     68.142     99.900      0.100     -3.612     30.210      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.101     31.758     23.717      0.000  -9999.000  -9999.000      0.000    239.527
 252.3750      43.838     37.345     30.689     31.279    119.766    239.487     97.136      1.080     81.970      2.563     15.882     23.431     56.690     58.671      2.565    133.572    276.619     20.965     31.158     30.935     33.660    119.232     91.406     63.311     23.359     51.938     50.409      0.100     24.362      0.000      0.100      0.010     99.900     75.538     99.900      0.100     -3.613     30.689      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.585     31.970     26.778      0.000  -9999.000  -9999.000      0.000    249.359
 252.5000      43.974     34.512     31.025     31.057    125.511    243.544     97.168      1.080     83.320      2.566     18.116     23.402     42.980     40.794      2.563    132.051    274.818     22.949     30.851     30.606     34.407    119.098     91.235     66.776     23.363     34.135     31.300      0.100     11.241      0.000      0.100      0.010     99.900     88.659     99.900      0.100     -3.581     31.025      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.232     32.199     28.975      0.000  -9999.000  -9999.000      0.000    253.549
 252.6250      44.113     33.949     31.039     30.808    127.459    248.356     97.228      1.090     82.480      2.566     20.965     23.377     24.007     20.719      2.563    129.381    270.189     22.119     30.348     30.227     33.976    118.994     91.083     69.377     23.332     13.979     10.241      0.100      6.444      0.000      0.100      0.010     99.900     93.456     99.900      0.100     -3.522     31.039      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.217     32.459     29.456      0.000  -9999.000  -9999.000      0.000    252.051
 252.7500      44.228     34.241     30.657     30.460    128.455    252.285     97.282      1.090     81.560      2.566     22.949     23.365     13.082     10.415      2.562    121.203    255.354     19.734     29.724     29.670     32.730    118.860     90.844     71.610     23.301     12.192     10.587      0.100      3.918      0.000      0.100      0.010     99.900     95.982     99.900      0.100     -3.470     30.657      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.619     32.830     29.205      0.000  -9999.000  -9999.000      0.000    234.437
 252.8750      44.253     33.497     30.108     30.013    129.369    253.753     97.343      1.090     79.990      2.564     22.119     23.361     17.912     18.035      2.558    118.095    247.637     17.495     29.119     29.065     30.930    118.701     90.759     73.939     23.274     23.607     25.450      0.100      1.556      0.000      0.100      0.010     99.900     98.344     99.900      0.100     -3.411     30.108      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.214     33.319     29.854      0.000  -9999.000  -9999.000      0.000    219.769
 253.0000      44.247     32.039     29.492     29.438    129.644    252.538     97.430      1.100     81.530      2.563     19.734     23.348     35.599     39.184      2.540    116.118    241.316     16.272     28.045     28.430     31.474    118.316     90.692     77.718     23.266     47.574     52.897      0.100      0.836      0.000      0.100      0.010     99.900     99.064     99.900      0.100     -3.324     29.492      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.908     33.970     31.212      0.000  -9999.000  -9999.000      0.000    201.930
 253.1250      44.180     31.138     28.708     28.822    129.366    250.331     97.538      1.100     81.530      2.562     17.495     23.317     57.533     66.260      2.530    116.343    238.027     17.077     27.499     28.395     35.163    118.103     90.643     79.871     23.290     67.504     79.640      0.100      1.563      0.000      0.100      0.010     99.900     98.337     99.900      0.100     -3.218     28.708      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.834     34.696     32.115      0.000  -9999.000  -9999.000      0.000    181.904
 253.2500      44.058     32.884     27.836     28.416    129.220    248.523     97.597      1.100     81.840      2.560     16.272     23.288     63.529     65.782      2.522    124.432    241.477     19.226     26.989     28.221     38.681    117.883     90.600     80.801     23.305     59.538     51.867      0.100      1.944      0.000      0.100      0.010     99.900     97.956     99.900      0.100     -3.160     27.836      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.925     35.191     30.410      0.000  -9999.000  -9999.000      0.000    141.255
 253.3750      43.942     36.505     27.304     28.329    126.299    247.789     97.647      1.110     81.680      2.548     17.077     23.270     48.376     41.482      2.521    126.988    246.370     21.495     26.585     27.699     38.230    117.663     90.600     80.974     23.324     37.138     31.026      0.100      9.323      0.000      0.100      0.010     99.900     90.577     99.900      0.100     -3.111     27.304      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.624     35.300     27.394      0.000  -9999.000  -9999.000      0.000    123.805
 253.5000      43.799     38.509     26.835     28.023    122.562    248.848     97.694      1.110     80.920      2.535     19.226     23.278     29.325     23.308      2.533    128.105    251.081     22.787     26.309     26.089     30.035    117.230     90.613     79.216     23.332     21.437     15.516      0.100     18.162      0.000      0.100      0.010     99.900     81.738     99.900      0.100     -3.065     26.835      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.264     35.686     25.968      0.000  -9999.000  -9999.000      0.000    109.636
 253.6250      43.554     35.118     26.480     27.088    122.705    251.752     97.738      1.110     81.360      2.526     21.495     23.297     19.878     16.521      2.541    128.937    253.942     22.546     26.428     25.593     27.595    117.029     90.637     76.996     23.363     18.299     17.538      0.100     17.836      0.000      0.100      0.010     99.900     82.064     99.900      0.100     -3.023     26.480      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.764     36.917     28.476      0.000  -9999.000  -9999.000      0.000     98.684
 253.7500      43.235     29.111     26.354     25.901    125.082    255.944     97.762      1.120     80.950      2.522     22.787     23.315     21.696     21.362      2.549    129.966    253.491     22.208     26.666     25.551     27.143    116.845     90.710     74.326     23.402     25.144     25.245      0.100     12.274      0.000      0.100      0.010     99.900     87.626     99.900      0.100     -3.000     26.354      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.944     38.608     34.352      0.000  -9999.000  -9999.000      0.000     83.415
 253.8750      43.019     27.425     26.518     25.577    130.555    262.250     97.787      1.120     80.890      2.527     22.546     23.328     25.196     24.049      2.555    129.199    251.218     22.371     26.886     25.917     28.695    116.681     90.765     71.117     23.429     25.250     22.832      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.977     26.518      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.710     39.097     36.464      0.000  -9999.000  -9999.000      0.000     77.389
 254.0000      42.799     27.729     26.749     25.689    136.174    267.648     97.813      1.120     79.710      2.537     22.208     23.348     22.274     19.534      2.563    129.598    249.099     22.712     27.076     27.143     35.053    116.412     90.832     65.083     23.425     19.236     16.167      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.951     26.749      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.385     38.927     36.064      0.000  -9999.000  -9999.000      0.000     71.972
 254.1250      42.499     31.088     26.958     26.378    136.007    267.943     97.837      1.120     78.890      2.545     22.371     23.382     17.759     14.575      2.567    128.692    247.722     22.329     27.173     27.633     36.558    116.308     90.912     61.134     23.324     16.247     12.946      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.929     26.958      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     37.095     37.910     32.166      0.000  -9999.000  -9999.000      0.000     67.190
 254.2500      42.154     35.618     27.112     27.327    132.483    266.257     97.847      1.130     79.560      2.552     22.712     23.415     18.983     14.253      2.572    122.954    247.883     21.107     27.407     28.014     36.617    116.217     91.119     58.654     23.282     21.792     15.595      0.100     -0.000      0.000      0.100      0.010     99.900     99.900     99.900      0.100     -2.920     27.112      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.884     36.594     28.076      0.000  -9999.000  -9999.000      0.000     60.211
 254.3750      41.959     36.580     27.260     27.776    127.233    261.911     97.851      1.130     79.490      2.559     22.329     23.427     24.610     20.148      2.578    122.012    250.200     19.740     27.845     28.483     36.439    116.131     91.241     56.772     23.263     27.511     24.836      0.100      7.009      0.000      0.100      0.010     99.900     92.891     99.900      0.100     -2.917     27.260      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.683     36.002     27.337      0.000  -9999.000  -9999.000      0.000     58.019
 254.5000      41.783     36.551     27.570     28.190    123.686    256.585     97.845      1.130     79.190      2.565     21.107     23.375     33.725     33.417      2.587    123.679    253.934     18.848     29.230     29.974     37.489    115.979     91.382     54.687     23.255     40.140     42.276      0.100     15.573      0.000      0.100      0.010     99.900     84.327     99.900      0.100     -2.925     27.570      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.271     35.474     27.359      0.000  -9999.000  -9999.000      0.000     56.491
 254.6250      41.580     36.831     28.362     29.039    123.720    253.256     97.824      1.140     78.460      2.570     19.740     23.303     39.732     42.939      2.590    127.061    258.779     19.052     30.152     30.963     38.997    115.899     91.540     53.572     23.228     39.310     43.626      0.100     15.493      0.000      0.100      0.010     99.900     84.407     99.900      0.100     -2.947     28.362      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     35.259     34.436     27.151      0.000  -9999.000  -9999.000      0.000     55.378
 254.7500      41.373     38.050     29.573     30.342    123.394    250.214     97.796      1.140     78.840      2.575     18.848     23.272     36.099     37.916      2.592    135.498    267.162     19.727     31.136     31.985     40.743    115.814     91.919     52.954     23.220     32.766     31.988      0.100     16.251      0.000      0.100      0.010     99.900     83.649     99.900      0.100     -2.977     29.573      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.814     32.957     26.281      0.000  -9999.000  -9999.000      0.000     53.766
 254.8750      41.274     39.645     30.517     31.343    119.573    247.056     97.757      1.140     79.620      2.583     19.052     23.259     28.293     27.344      2.593    137.134    268.337     19.749     32.083     33.019     42.962    115.728     92.114     52.513     23.236     23.636     22.509      0.100     24.776      0.000      0.100      0.010     99.900     75.124     99.900      0.100     -3.017     30.517      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.768     31.905     25.224      0.000  -9999.000  -9999.000      0.000     53.128
 255.0000      41.185     41.565     31.487     32.368    112.338    244.435     97.686      1.150     80.310      2.589     19.727     23.242     21.471     19.909      2.599    134.402    267.381     18.360     33.645     34.977     47.504    115.558     92.315     52.345     23.243     19.210     17.194      0.100     39.254      0.000      0.100      0.010     99.900     60.646     99.900      0.100     -3.088     31.487      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.759     30.894     24.059      0.000  -9999.000  -9999.000      0.000     52.685
 255.1250      41.074     44.642     32.661     33.743    106.951    243.046     97.581      1.150     80.610      2.591     19.749     23.224     19.787     19.833      2.605    129.743    264.652     14.867     34.173     35.840     49.974    115.478     92.529     52.578     23.247     20.390     22.594      0.100     48.764      0.000      0.100      0.010     99.900     51.136     99.900      0.100     -3.194     32.661      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.618     29.636     22.401      0.000  -9999.000  -9999.000      0.000     52.520
 255.2500      40.949     48.415     33.840     35.295    103.141    240.674     97.510      1.150     78.820      2.592     18.360     23.228     27.047     33.696      2.613    123.638    257.983     13.122     34.450     36.491     51.822    115.411     92.969     53.134     23.247     34.035     45.349      0.100     54.903      0.000      0.100      0.010     99.900     44.997     99.900      0.100     -3.267     33.840      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.551     28.332     20.655      0.000  -9999.000  -9999.000      0.000     52.841
 255.3750      40.868     50.655     34.275     36.079    101.369    234.864     97.443      1.160     80.180      2.596     14.867     23.239     44.171     57.507      2.620    123.755    254.575     12.002     34.419     36.792     53.453    115.356     93.188     53.973     23.243     54.838     70.305      0.100     57.604      0.000      0.100      0.010     99.900     42.296     99.900      0.100     -3.335     34.275      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.176     27.717     19.742      0.000  -9999.000  -9999.000      0.000     53.128
 255.5000      40.782     52.421     34.438     36.601     99.893    226.943     97.355      1.160     79.380      2.602     13.122     23.245     57.134     74.582      2.628    123.670    251.354     11.969     33.604     36.118     55.077    115.252     93.408     55.879     23.251     59.556     79.097      0.100     59.783      0.000      0.100      0.010     99.900     40.117     99.900      0.100     -3.425     34.438      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.037     27.321     19.076      0.000  -9999.000  -9999.000      0.000     53.390
 255.6250      40.665     54.048     34.120     36.545     98.947    222.360     97.250      1.160     79.470      2.609     12.002     23.247     68.237     97.734      2.629    122.994    248.565     14.034     32.940     35.022     51.086    115.204     93.628     57.182     23.270     77.425    117.460      0.100     61.147      0.000      0.100      0.010     99.900     38.753     99.900      0.100     -3.531     34.120      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.308     27.363     18.502      0.000  -9999.000  -9999.000      0.000     53.621
 255.7500      40.528     53.617     33.361     35.717     98.508    219.611     97.189      1.170     79.270      2.616     11.969     23.245     73.096    104.069      2.623    114.608    244.866     16.515     32.194     33.651     45.438    115.167     94.055     57.905     23.286     68.500     89.856      0.100     61.771      0.000      0.100      0.010     99.900     38.129     99.900      0.100     -3.593     33.361      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.975     27.998     18.651      0.000  -9999.000  -9999.000      0.000     54.311
 255.8750      40.453     49.025     32.668     34.522    100.282    221.676     97.130      1.170     79.400      2.624     14.034     23.247     56.770     69.097      2.606    109.034    243.807     19.502     31.464     32.203     39.708    115.136     94.275     58.196     23.297     44.285     47.004      0.100     59.215      0.000      0.100      0.010     99.900     40.685     99.900      0.100     -3.653     32.668      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.611     28.967     20.398      0.000  -9999.000  -9999.000      0.000     54.916
 256.0000      40.391     43.352     31.928     33.124    106.055    229.152     97.063      1.170     79.310      2.629     16.515     23.260     35.001     35.911      2.553    103.911    241.935     22.939     30.349     29.838     32.633    115.094     94.494     57.444     23.309     25.091     24.071      0.100     50.249      0.000      0.100      0.010     99.900     49.651     99.900      0.100     -3.722     31.928      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.320     30.190     23.067      0.000  -9999.000  -9999.000      0.000     55.734
 256.1250      40.318     37.139     31.059     31.344    113.109    237.989     96.988      1.170     80.410      2.626     19.502     23.278     20.929     19.318      2.530    102.015    238.826     27.399     30.048     29.111     30.664    115.081     94.708     56.311     23.332     16.475     14.231      0.100     37.806      0.000      0.100      0.010     99.900     62.094     99.900      0.100     -3.798     31.059      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.197     31.904     26.927      0.000  -9999.000  -9999.000      0.000     56.805
 256.2500      40.235     31.919     30.240     29.574    119.581    248.160     96.943      1.180     79.710      2.614     22.939     23.291     15.403     13.031      2.517    100.421    229.042     28.609     29.888     28.757     30.042    115.063     95.105     54.890     23.336     14.253     11.744      0.100     24.759      0.000      0.100      0.010     99.900     75.141     99.900      0.100     -3.844     30.240      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.068     33.813     31.329      0.000  -9999.000  -9999.000      0.000     59.876
 256.3750      40.190     30.439     29.990     28.983    124.886    260.271     96.895      1.180     78.890      2.579     27.399     23.303     13.854     11.259      2.516     99.114    223.850     28.818     29.870     28.808     30.760    115.039     95.288     53.191     23.336     13.424     10.738      0.100     12.741      0.000      0.100      0.010     99.900     87.159     99.900      0.100     -3.894     29.990      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.344     34.503     32.853      0.000  -9999.000  -9999.000      0.000     61.751
 256.5000      40.156     30.301     29.881     28.775    128.211    270.377     96.821      1.180     78.710      2.541     28.609     23.320     15.587     12.650      2.539     98.699    220.156     27.528     30.529     30.138     35.617    114.996     95.447     50.086     23.336     17.920     14.713      0.100      4.543      0.000      0.100      0.010     99.900     95.357     99.900      0.100     -3.969     29.881      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.466     34.752     33.002      0.000  -9999.000  -9999.000      0.000     63.726
 256.6250      40.121     32.508     30.107     29.287    126.801    271.994     96.715      1.190     79.260      2.523     28.818     23.334     19.676     16.087      2.553     98.224    218.804     23.503     31.273     31.432     40.332    114.978     95.581     48.119     23.336     21.576     17.574      0.100      8.087      0.000      0.100      0.010     99.900     91.813     99.900      0.100     -4.076     30.107      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     33.215     34.145     30.761      0.000  -9999.000  -9999.000      0.000     65.654
 256.7500      40.089     37.310     30.797     30.602    123.859    270.728     96.640      1.190     80.420      2.517     27.528     23.336     22.430     19.586      2.562    103.346    225.950     20.849     32.315     33.095     46.904    114.947     95.776     47.110     23.336     23.356     21.770      0.100     15.171      0.000      0.100      0.010     99.900     84.729     99.900      0.100     -4.152     30.797      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.471     32.677     26.802      0.000  -9999.000  -9999.000      0.000     68.723
 256.8750      40.075     42.686     31.646     32.027    117.451    264.592     96.557      1.190     79.120      2.528     23.503     23.336     23.557     22.910      2.568    110.098    233.931     18.395     33.714     35.091     55.665    114.911     95.843     46.715     23.344     23.776     24.152      0.100     29.243      0.000      0.100      0.010     99.900     70.657     99.900      0.100     -4.238     31.646      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     31.599     31.223     23.426      0.000      7.039      8.230      0.000     69.594
 257.0000      40.054     50.035     32.815     33.808    107.591    254.957     96.428      1.200     79.120      2.546     20.850     23.336     26.919     28.773      2.576    117.618    244.064     16.151     37.537     39.808     76.246    114.813     95.892     47.651     23.363     30.348     33.816     17.271     53.067      1.000     17.271      9.525     63.014     29.661     63.014     17.271     -4.367     32.815      1.000      0.000      0.000      0.000      0.000      0.557      0.000      0.000      0.000      0.000      0.000     30.474     29.578     19.985      0.000      7.039      8.230      0.000     69.855
 257.1250      40.023     63.003     35.077     36.773    100.176    247.551     96.260      1.200     79.130      2.558     18.395     23.336     37.238     41.071      2.581    122.529    254.314     13.660     39.765     42.525     90.468    114.746     95.935     49.003     23.444     44.779     49.010     15.400     61.205      1.000     15.400      4.999     67.584     23.395     67.584     15.400     -4.536     35.077      1.000      0.000      0.000      0.000      0.000      0.655      0.000      0.000      0.000      0.000      0.000     28.508     27.194     15.872      0.000      6.531      9.047      0.000     69.453
 257.2500      39.989     81.305     38.330     40.775     94.358    240.143     96.156      1.200     78.910      2.565     16.151     23.340     45.363     50.626      2.585    128.439    269.249     13.037     42.010     45.355    108.225    114.685     96.032     50.623     23.479     46.004     52.398     13.527     67.519      1.000     13.527      2.445     72.665     18.954     72.665     13.527     -4.641     38.330      1.000      0.000      0.000      0.000      0.000      0.743      0.000      0.000      0.000      0.000      0.000     26.089     24.525     12.299      0.000      6.209      9.053      0.000     66.767
 257.3750      39.967     96.770     40.562     43.530     88.369    231.613     96.053      1.210     80.460      2.572     13.660     23.353     50.364     58.815      2.587    127.866    272.084     12.764     44.089     47.985    124.650    114.636     96.100     52.535     23.506     55.161     65.876     11.372     73.798      1.000     11.372      0.881     82.598     14.830     82.598     11.372     -4.746     40.562      1.000      0.000      0.000      0.000      0.000      0.876      0.000      0.000      0.000      0.000      0.000     24.654     22.973     10.334      0.000      5.907      8.624      0.000     64.845
 257.5000      39.934    114.041     42.746     46.286     82.731    223.919     95.920      1.210     78.940      2.579     13.037     23.402     59.344     71.230      2.574    125.185    271.858     12.786     47.041     50.728    113.618    114.581     96.197     56.227     23.541     63.960     77.138      9.427     79.174      1.000      9.427      0.010     95.274     11.399     95.274      9.427     -4.880     42.746      1.000      0.000      0.000      0.000      0.000      1.002      0.000      0.000      0.000      0.000      0.000     23.394     21.605      8.769      0.000      5.609      9.730      0.000     62.823
 257.6250      39.876    120.753     45.132     48.954     81.248    221.211     95.770      1.210     79.580      2.583     12.764     23.461     61.137     70.583      2.564    121.840    269.008     13.326     47.621     50.761     95.734    114.581     96.313     58.923     23.614     58.013     63.331      8.743     80.736      1.000      8.743      0.010     99.236     10.521     99.236      8.743     -5.031     45.132      1.000      0.000      0.000      0.000      0.000      1.074      0.000      0.000      0.000      0.000      0.000     22.157     20.427      8.281      0.000      5.402      9.881      0.000     60.894
 257.7500      39.789    107.315     47.246     50.740     81.453    219.995     95.703      1.220     78.710      2.586     12.786     23.492     59.864     64.729      2.555    110.752    257.853     14.104     47.601     50.047     80.123    114.599     96.582     60.889     23.641     61.917     66.281      8.435     81.014      1.000      8.435      0.010     99.900     10.551     99.900      8.435     -5.099     47.246      1.000      0.000      0.000      0.000      0.000      1.078      0.000      0.000      0.000      0.000      0.000     21.166     19.709      9.319      0.000      5.288      9.845      0.000     57.700
 257.8750      39.724     90.246     47.614     50.510     85.599    221.295     95.654      1.220     78.830      2.580     13.326     23.523     60.214     64.374      2.548    102.753    250.522     15.241     47.128     48.966     68.728    114.630     96.728     62.508     23.657     58.319     62.251      8.764     78.540      1.000      8.764      0.010     96.403     12.696     96.403      8.764     -5.150     47.614      1.000      0.000      0.000      0.000      0.000      1.052      0.000      0.000      0.000      0.000      0.000     21.002     19.798     11.081      0.000      5.542      9.163      0.000     56.675
 258.0000      39.667     76.127     47.435     49.668     92.792    224.983     95.624      1.220     78.490      2.569     14.104     23.576     56.662     59.391      2.543     96.218    242.989     16.789     45.396     46.610     55.440    114.752     96.881     64.059     23.649     54.814     56.199      9.696     73.387      1.000      9.696      0.010     88.176     16.917     88.176      9.696     -5.181     47.435      1.000      0.000      0.000      0.000      0.000      0.984      0.000      0.000      0.000      0.000      0.000     21.081     20.134     13.136      0.000      6.041      7.570      0.000     56.239
 258.1250      39.617     64.078     46.522     48.141     96.834    228.631     95.615      1.220     77.840      2.559     15.241     23.627     44.375     42.981      2.540     91.492    235.758     19.036     44.352     45.404     51.950    114.843     97.027     64.490     23.603     32.694     28.190     10.618     69.718      1.000     10.618      0.661     82.040     19.663     82.040     10.618     -5.191     46.522      1.000      0.000      0.000      0.000      0.000      0.925      0.000      0.000      0.000      0.000      0.000     21.495     20.772     15.606      0.000      6.467      7.218      0.000     56.446
 258.2500      39.581     54.222     45.031     46.189     98.691    232.385     95.632      1.230     77.860      2.551     16.789     23.649     27.914     24.499      2.539     83.542    225.207     19.432     43.405     44.307     49.686    114.941     97.278     64.211     23.568     22.551     20.356     11.567     67.272      1.000     11.567      1.088     77.197     21.161     77.197     11.567     -5.176     45.031      1.000      0.000      0.000      0.000      0.000      0.872      0.000      0.000      0.000      0.000      0.000     22.207     21.650     18.443      0.000      6.801      8.041      0.000     58.532
 258.3750      39.587     51.162     44.022     45.022     99.926    236.737     95.660      1.230     78.070      2.545     19.036     23.653     22.473     21.492      2.540     81.475    221.921     19.135     42.658     43.357     48.240    115.051     97.381     63.654     23.533     22.385     22.770     12.667     64.994      1.000     12.667      1.868     71.940     22.340     71.940     12.667     -5.149     44.022      1.000      0.000      0.000      0.000      0.000      0.805      0.000      0.000      0.000      0.000      0.000     22.716     22.211     19.546      0.000      7.065      9.790      0.000     60.124
 258.5000      39.610     49.184     43.146     43.977    100.627    240.603     95.721      1.230     78.030      2.541     19.432     23.627     22.760     23.320      2.557     80.895    220.108     18.189     41.637     42.447     48.595    115.295     97.455     62.569     23.510     23.183     23.940     13.644     63.217      1.000     13.644      2.902     67.962     23.139     67.962     13.644     -5.089     43.146      1.000      0.000      0.000      0.000      0.000      0.748      0.000      0.000      0.000      0.000      0.000     23.177     22.739     20.332      0.000      7.249      9.898      0.000     61.905
 258.6250      39.673     48.363     42.304     43.042    100.638    241.563     95.814      1.240     77.930      2.539     19.135     23.586     24.864     26.051      2.571     82.323    219.818     16.340     41.238     42.326     50.333    115.417     97.510     61.904     23.510     26.766     28.439     13.886     62.888      1.000     13.886      3.174     67.554     23.226     67.554     13.886     -4.997     42.304      1.000      0.000      0.000      0.000      0.000      0.654      0.000      0.000      0.000      0.000      0.000     23.638     23.233     20.677      0.000      7.337      9.596      0.000     63.774
 258.7500      39.784     49.196     41.499     42.405     98.778    241.552     95.879      1.230     77.740      2.539     18.189     23.552     28.848     31.000      2.585     90.728    223.605     15.594     40.952     42.418     53.241    115.545     97.583     61.641     23.510     31.210     33.907     13.884     64.173      1.000     13.884      3.110     68.217     21.943     68.217     13.884     -4.933     41.499      1.000      0.000      0.000      0.000      0.000      0.667      0.000      0.000      0.000      0.000      0.000     24.097     23.582     20.327      0.000      7.338      9.405      0.000     67.765
 258.8750      39.877     51.336     41.139     42.358     94.382    240.099     95.957      1.240     77.990      2.549     16.340     23.522     33.989     36.920      2.595     96.033    227.147     15.112     40.691     42.552     56.554    115.680     97.607     61.738     23.522     37.150     40.348     13.516     67.518      1.000     13.516      2.611     70.191     18.966     70.191     13.516     -4.857     41.139      1.000      0.000      0.000      0.000      0.000      0.702      0.000      0.000      0.000      0.000      0.000     24.308     23.608     19.479      0.000      6.926      9.234      0.000     69.909
 259.0000      39.979     54.381     40.862     42.464     89.099    237.799     96.078      1.210     77.050      2.564     15.594     23.510     38.009     40.502      2.598     98.096    230.969     14.901     40.122     42.177     60.610    115.936     97.625     63.191     23.525     38.990     40.677     12.935     71.415      1.000     12.935      1.974     73.274     15.650     73.274     12.935     -4.737     40.862      1.000      0.000      0.000      0.000      0.000      0.752      0.000      0.000      0.000      0.000      0.000     24.473     23.549     18.389      0.000      6.239     10.320      0.000     72.173
