FORWARD_TEXT_FORMAT_1.0
STDEP =   170.0000
ENDEP =   860.0000
RLEV  =     0.1250
CURVENAME =  DSP, Rll8, RILD, RILM, GR, MMD, AC, SP, DEN, CNL, CAL, RML, RMN, R4.0, DEVI, AZIM, DEN%, CNL%, SP%, R4.0%, GR%, AC%, MMD%, CAL%, rml%, rmn%, RILD%, RILM%, RLL8%, DSP%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           DSP       Rll8       RILD       RILM         GR        MMD         AC         SP        DEN        CNL        CAL        RML        RMN       R4.0       DEVI       AZIM       DEN%       CNL%        SP%      R4.0%        GR%        AC%       MMD%       CAL%       rml%       rmn%      RILD%      RILM%      RLL8%       DSP%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 230.5000     101.045    101.258     54.832     65.873     78.573     -4.427    232.900     63.588      2.539     13.672     22.617     77.406     76.287     51.100      0.870    121.610      2.579     11.937     90.747     48.067     69.714    207.398    -13.184     22.685     93.087     99.258     51.941     62.445     90.605    106.079     11.697     76.630      1.000     11.697      1.173     88.595     11.673     88.595     11.697    -21.856     54.832      1.000      0.000      0.000      0.000      0.000      0.888      0.000      0.000      0.000      0.000      0.000     18.238     15.181      9.876      0.000      7.364     10.511      0.000
 230.6250     102.591     89.765     51.626     62.018     82.681     24.918    236.924     63.440      2.545     14.860     22.654     59.083     55.798     55.624      0.850    121.540      2.570     13.520     90.594     40.211     70.073    213.421    -25.391     22.685     88.771     96.726     45.542     53.792     73.570    110.455     12.714     73.720      1.000     12.714      1.445     84.697     13.567     84.697     12.714    -22.006     51.626      1.000      0.000      0.000      0.000      0.000      0.841      0.000      0.000      0.000      0.000      0.000     19.370     16.124     11.140      0.000      7.079     10.753      0.000
 230.7500     104.297     73.007     45.399     53.564     89.082      4.294    240.698     63.292      2.559     16.241     22.657     40.856     45.649     56.978      0.850    121.550      2.551     14.679     90.503     35.635     74.512    226.021    -10.254     22.685     86.470     90.432     42.658     49.198     62.184    112.744     13.668     69.736      1.000     13.668      1.887     84.618     16.596     84.618     13.668    -22.155     45.399      1.000      0.000      0.000      0.000      0.000      0.840      0.000      0.000      0.000      0.000      0.000     22.027     18.669     13.697      0.000      6.468     10.534      0.000
 230.8750     106.295     61.627     42.533     48.988     99.502      5.065    244.987     63.154      2.569     17.715     22.654     44.773     51.341     57.463      0.840    121.300      2.540     16.059     90.399     31.335     77.330    231.604    -20.019     22.685     77.406     76.287     40.152     44.968     50.960    114.856     14.752     63.218      1.000     14.752      2.838     81.611     22.030     81.611     14.752    -22.296     42.533      1.000      0.000      0.000      0.000      0.000      0.801      0.000      0.000      0.000      0.000      0.000     23.511     20.413     16.227      0.000      6.037      9.041      0.000
 231.0000     110.568     50.586     40.047     44.791    105.286     13.635    247.840     63.152      2.579     19.632     22.658     51.992     58.514     56.742      0.850    120.510      2.530     17.440     90.289     27.663     81.495    235.946     32.226     22.685     59.083     55.798     38.042     41.423     43.456    116.668      0.100     55.121      0.000      0.100      0.010     99.900     44.779     99.900      0.100    -22.299     40.047      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.970     22.326     19.768      0.000  -9999.000  -9999.000      0.000
 231.1250     112.849     43.184     37.884     41.185    109.103    -15.092    250.957     63.212      2.587     20.501     22.674     57.560     61.530     53.567      0.870    120.570      2.522     19.520     90.088     23.177     85.454    239.211      7.812     22.685     40.856     45.649     34.876     36.649     37.992    119.464      0.100     50.391      0.000      0.100      0.010     99.900     49.509     99.900      0.100    -22.242     37.884      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.397     24.281     23.157      0.000  -9999.000  -9999.000      0.000
 231.2500     114.946     37.981     34.822     36.575    112.824    -14.481    254.796     63.386      2.590     21.576     22.685     37.251     34.177     50.968      0.870    120.420      2.503     20.363     89.990     22.118     97.535    244.163     -3.906     22.685     44.773     51.341     33.792     35.168     37.770    120.404      0.100     45.504      0.000      0.100      0.010     99.900     54.396     99.900      0.100    -22.069     34.822      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.718     27.341     26.329      0.000  -9999.000  -9999.000      0.000
 231.3750     116.808     37.762     33.753     35.112    116.227    -15.059    259.214     63.713      2.585     23.039     22.685     27.368     26.921     48.202      0.890    119.480      2.484     21.399     89.892     21.466    104.066    246.900     25.879     22.685     51.992     58.514     33.016     34.048     37.604    120.965      0.100     40.783      0.000      0.100      0.010     99.900     59.117     99.900      0.100    -21.744     33.753      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.627     28.480     26.482      0.000  -9999.000  -9999.000      0.000
 231.5000     119.511     37.576     32.993     34.008    116.030     -8.181    261.050     63.958      2.577     25.063     22.685     25.486     25.980     45.057      0.880    119.490      2.458     22.728     89.801     21.131    108.104    250.012    -14.648     22.685     57.560     61.530     32.555     33.261     37.048    121.142      0.100     41.064      0.000      0.100      0.010     99.900     58.836     99.900      0.100    -21.501     32.993      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.310     29.405     26.613      0.000  -9999.000  -9999.000      0.000
 231.6250     120.432     37.050     32.558     33.247    113.813     23.796    262.299     64.224      2.566     24.997     22.685     27.330     30.068     39.796      0.900    119.640      2.429     25.056     89.654     20.978    111.401    253.131    -16.113     22.688     37.251     34.177     32.618     33.000     37.089    120.453      0.100     44.158      0.000      0.100      0.010     99.900     55.742     99.900      0.100    -21.237     32.558      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.715     30.077     26.991      0.000  -9999.000  -9999.000      0.000
 231.7500     120.974     37.205     32.641     33.033    110.271      8.151    262.337     64.577      2.549     24.120     22.685     40.438     45.857     36.749      0.940    118.210      2.393     25.107     89.599     20.913    116.083    258.608    -10.742     22.696     27.368     26.921     33.077     33.658     39.383    119.714      0.100     48.887      0.000      0.100      0.010     99.900     51.013     99.900      0.100    -20.886     32.641      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.636     30.273     26.878      0.000  -9999.000  -9999.000      0.000
 231.8750     121.107     39.640     33.109     33.716    107.102      8.539    260.773     65.047      2.538     22.717     22.685     46.964     53.237     33.597      1.000    118.550      2.394     24.289     89.557     20.844    116.557    260.596    -24.902     22.723     25.486     25.980     33.699     34.802     44.437    118.841      0.100     52.906      0.000      0.100      0.010     99.900     46.994     99.900      0.100    -20.417     33.109      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.203     29.659     25.227      0.000  -9999.000  -9999.000      0.000
 232.0000     120.415     44.824     33.735     34.877    106.549      6.423    258.888     65.288      2.529     20.553     22.685     50.501     56.442     30.209      0.960    119.110      2.406     23.038     89.520     20.722    114.833    262.082     29.785     22.735     27.330     30.068     34.410     36.284     52.011    117.914      0.100     53.587      0.000      0.100      0.010     99.900     46.313     99.900      0.100    -20.178     33.735      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     29.643     28.672     22.310      0.000  -9999.000  -9999.000      0.000
 232.1250     119.670     52.741     34.492     36.428    108.118    -20.895    256.798     65.490      2.518     19.681     22.685     49.601     57.539     25.474      0.910    118.890      2.431     20.675     89.447     19.890    111.507    262.789     10.254     22.754     40.438     45.857     36.018     39.111     66.277    116.101      0.100     51.639      0.000      0.100      0.010     99.900     48.261     99.900      0.100    -19.978     34.492      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.992     27.451     18.961      0.000  -9999.000  -9999.000      0.000
 232.2500     118.794     66.284     36.062     39.157    111.015    -11.729    254.781     65.674      2.499     18.981     22.685     57.282     65.474     23.617      0.910    118.820      2.497     19.779     89.410     18.923    107.488    261.319      3.418     22.770     46.964     53.237     36.876     40.005     66.420    115.320      0.100     47.915      0.000      0.100      0.010     99.900     51.985     99.900      0.100    -19.795     36.062      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.730     25.538     15.087      0.000  -9999.000  -9999.000      0.000
 232.3750     117.821     66.189     36.922     40.031    114.445    -11.530    253.875     65.849      2.478     18.462     22.685     60.374     67.411     22.131      0.890    117.830      2.527     19.060     89.367     17.671    106.236    259.549     20.019     22.808     50.501     56.442     37.780     40.506     61.927    114.758      0.100     43.287      0.000      0.100      0.010     99.900     56.613     99.900      0.100    -19.622     36.922      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.084     24.981     15.108      0.000  -9999.000  -9999.000      0.000
 232.5000     116.061     61.635     37.826     40.518    118.933     -2.466    256.226     65.904      2.452     18.485     22.689     57.123     64.780     20.980      0.900    119.470      2.548     18.484     89.313     16.323    107.248    257.412    -23.926     22.812     49.601     57.539     38.679     40.740     56.257    114.441      0.100     36.848      0.000      0.100      0.010     99.900     63.052     99.900      0.100    -19.570     37.826      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.437     24.680     16.225      0.000  -9999.000  -9999.000      0.000
 232.6250     115.291     55.853     38.751     40.742    123.768     28.530    260.530     65.935      2.421     19.881     22.698     56.848     61.924     20.325      0.930    118.760      2.557     18.320     89.160     13.995    110.051    255.433    -14.160     22.789     57.282     65.474     40.077     40.776     48.454    114.282      0.100     29.397      0.000      0.100      0.010     99.900     70.503     99.900      0.100    -19.540     38.751      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.806     24.545     17.904      0.000  -9999.000  -9999.000      0.000
 232.7500     114.742     48.383     40.093     40.769    126.541      1.891    267.827     65.948      2.393     22.691     22.724     39.261     38.011     21.053      0.970    115.850      2.558     19.518     89.050     13.206    113.149    253.337     -6.348     22.731     60.374     67.411     40.375     40.643     47.078    114.380      0.100     24.864      0.000      0.100      0.010     99.900     75.036     99.900      0.100    -19.529     40.093      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.942     24.528     20.669      0.000  -9999.000  -9999.000      0.000
 232.8750     114.432     47.059     40.380     40.632    126.517     13.338    276.444     65.943      2.396     26.911     22.736     32.353     28.685     22.618      0.880    118.010      2.557     22.142     88.916     12.621    117.299    255.060    -22.949     22.685     57.123     64.780     40.471     40.425     46.722    114.581      0.100     24.905      0.000      0.100      0.010     99.900     74.995     99.900      0.100    -19.536     40.380      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.765     24.611     21.250      0.000  -9999.000  -9999.000      0.000
 233.0000     114.287     46.722     40.468     40.410    125.783      6.411    279.042     65.923      2.411     31.758     22.755     29.911     24.018     25.528      0.860    117.300      2.557     26.095     88.769     12.206    122.519    258.786     42.480     22.688     56.848     61.924     40.419     40.129     46.725    114.904      0.100     26.122      0.000      0.100      0.010     99.900     73.778     99.900      0.100    -19.558     40.468      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.711     24.747     21.403      0.000  -9999.000  -9999.000      0.000
 233.1250     114.390     46.623     40.416     40.103    123.408    -21.243    279.516     65.900      2.444     30.083     22.772     27.591     25.279     32.004      0.870    117.790      2.559     31.954     88.440     11.922    126.496    264.340     -1.953     22.700     39.261     38.011     40.361     39.619     44.778    115.960      0.100     29.970      0.000      0.100      0.010     99.900     69.930     99.900      0.100    -19.582     40.416      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.743     24.936     21.448      0.000  -9999.000  -9999.000      0.000
 233.2500     114.598     44.713     40.369     39.624    118.477    -14.467    276.541     65.889      2.504     26.721     22.809     37.970     42.780     36.387      0.860    117.750      2.572     30.550     88.269     12.051    126.640    275.414     10.254     22.727     32.353     28.685     40.518     39.716     43.539    116.632      0.100     37.523      0.000      0.100      0.010     99.900     62.377     99.900      0.100    -19.595     40.369      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.771     25.237     22.365      0.000  -9999.000  -9999.000      0.000
 233.3750     114.960     43.590     40.528     39.742    113.001    -13.896    269.805     65.902      2.532     23.070     22.811     49.291     56.439     41.020      0.820    118.150      2.579     27.219     88.098     12.297    126.248    278.674     20.019     22.801     29.911     24.018     40.701     40.209     44.507    117.321      0.100     45.264      0.000      0.100      0.010     99.900     54.636     99.900      0.100    -19.584     40.528      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.674     25.162     22.941      0.000  -9999.000  -9999.000      0.000
 233.5000     115.996     44.722     40.707     40.253    108.825     -5.113    263.971     65.936      2.550     19.303     22.785     59.638     63.712     46.150      0.800    117.530      2.584     23.677     87.921     12.576    124.781    279.835    -22.949     22.843     27.591     25.279     40.815     41.045     48.575    118.029      0.100     50.746      0.000      0.100      0.010     99.900     49.154     99.900      0.100    -19.552     40.707      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.566     24.843     22.360      0.000  -9999.000  -9999.000      0.000
 233.6250     116.668     49.407     40.788     41.148    104.261     27.211    258.229     65.981      2.557     18.857     22.728     53.741     54.871     53.314      0.790    117.920      2.584     19.378     87.561     13.144    120.459    278.829    -17.578     22.893     37.970     42.780     40.304     42.985     64.280    119.684      0.100     56.345      0.000      0.100      0.010     99.900     43.555     99.900      0.100    -19.509     40.788      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.517     24.303     20.240      0.000  -9999.000  -9999.000      0.000
 233.7500     117.359     64.499     40.263     42.999    100.091      3.710    252.690     66.044      2.558     18.901     22.685     38.010     39.733     56.330      0.780    118.990      2.565     18.851     87.396     13.450    114.238    271.646     -7.812     22.963     49.291     56.439     39.529     43.249     68.402    120.672      0.100     61.128      0.000      0.100      0.010     99.900     38.772     99.900      0.100    -19.448     40.263      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     24.837     23.256     15.504      0.000  -9999.000  -9999.000      0.000
 233.8750     118.117     68.226     39.466     43.216     96.926     18.149    248.341     66.127      2.557     18.787     22.689     46.305     52.007     59.108      0.810    119.410      2.547     18.894     87.250     13.815    110.367    265.883    -26.855     23.148     59.638     63.712     38.355     42.623     65.104    121.563      0.100     64.559      0.000      0.100      0.010     99.900     35.341     99.900      0.100    -19.366     39.466      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.338     23.140     14.657      0.000  -9999.000  -9999.000      0.000
 234.0000     119.736     64.662     38.277     42.548     97.213     11.414    247.978     66.178      2.557     17.735     22.702     65.659     71.698     61.875      0.800    120.070      2.529     18.942     87.115     14.277    105.551    259.917     41.016     23.249     53.741     54.871     36.896     41.212     56.826    122.168      0.100     64.255      0.000      0.100      0.010     99.900     35.645     99.900      0.100    -19.317     38.277      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     26.125     23.503     15.465      0.000  -9999.000  -9999.000      0.000
 234.1250     120.720     56.118     36.706     40.975     99.380     -8.595    248.417     66.235      2.562     16.930     22.733     70.849     76.411     65.305      0.800    119.460      2.516     17.857     86.914     15.548    101.535    254.664     -1.953     23.334     38.010     39.733     33.342     36.783     43.606    122.564      0.100     61.913      0.000      0.100      0.010     99.900     37.987     99.900      0.100    -19.262     36.706      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.244     24.405     17.820      0.000  -9999.000  -9999.000      0.000
 234.2500     121.596     43.391     33.234     36.638    103.856     -7.275    250.852     66.314      2.573     16.483     22.804     60.979     64.435     66.446      0.780    119.810      2.522     17.007     86.853     16.481     97.054    248.536     15.625     23.400     46.305     52.007     31.325     34.084     39.612    122.448      0.100     56.823      0.000      0.100      0.010     99.900     43.077     99.900      0.100    -19.185     33.234      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.090     27.294     23.046      0.000  -9999.000  -9999.000      0.000
 234.3750     122.189     39.371     31.218     33.932    109.986    -28.282    256.031     66.420      2.580     16.968     22.847     45.251     45.392     67.381      0.810    120.420      2.540     16.468     86.816     17.546     96.658    247.932     23.437     23.446     65.659     71.698     29.336     31.272     35.141    122.174      0.100     49.257      0.000      0.100      0.010     99.900     50.643     99.900      0.100    -19.081     31.218      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     32.033     29.471     25.400      0.000  -9999.000  -9999.000      0.000
 234.5000     122.558     34.891     29.236     31.127    113.999    -12.708    261.508     66.490      2.584     19.649     22.899     28.523     27.493     68.603      0.800    120.160      2.561     16.571     86.810     18.587     98.371    248.073    -13.672     23.419     70.849     76.411     27.494     28.585     30.525    121.716      0.100     43.902      0.000      0.100      0.010     99.900     55.998     99.900      0.100    -19.012     29.236      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.204     32.127     28.660      0.000  -9999.000  -9999.000      0.000
 234.6250     122.434     30.170     27.335     28.350    118.848     18.038    268.375     66.573      2.580     22.023     22.978     18.720     19.103     71.117      0.820    120.370      2.578     19.308     86.877     20.261    101.478    249.132      1.953     23.330     60.979     64.435     24.550     24.249     23.973    120.154      0.100     36.974      0.000      0.100      0.010     99.900     62.926     99.900      0.100    -18.931     27.335      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.583     35.273     33.145      0.000  -9999.000  -9999.000      0.000
 234.7500     122.149     23.892     24.490     24.169    126.685     11.089    277.834     66.710      2.561     24.519     23.156     13.132     12.865     71.984      0.800    120.830      2.585     21.656     86.938     20.914    108.777    254.413    -26.367     23.179     45.251     45.392     23.460     22.772     22.494    119.000      0.100     24.624      0.000      0.100      0.010     99.900     75.276     99.900      0.100    -18.796     24.490      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     40.832     41.375     41.854      0.000  -9999.000  -9999.000      0.000
 234.8750     121.631     22.467     23.416     22.717    136.834     33.225    287.981     66.929      2.543     26.968     23.256     11.704     11.577     71.715      0.820    120.640      2.578     24.176     87.024     21.649    112.476    259.364    -32.226     22.820     28.523     27.493     22.651     21.753     21.988    117.761      0.100      6.246      0.000      0.100      0.010     99.900     93.654     99.900      0.100    -18.579     23.416      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     42.706     44.020     44.510      0.000  -9999.000  -9999.000      0.000
 235.0000     120.091     21.997     22.621     21.717    139.446     48.542    290.606     67.093      2.527     29.625     23.339     11.188     11.370     69.474      0.810    120.870      2.570     26.521     87.134     22.625    117.125    265.909     27.344     22.716     18.720     19.103     22.105     21.093     22.160    116.565      0.100      1.033      0.000      0.100      0.010     99.900     98.867     99.900      0.100    -18.416     22.621      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     44.206     46.047     45.461      0.000  -9999.000  -9999.000      0.000
 235.1250     118.932     22.199     22.087     21.067    138.001     -1.811    290.752     67.274      2.518     29.880     23.404     12.400     12.600     62.906      0.760    121.150      2.566     29.570     87.384     25.402    122.369    273.416     -0.977     22.669     13.132     12.865     21.773     20.629     22.883    114.056      0.100      3.942      0.000      0.100      0.010     99.900     95.958     99.900      0.100    -18.237     22.087      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     45.276     47.467     45.046      0.000  -9999.000  -9999.000      0.000
 235.2500     117.696     22.926     21.783     20.640    133.758   -125.198    287.661     67.524      2.526     29.343     23.444     17.565     17.667     57.917      0.800    120.370      2.570     29.946     87.518     27.170    135.469    286.824     35.644     22.661     11.704     11.577     21.969     20.828     23.664    112.665      0.100     12.123      0.000      0.100      0.010     99.900     87.777     99.900      0.100    -17.990     21.783      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     45.906     48.450     43.619      0.000  -9999.000  -9999.000      0.000
 235.3750     116.427     23.765     21.991     20.858    128.351     -8.796    281.685     67.854      2.545     28.091     23.411     19.797     20.828     52.352      0.800    120.830      2.574     29.499     87.652     29.331    139.601    290.326     28.320     22.669     11.188     11.370     22.375     21.363     25.497    111.163      0.100     21.801      0.000      0.100      0.010     99.900     78.099     99.900      0.100    -17.661     21.991      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     45.473     47.944     42.078      0.000  -9999.000  -9999.000      0.000
 235.5000     113.980     25.675     22.409     21.410    123.596     -7.611    277.134     68.040      2.565     25.883     23.317     22.386     23.209     45.397      0.770    120.810      2.575     28.449     87.793     32.033    139.134    291.171     89.355     22.658     12.400     12.600     22.980     22.224     28.721    109.576      0.100     29.670      0.000      0.100      0.010     99.900     70.230     99.900      0.100    -17.477     22.409      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     44.626     46.707     38.948      0.000  -9999.000  -9999.000      0.000
 235.6250     112.582     29.144     23.078     22.345    117.829    -72.059    272.379     68.215      2.580     24.845     23.148     22.879     23.187     34.081      0.790    120.180      2.572     26.038     88.092     39.137    135.726    289.908   -185.058     22.646     17.565     17.667     24.748     24.410     36.356    106.274      0.100     38.474      0.000      0.100      0.010     99.900     61.426     99.900      0.100    -17.303     23.078      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     43.332     44.753     34.313      0.000  -9999.000  -9999.000      0.000
 235.7500     111.075     36.397     24.813     24.472    109.732    102.703    267.137     68.418      2.583     23.806     22.811     25.666     28.598     28.867      0.780    121.310      2.559     24.998     88.257     43.165    129.819    283.161     -5.371     22.634     19.797     20.828     25.919     25.517     37.100    104.645      0.100     49.584      0.000      0.100      0.010     99.900     50.316     99.900      0.100    -17.103     24.813      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     40.301     40.863     27.475      0.000  -9999.000  -9999.000      0.000
 235.8750     109.393     37.018     25.998     25.578    101.444    392.552    262.540     68.637      2.576     22.535     22.711     37.330     41.865     24.696      0.800    120.370      2.556     23.973     88.421     47.029    125.424    278.741    -15.625     22.584     22.386     23.209     27.338     26.627     35.638    103.094      0.100     59.610      0.000      0.100      0.010     99.900     40.290     99.900      0.100    -16.885     25.998      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     38.465     39.095     27.014      0.000  -9999.000  -9999.000      0.000
 236.0000     106.184     35.584     27.429     26.697     99.547   -278.200    261.762     68.718      2.570     20.616     22.668     47.173     50.631     21.587      0.740    121.180      2.559     22.861     88.580     50.437    119.967    273.943      8.301     22.542     22.879     23.187     28.978     27.888     34.672    101.690      0.100     61.730      0.000      0.100      0.010     99.900     38.170     99.900      0.100    -16.807     27.429      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     36.458     37.457     28.103      0.000  -9999.000  -9999.000      0.000
 236.1250     104.558     34.986     29.183     28.084     98.025   -111.017    261.606     68.761      2.567     20.155     22.662     46.832     48.459     19.304      0.750    119.520      2.568     20.698     88.891     55.428    113.600    269.286   -230.956     22.511     25.666     28.598     32.628     31.390     40.264     99.640      0.100     63.387      0.000      0.100      0.010     99.900     36.513     99.900      0.100    -16.765     29.183      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     34.267     35.607     28.583      0.000  -9999.000  -9999.000      0.000
 236.2500     103.016     40.590     32.734     31.511     95.821     14.066    260.777     68.759      2.571     20.211     22.668     32.703     29.729     19.457      0.720    120.270      2.586     20.154     89.032     56.897    102.117    262.904    759.764     22.495     37.330     41.865     34.516     33.543     46.082     99.096      0.100     65.719      0.000      0.100      0.010     99.900     34.181     99.900      0.100    -16.769     32.734      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     30.549     31.735     24.636      0.000  -9999.000  -9999.000      0.000
 236.3750     101.576     46.358     34.625     33.665     92.836     -8.599    258.553     68.707      2.574     20.453     22.656     30.602     28.952     20.192      0.630    120.010      2.591     20.160     89.166     57.507    100.123    261.826   -327.636     22.487     47.173     50.631     36.448     35.704     50.985     98.919      0.100     68.752      0.000      0.100      0.010     99.900     31.148     99.900      0.100    -16.823     34.625      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     28.881     29.705     21.571      0.000  -9999.000  -9999.000      0.000
 236.5000      99.609     51.101     36.559     35.819     92.354     11.033    256.211     68.638      2.574     20.007     22.645     37.237     42.045     21.577      0.620    121.000      2.594     20.500     89.288     57.182     98.421    261.636   -181.640     22.480     46.832     48.459     38.422     37.743     53.050     99.115      0.100     69.230      0.000      0.100      0.010     99.900     30.670     99.900      0.100    -16.893     36.559      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     27.353     27.918     19.569      0.000  -9999.000  -9999.000      0.000
 236.6250      99.086     53.295     38.651     38.009     92.271     25.331    253.290     68.545      2.569     18.728     22.629     59.089     69.591     24.210      0.580    119.750      2.595     20.193     89.490     53.915     97.256    261.547     26.367     22.460     32.703     29.729     42.462     42.439     57.389    100.494      0.100     69.311      0.000      0.100      0.010     99.900     30.589     99.900      0.100    -16.988     38.651      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     25.873     26.309     18.763      0.000  -9999.000  -9999.000      0.000
 236.7500      98.930     57.927     42.565     42.615     91.606      4.899    247.864     68.398      2.558     17.125     22.580     85.907     98.594     25.712      0.560    119.790      2.596     18.975     89.575     51.343     93.040    259.286     -9.766     22.449     30.602     28.952     44.283     45.543     66.879    101.593      0.100     69.962      0.000      0.100      0.010     99.900     29.938     99.900      0.100    -17.138     42.565      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     23.493     23.466     17.263      0.000  -9999.000  -9999.000      0.000
 236.8750      99.193     68.019     44.364     45.732     88.184     22.505    239.786     68.201      2.557     15.526     22.539     90.437    101.634     27.349      0.540    119.000      2.592     17.362     89.642     48.577     92.444    257.140     -6.348     22.445     37.237     42.045     45.711     48.863     86.904    102.887      0.100     73.211      0.000      0.100      0.010     99.900     26.689     99.900      0.100    -17.336     44.364      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     22.541     21.866     14.702      0.000  -9999.000  -9999.000      0.000
 237.0000     100.556     88.404     45.764     49.024     83.848    -10.718    234.615     68.089      2.561     13.850     22.509     94.494    102.697     29.662      0.460    119.000      2.584     15.821     89.697     45.824     92.181    254.425     44.433     22.449     59.089     69.591     46.644     51.671    113.191    104.297      0.100     77.089      0.000      0.100      0.010     99.900     22.811     99.900      0.100    -17.450     45.764      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.851     20.398     11.312      0.000  -9999.000  -9999.000      0.000
 237.1250     101.666    112.637     46.658     51.742     82.503    -11.126    230.531     67.989      2.572     13.505     22.494     93.305     95.217     34.181      0.440    119.000      2.573     13.909     89.801     40.211     92.444    251.120    -11.230     22.453     85.907     98.594     46.882     52.912    103.513    107.147      0.100     78.240      0.000      0.100      0.010     99.900     21.660     99.900      0.100    -17.552     46.658      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     21.433     19.327      8.878      0.000  -9999.000  -9999.000      0.000
